sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
314,0.008861784,-0.008311674,-0.0031729601,0.000323914,-0.0039090645,0.0068021473,0.0014477745,0.01068284,MGS1
315,-0.011531126,0.0027397498,-0.0032429434,0.0059309974,0.008484768,0.0034327824,-0.008346811,-0.0022422113,MGS1
316,0.001415085,0.008948207,-0.014605928,-0.0012426823,0.005966706,0.0032100622,0.020057775,0.003746327,MGS1
317,0.004902724,-0.00089907646,0.0020393096,0.00045535713,0.006787019,-0.014948538,-0.011263572,-0.00033405796,MGS1
318,0.0054231696,0.0041514933,0.00065967627,0.009700917,0.0010907724,-0.005572861,0.0021878928,-0.0064818375,MGS1
319,0.005844388,-0.001989685,0.005073156,0.0048251823,-0.004056802,-0.014156168,0.0014938414,0.0026963316,MGS1
320,-0.0013696738,0.00092934817,-0.0024702307,-0.0036696978,-0.007862097,-0.0078002866,-0.009108804,0.0026791207,MGS1
321,0.005123593,-0.0064759627,-0.005458694,0.011181533,-0.0043843966,-0.001326831,-0.0030179322,0.013814744,MGS1
322,-0.008095767,0.005507447,0.0022370927,0.005738117,0.005279744,0.008433687,-0.0021880418,0.023112614,MGS1
324,-0.022032361,0.003087297,0.010957103,0.002851911,-0.011755312,0.006250033,-0.014976598,-0.010026325,MGS1
335,-0.011231136,-0.0024290085,-0.0022167452,-0.0040217564,-0.006614877,0.00047444366,0.003363058,0.0067767836,MGS1
347,0.013115425,0.0049078166,-0.0016410388,0.01651159,0.018942596,-0.0016101655,0.020778589,0.0070111714,MGS1
348,-0.006901663,0.006411977,0.00026998296,-0.0004831776,-0.010706192,-0.0048354883,0.018961675,-0.0007828064,MGS1
349,0.009327251,-0.0058145076,0.00052559003,0.0064291805,-0.003389364,-0.0018905234,-0.0061785057,0.0034721978,MGS1
350,-0.010605704,-0.002896905,-0.0039747693,-0.0017692521,0.004995981,0.0030465294,0.004687801,-0.003738042,MGS1
351,-0.00010478124,0.004366979,0.000580173,-0.01691284,0.011438588,-0.0036115255,0.009410232,0.0025836788,MGS1
352,-0.0058988146,-0.004477173,-0.013066951,0.0010509863,0.019266633,0.0012992043,0.0012163371,0.0024519674,MGS1
353,0.0012798496,-0.007225767,-0.0032561012,0.012074493,0.0076761153,-0.0066280495,0.004059337,-0.00050464645,MGS1
354,0.011721436,-0.0022465736,-0.0023541078,0.014895156,0.017448986,-0.0073152687,-0.00012984127,-0.0087883435,MGS1
355,0.010874104,0.012252502,-0.0017837025,-0.006622784,-0.0018099304,-0.0076371897,-0.0070203543,0.0066064186,MGS1
356,0.002792649,-0.008553088,0.0020872913,-0.0076502785,0.004697228,0.0071047116,-0.00036095083,0.005875062,MGS1
375,0.006391246,-0.016133621,0.005822789,-0.0030031502,-0.0061062854,-0.010769693,0.0064458996,0.013825234,MGS1
376,-0.0062868185,0.003412813,-0.011984114,0.0019206032,-0.016988216,0.0026327837,0.00854148,-0.0021499284,MGS1
377,0.0015788414,-0.007876508,-0.0051243007,-0.004369281,0.0009469632,-0.0013666116,0.006876923,-0.0056076534,MGS1
379,0.001320187,-0.011397496,-0.012556311,0.0041221306,0.0042869896,-0.0057272296,-0.0027056038,0.008850444,MGS1
384,-0.001047913,0.00356552,0.011183973,0.0012950301,-0.01091527,-0.00067316554,0.0018713325,0.006082304,MGS1
386,-0.0059887283,0.007283941,-0.0049601085,0.012885161,-0.005105866,0.006386051,0.0051288903,0.0061521046,MGS1
389,0.0018153787,0.008458063,0.004939601,0.008935314,-0.0036016423,0.00337868,-0.002201289,-0.002097685,MGS1
394,-0.008903693,0.006055489,-0.005279418,0.0026132166,0.0071734954,0.008027272,-0.004345633,0.007478472,MGS1
396,-0.011612356,-0.0028642043,-0.0029521547,0.0044079497,0.0050664395,-0.002989119,0.002890937,-0.0033224858,MGS1
404,0.0012947507,0.0035173446,0.009182986,-0.017564915,-0.005657917,0.002584817,-0.0023411065,-0.014835019,MGS1
405,0.0034442432,0.011130169,-0.0012313165,0.0039831772,0.014472237,-0.0115395915,-0.010326505,-0.0022016503,MGS1
406,-0.0058166794,-0.00202699,0.00552224,0.00651107,-0.0044675525,-0.0054028984,0.0025660694,-0.004949052,MGS1
413,-0.008072507,0.00712692,0.004811596,0.00088007003,0.0028409008,-0.013462765,0.0035856217,0.019702133,MGS1
414,-8.82335e-05,-0.0012277663,0.003776949,0.0018340424,-0.014612278,-0.005712239,0.00344152,-0.006742876,MGS1
415,-0.008054998,0.0058652908,-0.0022168718,-0.0052394196,-0.006551681,-0.010686023,-0.009285212,0.014393367,MGS1
425,0.013229091,0.00759393,0.0048715286,0.01171238,0.007170709,0.005879106,-0.0071769804,0.00728276,MGS1
447,-0.010691624,-0.003775373,0.003267374,-0.018273868,0.0025109723,0.00090412237,-0.010284163,0.002591554,MGS1
