"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",-4.07561406085528e-16,2.08951045004605,-0.339575414226149,-3.26539421157802,7.61525726954202
"c1_3","c1_3",3.19379113103292e-16,2.19993900289287,-0.503853844790865,-4.10151452974803,7.13492199262042
"c1_5","c1_5",-9.1432318065949e-17,2.31929087849242,-0.482319705141259,-4.7575426663606,8.64353026282728
