"","Module","Control_mean","Late_mean","t_statistic","p_value","FDR"
"t","c1_2",-1.4897038107695,2.5642442644393,-5.4295888442253,7.54226025722229e-07,1.50845205144446e-06
"t1","c1_3",-1.06241654968933,1.82874979864557,-4.65846862686085,1.56322139919402e-05,1.56322139919402e-05
