"","Module","Control_mean","Late_mean","t_statistic","p_value","FDR"
"t","c1_3",-1.02383029027447,1.76233082752163,-4.98777480495972,4.38047561577034e-06,8.76095123154068e-06
"t1","c1_5",-0.968183987333161,1.66654620770462,-4.78329385671366,9.73367083586201e-06,9.73367083586201e-06
