,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
0,-0.25358498096466064,-0.6114640235900879,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,0.04649096727371216,0.0,0.0,0.16131775081157684,0.0,0.5078462958335876,-0.25005656480789185,0.0,0.0
1,-0.25358498096466064,-0.4051291048526764,0.0,0.0,0.2864944338798523,0.044767141342163086,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.005958676338195801,-0.090760737657547,0.0,0.0
2,-0.25358498096466064,0.6197261810302734,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,-0.25005656480789185,0.0,0.0
3,0.18598993122577667,-0.6114640235900879,0.0,0.0,0.2864944338798523,-0.0461459681391716,0.0,0.04649096727371216,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,-0.25005656480789185,0.0,0.0
4,-0.25358498096466064,-0.6114640235900879,0.0,0.0,0.2864944338798523,-0.0461459681391716,0.0,0.04649096727371216,0.0,0.0,0.2052203267812729,0.0,0.06827940791845322,0.18044623732566833,0.0,0.0
5,-0.16911324858665466,-0.6114640235900879,0.0,0.0,-0.2715507745742798,0.044767141342163086,0.0,-0.03829966485500336,0.0,0.0,0.2052203267812729,0.0,0.06827940791845322,0.2553529143333435,0.0,0.0
6,-0.25358498096466064,-0.6114640235900879,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,0.2052203267812729,0.0,-0.5304644703865051,-0.25005656480789185,0.0,0.0
7,-0.25358498096466064,0.6197261810302734,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,-0.25005656480789185,0.0,0.0
8,0.18598993122577667,0.6197261810302734,0.0,0.0,0.17203344404697418,0.044767141342163086,0.0,0.04649096727371216,0.0,0.0,-0.25992757081985474,0.0,-0.005958676338195801,-0.25005656480789185,0.0,0.0
9,0.18598993122577667,-0.6114640235900879,0.0,0.0,0.2864944338798523,-0.0031952187418937683,0.0,0.04649096727371216,0.0,0.0,0.2052203267812729,0.0,0.5078462958335876,0.2553529143333435,0.0,0.0
10,0.06586407124996185,-0.6114640235900879,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,0.2553529143333435,0.0,0.0
11,-0.25358498096466064,-0.6114640235900879,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,0.18044623732566833,0.0,0.0
12,-0.25358498096466064,-0.6114640235900879,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,0.0370243676006794,0.0,0.0
13,-0.25358498096466064,-0.4051291048526764,0.0,0.0,0.2864944338798523,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,-0.25005656480789185,0.0,0.0
14,-0.25358498096466064,-0.6114640235900879,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.5304644703865051,-0.090760737657547,0.0,0.0
15,-0.25358498096466064,-0.6114640235900879,0.0,0.0,-0.2715507745742798,0.044767141342163086,0.0,-0.03829966485500336,0.0,0.0,0.2052203267812729,0.0,-0.5304644703865051,-0.25005656480789185,0.0,0.0
16,0.18598993122577667,-0.6114640235900879,0.0,0.0,0.2864944338798523,-0.0461459681391716,0.0,0.04649096727371216,0.0,0.0,-0.25992757081985474,0.0,0.5078462958335876,0.2553529143333435,0.0,0.0
17,-0.25358498096466064,-0.3197780251502991,0.0,0.0,-0.2715507745742798,-0.0461459681391716,0.0,-0.03829966485500336,0.0,0.0,-0.25992757081985474,0.0,-0.3543224632740021,-0.25005656480789185,0.0,0.0
