,z0,z1,z2,z3,z4,z5,z6,z7
0,-0.3360004127025604,-0.15692077577114105,0.04599800705909729,-1.2147186994552612,-0.9716894030570984,-1.445264220237732,-0.012603717856109142,-0.7103586196899414
1,-1.4079912900924683,0.025788413360714912,0.0615733377635479,0.011592887341976166,0.38682684302330017,-1.537275791168213,-0.013137622736394405,-0.34701868891716003
2,-1.3957114219665527,-0.3209490180015564,0.062357086688280106,-0.002937368582934141,0.3684026300907135,-1.5171284675598145,-0.013137622736394405,-0.25421443581581116
3,-0.6883934736251831,0.013664208352565765,0.0608159676194191,-1.1548594236373901,-1.1878077983856201,0.14945417642593384,-0.005997485481202602,0.42892181873321533
4,-1.4196014404296875,0.025335194543004036,0.06206626072525978,0.021337542682886124,0.9907285571098328,-2.425706148147583,-0.04047642648220062,-2.264963150024414
5,-0.8675284385681152,0.028089672327041626,0.06406151503324509,0.04057208448648453,1.0841050148010254,0.21168069541454315,0.01731787994503975,-2.100166082382202
6,-0.17226393520832062,0.03143131360411644,0.08015958219766617,0.32503023743629456,1.3177077770233154,0.40349456667900085,0.01731787994503975,-2.0961849689483643
7,-1.334535837173462,-0.2050555795431137,0.039327166974544525,-0.3421351909637451,-3.136319160461426,2.1070079803466797,-0.00569809740409255,0.9327195882797241
8,-0.7251254916191101,0.017707552760839462,0.057043395936489105,-0.3630963861942291,-1.2485151290893555,-0.571347177028656,-0.005997485481202602,1.0036308765411377
9,-0.46283766627311707,0.02587169036269188,0.0855717882514,-0.583486795425415,2.65712571144104,-1.8609790802001953,-0.04047642648220062,-1.9576387405395508
10,-0.4715140163898468,0.01671331375837326,0.05622095614671707,-1.0991610288619995,-3.722888469696045,0.04155990481376648,-0.00569809740409255,1.8105638027191162
11,-1.4265553951263428,0.03128077834844589,0.07335756719112396,0.487055242061615,1.2022840976715088,-0.5204340815544128,-0.04047642648220062,-2.1975278854370117
12,0.43026381731033325,0.029450682923197746,0.05049794912338257,-0.008892756886780262,0.7254420518875122,-2.1170010566711426,-0.04047642648220062,-2.0574216842651367
13,-1.4276995658874512,0.03128077834844589,0.07232688367366791,0.9484679102897644,1.2606897354125977,0.23762190341949463,0.0835367888212204,-2.108991861343384
14,-0.441125750541687,0.014103669673204422,0.05183633044362068,-0.8720042109489441,-1.5043421983718872,-0.5776383876800537,-0.005997485481202602,0.18193873763084412
15,-1.5467164516448975,0.02407548390328884,0.051313187927007675,-0.5488051772117615,0.7459908723831177,-0.6276540756225586,-0.04047642648220062,-2.232964038848877
16,0.6222112774848938,0.023936700075864792,-0.546046257019043,0.0274650901556015,1.0708153247833252,-2.021132230758667,0.0835367888212204,-2.0107104778289795
17,-1.223752737045288,0.014103669673204422,0.07059831917285919,-0.2712545692920685,-0.5533658862113953,-0.510382354259491,-0.005997485481202602,-0.49317219853401184
18,-1.3186256885528564,0.012684829533100128,0.04738566279411316,-0.4806056320667267,-2.953786611557007,-0.6870859265327454,-0.005997485481202602,1.4498207569122314
19,-1.608668327331543,0.02132100611925125,0.056265007704496384,-0.5882776975631714,0.8846942186355591,-2.055537462234497,-0.04047642648220062,-2.2536568641662598
20,-0.2829410135746002,0.020357707515358925,-0.6612576246261597,-0.495279997587204,2.207111358642578,-1.7728750705718994,-0.04047642648220062,-2.010662078857422
21,-0.8795967698097229,-0.19296516478061676,0.05826845392584801,-0.29076167941093445,-0.22922728955745697,-1.4379030466079712,-0.013137622736394405,-0.592822253704071
22,-0.5429039001464844,0.013594136573374271,0.05900128185749054,-1.2994941473007202,-3.346508502960205,-0.05931449681520462,-0.005997485481202602,1.7871536016464233
23,-1.4956148862838745,0.018998129293322563,-0.8066245913505554,-0.5947286486625671,1.029386043548584,-2.263726234436035,-0.04047642648220062,-2.2038683891296387
24,-0.11770369857549667,0.029450682923197746,0.06792018562555313,-0.031365785747766495,0.7897720336914062,-2.1491894721984863,-0.04047642648220062,-2.156360387802124
25,-0.13876494765281677,0.01636098511517048,0.06569478660821915,-1.2923356294631958,-0.9651851654052734,2.3613669872283936,-0.00569809740409255,-0.7419611811637878
26,-1.373901128768921,0.020274430513381958,-0.635706901550293,0.012247666716575623,0.43373528122901917,-1.242794394493103,-0.013137622736394405,-0.26443564891815186
27,-1.41477632522583,0.025788413360714912,0.0615733377635479,0.011638673022389412,0.3524879813194275,-1.5368032455444336,-0.013137622736394405,-0.4991026520729065
28,-0.4023435115814209,0.01671331375837326,0.047760721296072006,-0.30491042137145996,-3.6623308658599854,0.19761453568935394,-0.00569809740409255,0.9633584022521973
29,0.5609670281410217,0.02437189593911171,-0.7383712530136108,0.23215146362781525,2.394282579421997,-1.668161153793335,0.0835367888212204,-1.9014042615890503
30,-0.06289321929216385,0.025788413360714912,0.055632371455430984,0.2687944173812866,0.12925520539283752,-1.3462964296340942,-0.012620847672224045,-1.2595592737197876
31,-1.3469605445861816,0.031244995072484016,0.047392819076776505,0.09267214685678482,0.08479491621255875,-0.14553333818912506,-0.02085668221116066,-0.900905191898346
32,-1.3228282928466797,0.031244995072484016,0.047392819076776505,0.5705054402351379,-0.13854077458381653,-0.364681601524353,-0.025524400174617767,-1.0656447410583496
33,0.02937321551144123,-0.06425749510526657,-0.3768817186355591,-0.1935487687587738,-3.1855742931365967,-0.2052163928747177,-0.005997485481202602,1.1722328662872314
34,-1.2616266012191772,0.014103669673204422,0.052438780665397644,-0.5324746966362,-1.5018996000289917,-0.6161699295043945,-0.005997485481202602,-0.6543856859207153
35,-0.07257947325706482,0.027092022821307182,-0.9142197370529175,0.35295557975769043,1.1465177536010742,-2.1277668476104736,-0.025524400174617767,-0.8970961570739746
36,-0.30501365661621094,0.020274430513381958,-0.6221585869789124,0.04870113357901573,0.3194255828857422,-1.4052823781967163,-0.013137622736394405,-0.46330931782722473
37,-0.20590005815029144,0.03143131360411644,0.05793779715895653,-0.04033591225743294,-0.12796129286289215,-0.009884212166070938,-0.04047642648220062,-2.219186544418335
