,z0,z1,z2,z3,z4,z5,z6,z7
0,0.12216274440288544,0.0,0.0,-0.15393751859664917,-0.5809452533721924,0.0,-0.02464400976896286,0.0
1,0.12216274440288544,0.0,0.0,0.17836864292621613,-0.5809452533721924,0.0,0.23914781212806702,0.0
2,-0.05390176922082901,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
3,0.12216274440288544,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
4,0.12216274440288544,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,0.06668514758348465,0.0
5,0.03196574002504349,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
6,0.12216274440288544,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
7,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
8,-0.05390176922082901,0.0,0.0,0.3814448118209839,0.5947765111923218,0.0,0.06668514758348465,0.0
9,-0.1712290495634079,0.0,0.0,0.3814448118209839,0.5947765111923218,0.0,0.23914781212806702,0.0
10,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
11,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
12,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
13,0.12216274440288544,0.0,0.0,0.3814448118209839,-0.5809452533721924,0.0,-0.28104227781295776,0.0
14,0.12216274440288544,0.0,0.0,0.3814448118209839,-0.1764615774154663,0.0,-0.28104227781295776,0.0
15,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.1764615774154663,0.0,-0.28104227781295776,0.0
16,-0.1712290495634079,0.0,0.0,0.3814448118209839,0.32139161229133606,0.0,0.23914781212806702,0.0
17,0.12216274440288544,0.0,0.0,-0.15393751859664917,-0.5809452533721924,0.0,-0.28104227781295776,0.0
18,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.02464400976896286,0.0
19,-0.1712290495634079,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,-0.28104227781295776,0.0
20,-0.1712290495634079,0.0,0.0,-0.15393751859664917,0.5947765111923218,0.0,-0.02464400976896286,0.0
21,0.12216274440288544,0.0,0.0,-0.465060830116272,-0.5809452533721924,0.0,0.06668514758348465,0.0
