sample_id,mgs_class,mgs_grade,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
146,1,MGS2,0.77173346,-0.23680317,0.90367496,-0.62905174,0.85873634,0.32174748,-0.31921232,0.32779732,-0.3547046,-1.3730484,-1.0442535,-0.7255921,-0.29867375,-0.25887313,1.6864742,-0.7000898
147,1,MGS2,-0.70398283,0.6689207,-1.3235734,1.0149317,1.4133376,0.3659418,-2.0589795,0.7368309,-0.12998188,-1.2003038,-1.9422896,-0.80557454,1.1118412,-1.3507184,-1.8452684,-0.25690037
148,3,MGS4,0.21256413,-0.4793915,-1.4945967,-0.93993163,-1.9958658,-0.2770202,1.0028603,0.9474221,0.6675764,-0.47517046,0.78242594,-2.9553664,0.14509861,0.56208473,0.33154497,0.088879876
149,0,MGS1,0.70104057,-0.33426228,-1.2347529,-0.15839048,-1.5194938,0.44115907,0.7275312,0.9107326,0.11493952,-0.25494325,2.0522354,-1.2827041,-0.70765644,-0.43784437,1.6775761,-3.0612366
150,3,MGS4,1.8154488,1.9930137,0.3521994,-0.514379,0.27134815,-1.3584855,0.5983257,0.92220443,1.5393673,-1.9566755,0.14993231,-1.7523649,-1.7223053,1.4899079,0.9148988,-0.5939498
152,1,MGS2,-0.6500226,0.09848277,0.4872841,0.9169017,1.7458551,-0.061819836,-0.41766357,1.3035955,0.49116364,-0.055045906,-1.2892766,-2.0509348,-0.13096195,0.2171165,0.05706397,0.4563137
153,0,MGS1,-0.92262304,-1.1492583,1.258467,-0.0686218,0.12716866,-0.86481094,0.08941424,-0.4064535,0.5229788,1.5417527,0.074177325,-0.95587826,1.7854769,1.0488755,0.0591805,-0.54028356
154,1,MGS2,-0.58339375,0.7065855,0.687119,-1.6926974,0.23712212,3.0038998,1.1715686,-1.8387129,1.1440859,-0.06360515,1.206973,-1.2261897,-2.9087155,0.6411138,-1.017924,0.005285357
155,2,MGS3,0.167985,2.3822827,1.4613836,0.7166506,-1.4966697,0.92106354,-0.4257962,0.12456565,0.3138355,-0.34918618,1.0096687,-1.515898,-0.55539924,1.0126115,-2.6753669,0.38562322
156,1,MGS2,-0.82054114,-1.2717146,-0.5159227,0.34667704,2.5461736,-1.5700874,-0.8923534,-2.1927202,-0.27253285,0.057404716,-0.73314714,-1.8504812,0.7256515,1.6865951,-0.9361642,0.7286301
157,3,MGS4,-1.2604947,-1.8102789,-0.18554671,-2.5671918,0.8654799,0.5187878,1.036361,0.5778792,-0.2572809,0.1924253,-0.7736337,-1.6582717,0.1485835,-0.7901572,-0.84214115,0.24950932
158,2,MGS3,-0.24887708,-0.21466602,1.0235119,-1.2064608,0.2721248,0.60437113,0.57661283,-0.689936,0.08374733,0.6098437,-0.3542738,-1.2131226,0.31054604,-0.08816564,0.7755167,-0.24402198
159,2,MGS3,0.99963266,-1.0998092,0.09791757,0.3247848,-0.24365404,0.03842181,-0.7216184,2.2773328,0.4989613,0.22682798,-0.030892918,-0.30129796,0.38322523,0.28423533,0.5674536,-0.6643399
160,3,MGS4,0.27387437,-1.3910058,0.123047695,-0.3945228,1.2579647,-0.52616584,0.4853288,1.3434542,0.25871083,-1.5988795,0.50740445,-1.2367349,0.92822266,1.8044112,0.7354239,0.6199863
161,1,MGS2,-2.755032,-1.170438,-1.6789359,0.74303806,0.4163555,1.2822709,1.8821481,-1.3313078,-0.27423298,0.6114835,0.32162586,-3.1198368,-1.2533282,0.34343123,0.52405834,0.035467125
162,0,MGS1,-0.5157604,-0.9185525,0.2763328,-1.5708095,-0.5308577,0.3775694,1.1124991,0.21250871,0.6980367,-0.10450758,-0.33603513,-0.7938979,0.45173928,0.055042773,0.2892335,-1.9710195
163,0,MGS1,0.8452321,-0.24050227,-1.8203254,1.2148441,-0.16480197,-0.092220075,-0.56219935,-0.03854815,-0.84694594,1.9265634,-1.1816224,0.79384995,-0.58511317,-1.2284653,0.11881715,1.051154
165,1,MGS2,0.53629416,-0.6289794,0.19277363,2.1048546,0.94473934,-0.29515764,-0.7064346,-0.25045994,0.7134459,0.76888156,-1.2745076,1.6863678,1.0918232,0.59659916,1.1443763,1.1461955
166,1,MGS2,0.86362815,0.14799531,0.29186192,-0.6558492,1.0617946,-0.09595109,-0.32702893,-2.8586361,-0.7528189,1.2866441,-0.6557232,1.0141518,-0.20875806,-1.8586668,-0.5558081,0.95027316
167,1,MGS2,1.0726104,-1.4677436,-0.4644243,-0.20219103,-1.6157066,0.12909034,-0.55405474,0.18363829,-1.1188923,1.3203102,-0.19834207,0.5895219,-0.43918848,-0.324349,0.084153496,1.5571191
168,1,MGS2,0.4306914,-0.39917913,-0.34959486,-0.7507598,2.3925576,-0.4485346,-0.6064199,-0.26499254,0.2499192,-0.46193293,-0.61258006,1.4709904,0.74746627,-1.1126199,-0.31335735,-0.29958746
171,1,MGS2,2.0531857,-1.7845602,-0.3315706,-1.0315206,-0.28459254,-0.54548264,0.13827862,0.7458446,0.46566164,-0.10670377,0.11092691,0.91093636,1.5557928,0.5644599,0.28420535,1.9133312
172,0,MGS1,1.0164464,-0.13658716,0.7314493,-0.9183248,0.04469184,-0.50828266,-0.18773207,-0.8312613,0.025586504,1.253802,-0.66154957,1.373841,0.5938024,-0.61937803,1.0540674,0.8363118
173,0,MGS1,0.32975805,0.8001526,0.23153633,1.0650141,0.9107695,0.52302366,-0.20081833,-0.7937693,-0.168895,-1.8086789,-1.1368417,1.4131553,-0.29777902,-1.4582059,-1.3004158,-0.019719616
174,1,MGS2,1.2096765,-0.12662521,1.1529676,0.29422855,0.24655667,-0.8508089,0.45964736,0.15538712,0.23929426,1.2088554,0.17407094,0.04391507,-2.0757916,-1.4916248,-1.2359122,1.4708078
176,1,MGS2,0.5077539,0.31552246,-1.4107629,1.2570194,0.21538106,-0.6181311,-0.030132651,0.52582455,-0.25392762,1.4890902,-1.484774,0.9325949,-0.61928725,-0.45043495,0.1369044,0.5532163
177,0,MGS1,0.09678348,-0.70360273,0.08084834,0.56432444,0.19920377,0.44511276,-0.48791647,-0.008176181,-0.90763164,0.93145454,-1.2378372,1.6671933,-1.2061697,-0.7857414,0.9902069,0.59533286
178,3,MGS4,1.1407309,-0.9768736,0.042557515,-0.54476166,-1.9399619,0.8770122,0.1435525,-0.5485522,-0.47575054,1.0402777,-0.47479743,0.7765652,-0.67771256,-1.230864,0.49156493,-0.13700543
179,1,MGS2,0.5050737,0.21923894,0.15594664,1.2420232,-0.710852,-1.126452,-0.9071904,-1.283991,0.8132953,1.5266145,-0.43300352,0.052658617,-1.0304098,-0.66093224,-0.16642149,1.2311509
180,1,MGS2,-0.25800294,-0.74862427,-0.26108274,1.1727101,-1.4117628,-0.7587761,-0.52529514,-0.3286441,-0.73611563,-0.06874361,-2.602428,1.4540855,0.3754899,-0.90327215,-3.3616865,-0.57651514
181,1,MGS2,0.42912802,0.1453479,0.51617044,-0.5206637,-0.49883056,-0.5950761,-0.4461198,-1.141671,0.27228376,1.4409904,0.1108861,0.47410297,-1.1496028,-0.33487073,0.5193627,-0.8183086
182,1,MGS2,-0.653552,-1.5865806,1.3157722,-0.55577594,-0.55969083,-0.8482489,0.031298283,-0.43664306,0.72198325,0.7090811,1.7513009,0.9177869,1.5657829,0.3463675,0.40882343,1.440973
183,1,MGS2,-0.45188555,0.34851044,-0.89417857,-0.67424965,0.78423667,-0.6581917,-0.6917923,0.61213684,0.44269678,-0.47636747,-0.5089188,1.072227,1.7411548,-0.9207975,0.17679875,0.8569454
184,2,MGS3,0.47921923,-0.03228405,0.58062845,-1.0468516,-1.146956,0.043872744,0.63779753,0.35594276,-0.82749456,1.8466568,0.117292516,0.5805404,-0.18271732,0.76502115,0.020877076,0.7696146
185,1,MGS2,-0.641801,0.20513038,0.11653628,-0.110012226,0.3474527,1.0317947,-0.2936424,-0.4378232,-0.8039211,1.1343263,-0.34295285,1.407304,-0.8753073,-0.054878414,-0.14632015,-1.1362957
186,1,MGS2,1.1072818,-0.86260664,-0.19845855,-0.05315426,-0.5062377,-0.5596477,0.042310342,-0.3100506,-0.82974964,0.9800201,-0.5730881,0.51783335,0.16102834,0.38504505,0.23711778,-0.11020479
187,1,MGS2,1.6591885,1.1892741,0.7874314,1.4662684,1.465592,-0.40813836,-0.78205633,-0.37226462,0.32986665,-1.6392821,0.013269229,0.7879832,-1.6073812,0.07099258,-0.34264377,1.6671181
188,1,MGS2,-0.3345792,0.44617534,1.1779257,1.8884771,0.07550638,0.19066548,-2.11592,-1.0843462,-0.42044324,-1.5328978,-0.14020304,0.7672015,1.232942,-2.1772482,-2.5868816,0.1317209
189,0,MGS1,-0.969166,-0.83072406,-0.69556326,0.8763475,-0.073458105,-0.062174648,-0.106106296,0.58611953,-0.90794486,1.2722456,-0.9781877,1.4675069,-0.4269024,1.1139549,-0.24882,-0.19144791
190,1,MGS2,0.5070617,-1.5272619,-0.07851812,0.39817357,-0.46371508,-0.7837233,0.12474277,0.25184166,-0.19832532,0.24963537,0.114828646,0.55330724,0.6073306,-0.54299563,-1.2877877,-0.3567086
191,2,MGS3,2.0255704,0.061230086,-0.5076106,-0.5644233,-0.62043446,-0.092332676,-0.11626525,-0.4291247,0.42258474,0.93726766,0.12602474,1.1204443,-0.6670552,0.7343973,0.29178742,0.33544126
192,1,MGS2,2.3439362,-0.43070525,-0.016590126,-0.14679444,0.15708809,-0.7037835,-0.22091787,0.38412207,0.36910033,-0.16066508,0.54167396,-0.51907974,0.40297577,-0.03044014,-0.6054372,-0.59235823
193,1,MGS2,2.3497217,0.06425908,-0.724439,-1.3290625,1.089248,-1.8661858,-1.5846952,0.74628454,1.355129,-0.40564218,-0.14048246,-0.5572273,1.0683426,-0.4493513,-0.9662312,0.8147825
196,2,MGS3,-0.22392625,-0.20464595,1.6457996,0.41765517,-0.18635443,-0.103889026,-1.162361,-1.4751009,-1.1837223,-0.9816458,0.34776285,0.35945916,0.6799301,-0.83842677,-4.712612,-0.22399378
197,1,MGS2,0.48958325,0.6765198,-0.5621359,0.06564534,-0.78020144,0.7841731,0.3915251,0.7419226,0.4544897,0.7933901,0.5274525,0.15649623,0.2480654,-0.82654,1.6203609,-1.8365601
198,3,MGS4,0.4253926,0.17109556,-0.7803071,-1.3541906,0.026487563,1.1722955,0.37479752,1.1140358,0.51448077,0.008110289,0.6742924,0.4855156,-0.507667,-0.9227646,0.4503459,-1.6453303
199,1,MGS2,0.3891878,0.21015432,-0.62907475,0.8452068,0.5385182,-0.13152045,-0.6303421,-0.16285874,0.31520137,1.1814873,0.1426408,-0.19201155,0.398345,-0.45759732,0.06292932,-1.5976177
200,1,MGS2,1.8399003,0.0059069674,-1.0011333,-0.6416862,-1.1289139,-0.21327284,0.3679211,0.46811298,0.38436118,0.43598977,0.9437518,-1.7167463,0.7442815,-1.777834,-0.7783797,0.73228264
201,1,MGS2,-0.17440988,-0.581288,1.6741849,1.4179239,-0.37519595,-1.153806,-1.3625019,-0.357773,-0.6671537,-0.30770606,1.0052284,-0.12763713,-1.1376109,-0.5384573,-2.3948243,2.0872188
202,2,MGS3,0.114835925,1.4581329,-0.73302615,1.9183564,0.103298806,2.1178045,0.007391273,-2.150219,0.70371526,-1.8778713,-1.0629727,2.4482224,1.3246361,1.6001923,-1.2954878,1.6002711
203,3,MGS4,-0.19003008,1.6246989,-0.55148464,-1.900219,0.009887362,-0.22503468,0.09442225,-0.2671182,0.28586066,1.151477,0.32128778,-0.7991438,0.014248079,-0.5772498,-1.7753292,0.11064437
204,2,MGS3,1.6588668,-0.8107713,0.26668146,-0.336828,0.3161579,-0.47632596,-0.42545944,-0.36924535,0.34309003,1.1725531,-0.17681234,0.53792375,0.78566855,-0.42202508,0.28158143,-1.3216577
205,1,MGS2,2.8536143,0.30571738,1.5243021,0.1430974,2.0749798,-2.139687,-0.9917396,0.76069945,-0.30878064,-0.4740339,-1.0633304,-0.103319585,0.8216106,-0.2822167,-1.8277651,-0.03125422
206,2,MGS3,1.347721,-0.56311816,-0.34909806,-0.7221822,0.55772775,1.2562956,0.15944575,1.769969,1.9915205,0.37065056,2.959384,-0.14118487,-0.045731217,-0.54256207,-0.4271458,-0.119723685
207,1,MGS2,1.032831,1.0194293,-0.8102286,-0.9260399,1.4094425,0.2889606,-0.14638034,0.6299129,1.8290962,-0.66411823,0.35840955,0.39623165,0.5663981,-1.4574564,-0.058458038,-0.5493207
208,2,MGS3,1.5194057,-0.09933161,-0.13800277,0.13603559,-0.50711495,1.1157523,0.14909263,0.9701743,-0.21239796,1.2814502,1.1939884,-0.17737868,-0.6687397,-0.8205808,0.33415437,-1.1011213
209,3,MGS4,1.0925452,0.8122705,-0.13565494,-1.3351998,1.3044062,0.14809471,-0.38713372,1.0217614,0.8145381,-0.14657551,0.8763489,0.40758687,0.5362025,-1.0752213,0.28129685,-0.13494848
212,2,MGS3,2.7972877,-0.14336248,-0.39663982,-1.043332,1.6858162,-1.8933375,-0.19331309,0.16317436,0.51665854,-1.5746216,-0.28352967,-0.48371497,-0.24586944,2.0615013,0.5827206,1.0337453
215,1,MGS2,0.5792018,0.8706168,-0.3189503,0.027938057,-0.7285027,-0.9538238,0.30685508,0.24758303,0.6847508,-1.0274417,0.060804315,-0.710292,0.12432313,-0.6382518,-0.693556,-0.22772262
216,1,MGS2,0.60888386,-1.4651486,-0.061624378,2.1019425,-0.47611564,0.78244805,-0.41598523,-0.66297907,0.026510939,-1.8809869,1.0539978,0.0445276,2.5331535,-0.69444305,-1.2614245,-0.79119545
217,0,MGS1,0.7860206,-1.1005473,-1.0545233,0.36764038,0.5173759,0.17958787,0.07887692,0.38851836,0.7050265,-0.07960976,0.6606186,0.8886338,0.9720514,0.97287166,1.0929852,-1.1597227
218,0,MGS1,-0.0042466912,1.9688916,-1.1905428,1.450185,-1.0033247,1.192771,0.95274544,-2.188488,0.44540617,0.27934316,-1.1044428,0.54446924,1.895238,-0.91778886,-3.25072,2.0934653
219,1,MGS2,0.43579072,-0.79198104,-0.24278234,1.5248015,0.55992097,0.36163232,-0.25166124,-0.82209265,-0.86808264,1.5271833,-0.35334194,1.6288286,0.3754468,0.73173904,-0.8062863,-0.32359225
220,1,MGS2,0.5331302,-0.15476209,2.339509,0.47297215,-0.19881015,-0.27882355,-0.5659158,-1.0385458,-0.62430805,-1.1624203,1.3516991,0.104545265,-0.5459357,-1.4067733,-2.369504,2.0569117
221,2,MGS3,-0.1773373,0.64448065,0.2081166,1.2356317,-0.7880326,-0.25143275,-0.5094339,1.1487869,-0.7163694,-0.59849244,-0.6012706,0.9107206,-0.012384066,0.6180062,-0.35293007,2.1138344
223,3,MGS4,-0.02632048,-2.9239604,-1.4899793,1.4293475,-1.059871,-0.3637224,1.0621774,-1.1780899,-0.7922103,0.7403265,-1.7107545,1.0800987,0.21048884,0.58877915,-2.5691352,-0.653809
224,3,MGS4,-0.13313292,-0.70155096,-1.0674132,0.7422945,-0.80369085,-1.3166548,-0.6904198,-0.34283695,0.8318823,1.0997609,-0.44049475,0.15587583,-1.3943987,-0.2795883,-0.8352816,1.5775692
225,1,MGS2,0.4781617,-0.7053782,-1.5556241,1.1163939,-2.3089979,0.33696598,-0.22271688,0.42238915,-0.414149,1.2204443,-1.1199898,0.2555709,-0.6112118,0.520267,-0.68244666,1.4126315
226,3,MGS4,0.24585292,-0.24651417,-0.3430758,0.7584199,-2.5998232,0.6554255,0.6787285,0.7916156,0.10293111,2.7927432,-0.061706997,0.34389448,-0.8912925,0.08162212,-1.1451858,1.2753607
227,1,MGS2,-1.1849515,-0.8304077,-0.5141465,0.9081728,-0.60594875,0.13163564,0.21728325,0.48275778,-0.6126352,1.7713627,0.0956817,0.9020905,0.16705592,0.92699355,-0.79188496,1.3577921
228,3,MGS4,-0.40914193,-1.2568662,-0.0069900164,-0.0025035082,-1.423774,0.15836063,0.09243252,0.1593477,-0.6668409,2.0187058,0.044833,1.1235286,-0.7638131,0.5271908,-0.82878774,0.58455145
229,0,MGS1,0.031031292,-2.1936662,0.6571559,0.08633034,0.041586924,-0.36648428,0.21523267,-1.4843729,0.63521665,0.66567993,0.13919657,1.7974606,0.7762199,0.6794489,0.59346753,0.43304247
232,3,MGS4,-0.18145615,0.4578994,-0.25820276,0.21583745,-2.2239408,0.15581545,0.9181365,1.3681729,0.22606853,1.0206615,0.60950816,0.49844372,-1.0519705,0.81841755,1.2994918,1.3349035
233,1,MGS2,-0.7824872,-1.0834119,-0.7835002,0.052644853,-0.107309535,-0.31023905,-0.28226656,-1.35065,0.040210534,1.5536597,-1.0003067,1.7009035,0.56613153,0.6300059,-0.45909587,0.14493729
234,3,MGS4,-1.0174836,0.5469543,-0.59493214,-0.026635839,-1.7533611,1.7953134,0.47714663,0.03438197,-0.040705163,0.3761795,0.36022633,1.2696136,-0.47712606,-0.24421647,0.19451311,1.2985805
235,2,MGS3,-0.5838782,0.3028399,0.19495608,-0.31304002,-0.5544323,0.27860385,0.24334058,-0.6849489,0.6432961,1.0090933,0.12886566,0.8225038,-0.8098393,-1.1034726,-1.0604663,1.2506661
236,2,MGS3,-0.7438724,0.8324211,-1.0054934,0.49894238,-0.4653213,-0.3518563,-0.46778256,-0.032813385,-0.4662833,1.2184919,-0.28442025,0.6084186,-0.5445351,0.13352905,-0.029656304,1.2757971
237,0,MGS1,0.312331,0.19093771,-1.5566608,1.3544861,-0.06129565,1.3614895,2.0564928,-1.3426226,0.85560566,-1.0796398,-0.34420437,0.4051339,0.28535464,1.4454002,0.9737868,1.9471046
240,1,MGS2,1.155704,-1.8040847,0.7241431,-0.023485713,0.21118416,-0.38126063,0.3903175,-0.08709988,-0.44543025,0.39894417,0.3455638,0.7110221,1.2500995,0.46324396,-0.758366,0.11029129
241,2,MGS3,1.6343193,-0.48871517,-0.9949827,-1.0513777,0.3335866,-0.5751258,0.30003875,-0.34007612,0.17512666,0.721228,-0.19770855,0.31587085,0.076278865,0.03344068,-0.18385217,0.914734
242,2,MGS3,0.4001138,0.5681332,-1.3037088,-0.24966031,-0.57149124,-0.8838528,-1.741389,0.4764357,-1.9048612,-0.5205037,1.4664315,-0.5148434,-0.05136907,0.5135228,-1.0930825,2.1437914
243,0,MGS1,0.15516707,-0.5698625,-0.5145401,-1.0229651,1.2703836,0.8456026,0.157174,-0.28846583,-0.3785891,0.018078893,-0.13043636,1.2888067,-0.37009618,-0.61556196,-0.40929106,0.054196224
244,2,MGS3,-0.1088285,0.0007193944,-0.7082591,-1.3404685,-0.6453658,0.11684207,0.9619912,0.28886524,0.1193329,0.98732996,-0.4928751,1.0768621,-0.89057744,0.92741567,-0.13964656,-0.0002499498
245,2,MGS3,0.48589593,-1.5734061,-2.2625628,-0.8304259,-0.98649913,0.6695185,-1.4755646,0.08510653,-1.6400088,-0.057896633,-0.31612033,0.2826279,-1.0626624,0.76440483,0.10478856,0.7293143
246,0,MGS1,-1.4235356,-1.1233518,-0.9802014,0.7996735,-0.8866964,0.43168998,0.45103663,-0.28076586,-0.8665579,1.4941698,-0.5401958,1.3385636,0.13310695,0.79245543,0.68017405,-0.93077505
247,2,MGS3,-1.4377303,0.0133386385,1.1750315,0.16040424,-3.5717921,0.017845312,0.27524316,0.43103614,-0.650902,-0.25738323,-0.26705414,0.39403176,1.643025,-1.1851484,-1.0180473,0.8179198
248,2,MGS3,0.71960115,1.565759,-0.33538607,-0.96734,-0.37823284,-0.045320824,0.9138195,-0.8940326,1.0376337,-0.23175794,0.3339496,0.45691267,-0.39438424,1.2698289,-0.19861773,-0.97655153
249,3,MGS4,-0.95565903,-0.38791513,-0.742777,-1.8345989,-0.91866136,0.18028441,1.2208455,0.28976774,0.9758979,0.36753157,0.8401208,-0.19310693,-0.15489301,-0.21322174,0.5342239,0.5823009
250,2,MGS3,0.47274783,-0.6708768,-0.025159035,0.10921822,-0.6747445,0.41460878,0.04173397,0.9702036,-1.6681337,0.2105978,0.2823366,-0.029669318,0.4026918,0.32643792,0.2914091,-0.2532003
251,0,MGS1,1.1992928,-1.3873818,-0.23118591,-0.3307599,0.24418266,1.0526044,-0.59528774,0.5128905,-1.9935125,0.36185163,0.46450147,1.2323867,0.41225594,1.8450234,0.27496558,-0.32770884
252,1,MGS2,0.81890225,-0.9768038,-1.6254394,-0.4164218,-0.7652185,1.9371363,-0.48143607,-0.561004,-0.38985723,-1.639883,2.4695861,-0.55604917,0.15542178,0.33136052,-0.5806945,1.1654578
253,3,MGS4,0.3626881,-0.4285486,-0.4421371,-1.0890027,1.1774265,-1.5126212,-0.13871045,0.5462132,1.3277923,0.5890291,0.5731966,0.41471693,-0.36817715,-0.74767625,-2.135313,-0.3699741
254,0,MGS1,0.45007274,-0.38774267,0.030087836,-0.009727752,-0.28144127,-0.8275612,0.116100736,-0.18919258,-0.6399044,1.14058,-0.5286399,0.51606876,-0.55615073,0.17091492,-0.1291502,-1.2168427
263,2,MGS3,1.7131763,1.659349,-1.7847296,-1.4365159,-0.119541794,0.3002656,0.16583602,-1.3375967,1.6180825,1.8060349,-0.021536024,0.64893323,0.114118695,0.3144876,0.17556913,0.040058963
264,0,MGS1,1.2288162,0.27973834,0.29734278,1.0556296,1.4214017,-1.8016446,0.4747606,-0.7319933,1.4073013,0.91081345,0.821252,0.32634243,0.28743365,0.3246632,-0.32054347,0.36361942
265,0,MGS1,-0.62534845,0.097363845,-0.98595434,0.25889477,-0.5588211,-0.11406856,0.99910516,0.6876487,-0.14196526,0.37635326,0.16342296,0.11009527,-0.6758096,-0.03917355,0.8004875,-0.39870065
266,0,MGS1,-0.23348519,-0.49226677,-0.987221,0.31703305,-0.96597534,1.2741965,0.2850718,-0.47366944,-0.01063756,0.21700704,1.0341208,0.5607224,-0.74704295,0.48061228,0.4835629,-0.53990155
267,1,MGS2,-0.52654284,0.5835917,-0.5722989,-0.07120976,-1.1558183,1.2597766,0.5667463,0.096896715,-0.07718548,-0.98594195,0.5932233,0.05387115,-0.40980038,-0.9086768,-0.5901539,-0.43265495
268,2,MGS3,-0.67676145,-0.72207147,-0.58922476,-0.5607602,0.9959057,0.06021066,1.3235506,1.1703094,-0.09615829,0.24033423,0.00570764,0.63537675,-0.080184504,-0.91746444,-1.0988147,-0.797422
269,2,MGS3,1.8565301,0.3911734,0.36606336,1.9587053,0.7398708,-1.2729023,0.8407944,-0.7948612,0.16045024,1.199438,-0.04717417,0.46731368,0.3888336,0.20324585,-1.0572125,-0.31625983
270,3,MGS4,0.122906774,0.57422745,-0.81092066,0.6563911,0.02469908,0.24581608,0.35545015,-0.44367838,0.041037258,0.727241,-0.59284997,0.99869645,-0.5664491,-0.04222221,1.0005562,-0.4581346
271,1,MGS2,1.368484,-1.5954247,-1.0711643,0.9859742,0.3042856,-0.14950156,0.53530544,-1.0773565,0.080656976,0.3517786,-0.5251891,0.8869395,1.1273549,0.5785578,-0.09593399,-0.5638383
272,3,MGS4,0.9070252,-0.75913465,0.30851573,0.21173951,-1.5857153,-0.22457212,0.6134815,-0.60294485,-0.55628455,1.0618778,0.77193743,-0.1953544,-1.0183853,0.08474368,0.6831696,0.27789503
273,1,MGS2,-0.11926933,-0.3536465,-0.7446138,2.308292,1.3051882,-1.2358152,-0.09277296,-0.7011902,0.43383107,0.6649613,-0.16623674,0.96818763,-0.30571038,0.37536964,0.18118034,-1.0715832
276,1,MGS2,0.44614774,0.9012639,-0.30298683,0.25409243,0.50827944,-0.16405454,-0.6571128,-0.64263296,-0.38474405,1.1562684,-0.7485337,1.1445345,0.5364406,-1.3876495,-0.19939134,-1.079834
277,1,MGS2,1.9021496,0.13616548,-0.5851656,0.31654578,0.050032396,-0.9418551,0.7799693,0.21998557,1.0091907,0.5988253,0.118383475,0.27561522,0.37917787,0.13857399,-0.8183535,-0.96032876
278,2,MGS3,1.2462493,-0.94792014,-0.5263731,0.75695896,-0.36931145,0.25983167,-0.15477164,0.15844002,-0.33977288,0.79735166,0.8668436,0.687626,-0.037048906,-0.67422676,0.49087375,-0.9568143
279,1,MGS2,-0.9350828,0.45365816,-2.5072522,1.6982726,-0.88608664,-0.2241765,-0.973261,0.6395007,-0.78567517,-0.27239946,-1.7295505,1.0128602,1.7631732,-0.77023447,-3.62788,-0.07108501
280,3,MGS4,1.0655501,-1.1650598,-1.5598946,0.6275199,-0.53516144,0.25569737,-0.31394595,0.34295228,-0.52291405,0.8126695,0.6244071,0.5941531,-0.75858265,-0.42027822,-0.39572304,-1.5511854
281,1,MGS2,0.4215875,-1.3610417,-0.93607473,0.59109986,0.36933962,-1.2661628,-0.24168168,1.0388577,1.2519989,-2.478881,0.46769786,0.2731103,1.6898301,-1.5511562,-0.19808647,0.767728
283,2,MGS3,1.5111213,0.60346246,-1.7131875,0.48735797,-2.0259395,1.0629642,0.10430172,-1.1414776,0.6746688,-0.8211754,-0.7689816,0.54611355,0.8546393,-0.96205753,-1.635037,0.038274657
284,3,MGS4,0.50559103,0.123267986,0.52091426,0.0920488,0.59668726,-0.2907295,1.2460029,-0.55553865,0.31797326,0.16688022,-0.07866338,0.30286703,-1.3089876,-0.41695768,-0.42426908,1.0151213
285,2,MGS3,0.84557307,-0.96941626,-0.33245248,-1.9675179,0.1612675,0.7134994,0.41085792,-0.2534099,0.22809683,-1.0355574,0.13747765,0.29674253,1.8250908,-2.8343732,-1.1717007,1.0231004
286,0,MGS1,0.8099999,-0.7446407,-0.13691574,-0.45681763,0.7956814,-1.6000752,-0.7333942,-0.7431053,1.5184548,1.1890137,0.51728487,0.955035,1.435235,-0.23731545,-0.20609872,0.3693415
287,1,MGS2,1.1606417,0.06497201,1.0591742,0.9512357,0.4134109,1.0792431,-0.80200607,-1.7062057,-0.18992658,0.72242343,0.23700169,1.8675716,-0.1177133,-0.4220063,-0.024187416,-1.437717
288,0,MGS1,0.947909,-1.3284404,-0.113321595,0.7796339,0.90640736,-0.9601945,0.15145928,-1.2504966,0.23945764,0.10206483,0.34170082,0.46099055,-0.14988849,-0.7217155,-1.3676333,-1.5034906
289,1,MGS2,1.6828052,-1.0921772,-0.7470772,0.34608644,-1.0654076,0.81511724,0.9292148,-1.7670394,0.0098966835,0.37063932,-0.37759304,0.36758846,-0.5554686,-0.05651924,1.0421383,-1.6365966
291,0,MGS1,1.2267076,0.13311976,0.3930586,0.7077944,-0.16306397,0.4075698,-0.39461178,0.22656243,-0.7864374,0.7963992,0.5136529,0.59875584,0.024616577,-0.97559386,-0.20694116,-1.0753698
292,0,MGS1,1.2787408,-0.61711353,-0.37102875,0.504854,0.85483116,0.19214359,0.085495025,-0.2573405,-1.0080777,0.9133747,0.11421711,0.9560193,0.20744458,-0.06331647,0.20885694,-0.6569004
293,0,MGS1,1.9395365,-0.67995656,-0.37042487,0.28750956,0.36775532,-0.36543462,-0.5169117,-1.8557138,-2.2781937,1.1600878,-0.24926883,0.4441523,0.7057396,1.1999772,-0.6743459,-0.3451713
294,3,MGS4,4.6223025,1.7158903,0.3785352,0.60812575,0.7470977,-2.1881177,-2.2672045,-0.80649334,0.85206896,1.1361381,1.5990847,0.44097608,-2.0099258,-0.36535224,-1.6285225,1.2100513
295,0,MGS1,1.2573171,0.10427226,0.87148243,1.3720886,1.7747792,-1.3694013,-0.5162045,-1.0728773,-0.37957942,0.27535033,0.057031244,0.2933303,0.4451804,-0.77666295,-2.223517,-0.31591168
296,2,MGS3,1.3633946,-0.16585496,-0.8768158,0.18637362,-0.6703312,0.45747307,1.9963611,0.19142585,0.9584065,1.0859778,0.018329956,0.5882078,0.76880056,0.64101774,-0.3149536,0.14661364
298,2,MGS3,0.8167161,-1.150943,-0.33526784,-0.8788906,-2.35237,0.33292833,0.9958257,0.7371771,-0.41472828,0.49956095,0.8270461,-0.40824246,-0.57947785,-0.76700896,0.6507284,-1.4319092
