sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
177,-0.0059350263,0.031298086,-0.004825931,-0.013388891,-0.008166006,-0.0014316309,0.0020758708,-0.0022299457,MGS1
189,-0.0015759822,0.021063805,-0.0025629792,-0.006563563,0.012960576,0.01692581,-0.0011318277,0.019492952,MGS1
217,-0.022677666,0.03057991,-0.023366924,-0.042501975,0.008680446,0.007676637,0.004979511,-0.006193476,MGS1
218,-0.012147641,0.02804084,-0.025839113,-0.015811715,0.003426202,-4.2537227e-05,0.0012213003,0.011256827,MGS1
229,-0.021552434,0.061263997,-0.048737112,-0.019390184,0.013892431,0.012968792,-0.0054720966,0.0031899344,MGS1
237,-0.017184703,-0.0038530529,0.022849005,-0.0044437833,-0.02791775,-0.030741708,-0.0056149056,0.0051248055,MGS1
243,-0.01131626,0.02509997,-0.015904125,0.0066728406,0.0076832916,-0.014748732,0.009947215,-0.01177709,MGS1
246,-0.034259178,0.04117814,-0.04421101,-0.023047406,0.011612844,0.009190438,0.007193205,0.024680397,MGS1
251,-0.021238586,0.016751524,-0.02926508,-0.016726378,-0.00081328815,0.007143555,-0.01223779,-0.0041598137,MGS1
254,-0.01109471,0.014332775,-0.0009666681,-0.0067154206,0.012822136,0.016508795,-0.001940551,0.00026522763,MGS1
264,-0.01911874,-0.012088347,0.018959444,0.011734355,-0.006797505,-0.0029573683,0.003097133,0.0007584486,MGS1
265,-0.015219575,0.010694232,-0.0043842755,0.00909907,-0.015267562,-0.0014852602,-0.0034085687,0.009888237,MGS1
266,-0.014330661,0.032930974,-0.03080063,-0.0030458458,0.013940679,-0.0036833826,-0.0035003673,-0.004021609,MGS1
286,-0.0080189165,0.026246008,-0.016085789,-0.03516354,0.011720546,-0.005143294,-0.017662825,-0.010677155,MGS1
288,-0.02970579,0.01809467,-0.02037714,-0.012408782,0.0043569696,-0.0036676954,-0.01423687,0.011872729,MGS1
291,-0.035485886,0.05051719,-0.032066654,-0.020066638,0.014580181,0.006539738,0.0120643275,0.008644676,MGS1
292,-0.014780363,0.043302704,-0.0377145,-0.012155432,0.012126066,-0.0078049693,0.00040373323,-0.013221288,MGS1
293,-0.009683153,-0.012439825,-0.018077947,-0.0039492063,-0.0035209726,-0.006146988,-0.008366468,-0.018796673,MGS1
295,-0.0034286585,0.01647785,-0.008714821,0.0023239814,-0.00046698702,-0.007463554,-0.020877982,-0.009483969,MGS1
307,-0.010389527,0.034052435,-0.02937119,-0.027139414,-0.0079391375,0.0009429436,-0.002932391,-0.001975719,MGS1
308,8.346327e-05,-0.0006507896,-0.010508303,0.0016524754,-0.011755757,-0.030985916,0.001674575,0.0013503004,MGS1
311,-0.014889395,0.045166228,-0.028056376,-0.017992575,-0.002738576,-0.015445525,0.0027706672,-0.0025772657,MGS1
313,0.00072787516,0.0088658,0.0005401792,-0.017541278,-0.0045061684,-0.001784632,-0.021457603,0.00452915,MGS1
314,-0.008752471,-0.0044033006,0.0018443875,-0.0122833885,0.012090711,0.0038795453,-0.0079916185,-0.009889584,MGS1
315,-0.03567385,0.023793552,-0.04292425,-0.0042759664,0.0063172136,0.010405531,-0.00035817805,-0.0092016775,MGS1
316,-0.035087876,0.035281185,-0.048012268,-0.026914138,0.017119013,0.013816556,-0.015703017,0.0041257497,MGS1
317,-0.013950771,0.021400616,-0.012045961,0.009329956,-0.00012179604,0.0022697505,-0.011384654,-0.0038146991,MGS1
318,-0.0088248905,0.029724073,-0.045021262,-0.029163588,0.0032001068,-0.009144204,-0.005462858,0.0066852625,MGS1
319,-0.0088996645,0.025895417,-0.020868767,-0.014673714,0.019204576,0.0010216739,0.01082169,-0.004214404,MGS1
320,-0.014461985,0.014645871,0.023592148,0.0022935532,0.009975351,0.0021869,-0.0013343717,-0.01246153,MGS1
