sample_id,z0,z1,z2,z3,mgs_level
2,-0.019132428,-0.0094858,0.011243887,0.0075915055,MGS1
4,-0.0025718398,-0.013169568,0.004634917,0.015076154,MGS1
6,0.012476053,0.0010487475,-0.022016145,0.009483901,MGS1
9,0.0011831783,-0.017608766,-0.031374857,-0.0009358218,MGS1
17,-0.003190931,-0.011572134,0.0031256601,-0.0031592613,MGS1
18,0.00032393262,0.02294853,-0.021781877,-0.014828066,MGS1
32,-0.03083178,0.036606286,-0.015400153,-0.014381818,MGS1
35,-0.016555633,0.013590027,-0.003209792,0.011739963,MGS1
41,0.027551409,-0.070250496,-0.023956839,-0.005449514,MGS1
42,0.03114539,-0.0316703,-0.0035082698,-0.005209972,MGS1
43,0.013994295,0.021021578,-0.016261298,0.0032050507,MGS1
81,0.044039194,0.035773624,0.00869289,-0.012420929,MGS1
89,0.016142774,0.026630122,-0.0088557415,-0.005933496,MGS1
99,0.0133243315,0.008132685,0.009160183,0.007854124,MGS1
109,0.026138354,-0.026060928,-0.023517244,0.004693021,MGS1
115,-0.002311293,0.005989205,-0.01632366,0.007359258,MGS1
117,0.007853169,-0.033750776,-0.011423998,-0.017012224,MGS1
119,-0.0022323094,-0.009652052,-0.024866112,-0.012616488,MGS1
120,0.005923312,-0.0007619895,0.0036761612,0.0039728507,MGS1
126,-0.018922463,0.0049925037,-0.036713578,-0.01157328,MGS1
137,0.012731086,-0.03979401,-0.024394348,0.0064569945,MGS1
139,-0.012329344,0.052141834,-0.004765868,-0.010476905,MGS1
142,-0.00885712,0.04047497,0.009002969,-0.008880545,MGS1
145,-0.003091935,0.020014536,-0.0035161301,0.0038879933,MGS1
149,0.0002466999,0.037440214,0.0059912726,-0.021419171,MGS1
153,-0.0053549074,0.009766433,0.0045100003,-0.005601949,MGS1
162,4.703179e-05,-0.009702448,0.0059513375,-0.0101047335,MGS1
163,-0.021849733,-0.012040708,-0.026644938,0.017577771,MGS1
172,0.001901608,-0.028227482,0.0025161728,0.0105748745,MGS1
173,0.020209748,-0.006737482,0.0049404427,-0.0010016588,MGS1
177,0.011325818,0.00035293773,-0.010445416,-0.00017123856,MGS1
189,0.008997474,-0.014805011,-0.025887035,0.0022817822,MGS1
217,-0.011310272,-0.0040680617,-0.0076538473,0.012325109,MGS1
218,0.021202091,-2.9545277e-05,0.00581906,0.00071334746,MGS1
229,0.011874106,0.02723426,0.007920288,-0.0055399043,MGS1
237,0.012019042,-0.03000157,-0.0010503009,0.0011350764,MGS1
243,-0.00719947,-0.00902893,0.002820097,0.006979638,MGS1
246,-0.03078895,0.045575652,0.007974334,0.0013110833,MGS1
251,-0.016760115,0.020297047,0.017355576,-0.007755547,MGS1
254,0.008101936,-0.03694967,0.011783913,0.0068535535,MGS1
264,0.010850955,-0.025500823,-0.012062155,0.002418221,MGS1
265,-0.017122976,-0.0077538267,-0.005610414,0.0055544497,MGS1
266,0.0071534887,0.01642726,-0.021361187,-0.010868113,MGS1
286,-0.018603336,-0.00040542707,0.00173226,0.00021635089,MGS1
288,0.0022229403,0.0043992624,-0.011766221,0.0014916481,MGS1
291,0.023101065,0.004689373,0.013364308,-0.0111910505,MGS1
292,-0.0027958788,0.017809022,-0.019651644,-0.0012892215,MGS1
293,-0.02011672,-0.025565457,0.00010344386,0.012609766,MGS1
295,-0.0020521618,0.001986239,0.0033944473,-0.005846587,MGS1
