sample_id,mgs_class,mgs_grade,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
144,2,MGS3,-0.055770796,1.3435787,0.708642,0.4559561,1.1202402,-1.1667421,-0.118030444,-1.1937758,-0.12411318,2.1138303,1.1852177,-0.10224605,1.7035719,-0.22283378,0.23860171,1.3744478
145,0,MGS1,0.12682007,0.27206817,0.035267614,-0.75899476,0.15020713,0.47999126,0.36812922,0.37788484,-0.102136545,0.9046661,0.59315133,-1.5750929,0.81050634,-0.43098333,-0.7781259,1.0547241
146,1,MGS2,1.4602461,-1.5879289,0.29299104,0.76778215,2.171128,-0.8902657,-0.24779387,1.5970508,-0.67303973,-0.37466407,0.4112921,-1.655441,0.98097473,1.350048,-0.021384431,-0.87260157
147,1,MGS2,-0.5187111,-2.3197074,-0.47688392,-0.38411525,0.030153714,0.67174333,-0.3857553,1.8274903,0.03236514,-0.6298608,-0.46422875,-1.9803803,-0.54390186,-0.34359658,-0.5264716,0.012425309
148,3,MGS4,2.2101674,2.716179,0.40204757,-0.8745748,0.12678635,0.947732,-0.5126234,-0.02398859,-0.18854727,2.3753672,0.9365121,-0.17117137,0.68496543,0.7697153,-0.8322519,1.1236957
149,0,MGS1,0.16583164,0.78806216,1.3005396,-1.3287039,0.72917855,-1.1231854,0.96491295,-0.66884273,0.33851513,2.809361,0.9707254,-0.4729788,1.9501292,0.45767096,0.28215316,1.3885287
150,3,MGS4,0.6949304,0.982467,-1.1601309,2.36648,2.5453997,-0.59496653,-0.874656,0.5661083,-1.0349472,0.45358598,-0.10636318,0.3028165,1.0825375,2.391586,-0.39292234,-1.7603095
152,1,MGS2,-0.58121365,-0.14481765,-0.4313082,1.2752179,0.71621245,-0.19204037,0.5650239,0.8850088,0.4531043,-0.6531699,-0.8001872,-1.475367,1.601391,0.022892285,-0.5149007,-0.47725052
153,0,MGS1,0.5872863,-0.7540645,0.20776024,-1.3276166,-0.7197209,-1.0166092,1.9650418,-0.30309024,-0.030770538,-1.5965366,-0.28416604,0.05258092,-0.02051357,1.1586188,0.36599597,-1.693849
154,1,MGS2,0.7297293,2.4231179,0.8172374,0.23999214,-0.18162012,0.052511327,0.8319948,-0.09610129,1.4112066,1.1678255,0.102115355,0.81985116,0.80756897,0.12983495,-0.68686813,-0.12747368
155,2,MGS3,0.14031965,2.208162,-1.6286781,0.0484683,0.20348537,1.4761182,-0.07498412,-0.03599596,0.7471731,-0.592938,0.38612902,-0.48030245,-0.046636842,-0.4989799,-0.993518,0.13668144
156,1,MGS2,0.603295,-2.9104803,-0.86520594,-0.08674015,0.026964808,-1.544798,-0.22844794,1.2946817,-0.6553412,-1.4694747,-1.813465,0.8606521,-1.2846408,1.2627252,0.30114913,-1.681769
157,3,MGS4,0.7691072,1.5069423,0.19327211,-1.5986152,-0.91936135,0.13535927,0.5864794,0.275131,-0.057133265,0.9657195,1.9543854,0.06239701,-0.433045,-0.46805555,-2.1244898,-0.12359084
158,2,MGS3,0.76159346,-0.17077623,1.105141,-0.96733916,-0.22858194,-0.7113763,0.4056403,0.34853828,-0.16413505,0.7307408,-0.5717581,0.3693843,-0.5092187,1.1388814,-0.21302356,-0.07988261
159,2,MGS3,0.7492268,0.684744,-0.1464639,0.9305779,0.95134556,0.14302145,0.92351043,0.5216014,-0.17854877,-0.29422924,0.815685,-1.6572466,2.1791525,0.3931052,-0.349926,-0.95222044
160,3,MGS4,-0.9584513,0.35503456,-1.1237952,1.5518724,1.3695707,-1.0552576,-0.34954712,-0.9256304,0.7403979,-0.2331378,0.02548637,0.27087757,1.6137085,0.400362,0.9213879,-0.49316067
161,1,MGS2,-1.3060378,1.2479849,-0.03254014,-1.5089924,-1.176093,0.636727,1.1726215,-0.7677018,-0.022727184,0.98537874,0.7085443,-0.24291033,1.9008682,-0.780926,-0.57705796,0.5274094
162,0,MGS1,0.71732885,-0.19299003,-0.2583803,-1.0937724,-0.5352682,-1.0355469,1.3999686,-1.1964966,-0.6268034,-0.47504985,0.8157872,-0.013893694,0.0076000467,0.51178676,-0.36963195,0.70391196
163,0,MGS1,0.78586894,0.015168711,0.99334556,-0.03214967,-0.04172736,-0.048185647,1.2830412,1.1742667,0.7036622,-0.8277327,0.3418579,-1.1734537,1.6214298,-0.82091725,-1.0976436,-1.2489598
165,1,MGS2,-0.3655674,-2.7425528,-0.93981797,-0.06581912,0.07067564,-0.546699,-0.30388942,1.2392343,-0.72394484,-1.3733969,0.3014485,-0.78858167,0.06444214,-0.4166458,-0.34816128,-0.80222523
166,1,MGS2,3.2325442,-1.7986096,0.8907161,-1.6659471,-1.0019916,-0.82361937,1.7800379,2.0164819,-0.77167207,-1.7321212,0.77347296,-1.113962,-0.46924302,-0.10813202,-2.7204485,-0.7132374
167,1,MGS2,1.1356704,1.3016119,0.23040384,-1.1023432,0.10231839,-0.18563227,-0.06006768,-0.2710738,0.31571794,1.3246449,0.50069284,1.2352712,-0.4761671,0.014418755,-0.601722,0.09119904
168,1,MGS2,-0.5818759,-3.3449838,-0.502451,0.50110656,0.13361871,-1.898936,-0.16279814,0.4993235,-0.18169263,-1.1025143,-0.25406513,0.24473612,-0.2762815,-0.22249107,0.5031048,-0.5472976
171,1,MGS2,0.5212369,0.54547113,-0.71756643,-0.1355801,1.0103556,0.07480923,-0.33854598,0.017380554,0.5809107,0.714316,0.16282892,0.7204226,-0.9268691,0.5474024,-0.13281386,0.01277278
172,0,MGS1,0.96658236,-0.92596316,-0.040362112,-0.7819019,0.27034354,0.08218499,-0.90046424,1.4498974,-0.015641805,-0.7032603,-0.13516377,0.59280866,-1.4655463,1.2159517,-1.0712302,-0.9906834
173,0,MGS1,-1.005888,-1.893527,0.07709447,0.88551575,0.15842627,-0.25728285,0.32151818,0.7891233,1.3156791,-1.1623755,-1.9667209,-0.21558245,0.5893875,0.27354163,0.67196244,-0.54505086
174,1,MGS2,2.0271986,0.9350507,0.06884313,0.7368279,1.1606218,-1.0700465,0.08014444,0.3577502,0.24976365,0.33657154,0.18181275,0.8134798,0.33432013,0.13760267,-1.5221971,0.38640362
176,1,MGS2,-0.89393455,-0.26622245,-0.30227798,0.24221767,-0.5021817,-0.2972668,0.05636525,-0.15542199,-0.47569165,-0.70991427,0.17469172,0.19240409,1.3844507,-0.9689978,-0.4620863,-0.7846501
177,0,MGS1,-0.22600408,-1.2696985,-0.023403013,-0.76345384,-0.35326323,-0.8751635,-0.18755364,0.18016791,-1.3719163,0.014071379,0.9948468,-0.1826847,0.8436838,-0.8128264,-0.5804675,-0.19287878
178,3,MGS4,1.1687353,1.8691611,0.924239,-0.5082788,0.06526702,0.5569177,1.5185537,0.35452133,1.6125512,0.27229008,-0.37355742,0.12149451,0.48118293,0.81306416,-0.57855606,-0.8270124
179,1,MGS2,1.6021111,-0.17351474,0.096974276,-0.31784305,-0.3928494,-0.19074796,0.07803958,1.3841078,-1.129638,-0.37027892,-0.23708147,-0.21497741,-0.0123283975,0.1792941,-1.4580005,-0.9357768
180,1,MGS2,0.085446216,-0.4124096,0.036463354,-0.5630346,-1.343845,0.8788041,1.2055601,1.4260842,0.11676992,-0.92783374,-1.2764001,-0.26573077,0.17748262,0.6863699,-0.7159446,-1.6089978
181,1,MGS2,0.04748588,0.37305605,0.26003593,-0.54718447,-1.5754336,-0.94561994,0.7490049,-0.60083264,0.22892503,-0.40323186,-0.1795012,1.6186849,0.5039973,0.8632084,-0.004727743,-1.4402841
182,1,MGS2,2.180261,0.25898916,0.615875,-1.9095751,-0.42474407,0.2371345,1.487938,1.124334,-0.9408274,0.4106613,0.5449941,-1.386206,0.49202573,0.6289579,-1.0670724,-0.8754828
183,1,MGS2,-0.7868425,-1.504889,-0.1975269,1.0456713,1.1346855,-0.045645013,0.32445428,1.034906,2.0525203,-1.8336929,-1.665542,-0.031541932,0.9624276,-0.12133606,-0.03675861,-0.031195967
184,2,MGS3,0.95734227,1.1247762,-0.10996703,0.5874235,1.2723832,-0.052096754,-0.35665625,1.2959036,0.053617716,0.8824256,0.67442805,0.05648686,-0.5173234,-0.16053146,-2.135408,-0.44585487
185,1,MGS2,0.8254751,-1.1789973,-0.24921255,0.08338735,1.1325775,-0.4396488,1.4341279,0.5755462,-1.8245747,-1.8409102,0.34702647,-1.5767562,1.9304396,0.4728296,-0.39873064,-0.7393858
186,1,MGS2,0.91017526,0.30008286,-0.418624,-0.8011638,0.72025484,0.5527446,-0.06873707,1.121547,0.002403824,0.03801796,1.0084805,0.23462278,-0.89775854,-0.15168588,-1.4810908,-1.3242735
187,1,MGS2,1.5491971,-1.5075942,-1.9600511,2.1500397,3.0064433,-0.5768024,-0.81767017,1.7395881,0.37545934,-2.3246062,1.0580652,-1.6131595,0.5947824,-0.39818767,-1.2247434,-1.4709312
188,1,MGS2,-0.47918406,-3.5066307,-1.6124701,0.48673737,0.3339022,-0.3238317,-0.48372337,0.91790044,-0.20369963,-1.499389,-1.1931796,-0.59874916,-0.34158194,-0.038366474,1.5009786,0.44219702
189,0,MGS1,0.70846784,-1.0192254,-0.15697365,-0.11902137,-0.5872702,-0.17114249,-0.56640905,0.59027064,-2.2473605,-0.66991156,1.1746788,-0.22574407,0.27469775,-0.81565267,0.19545071,0.095737375
190,1,MGS2,2.3072395,-0.060880456,0.7058062,-1.4400411,-0.4887571,0.1308171,0.19330765,1.2481161,-0.57257605,-0.11887536,-0.27509022,-0.9492463,-0.008551076,1.5958962,-0.5336481,-0.64958847
191,2,MGS3,0.6942151,1.251838,0.24698351,0.26507658,0.7457578,-0.5707934,0.28102717,-0.14374293,0.83439016,0.07269378,0.25200224,2.2163923,0.016593095,0.2665327,-0.35187295,-1.9882298
192,1,MGS2,1.4836059,0.10215671,-0.285175,0.22447446,-0.058686625,0.1967675,0.32213178,1.2495204,-1.4651951,-0.1158825,0.10743255,-0.9063865,-0.19141024,0.6718148,-0.9022681,-0.5497068
193,1,MGS2,1.9233776,-0.7006951,-0.7769849,0.3273553,0.86894655,-0.94460666,-1.2662771,0.94561315,-1.0445467,-0.5925433,1.0408503,0.72430027,-0.11167844,0.9172798,-0.6097573,-1.7880682
196,2,MGS3,0.21325344,-1.3303566,-1.2178444,-0.7892565,-1.00771,0.7048492,0.42946038,1.2457416,-0.5626878,-0.58025646,-0.035938643,-0.6898641,-1.1002545,0.45536837,-0.7927079,-0.5371961
197,1,MGS2,0.45776623,-0.15678097,0.10571138,-1.1045828,-0.60682,0.025592314,0.77144897,-0.15723501,-1.3897709,-0.097087584,2.3256063,-1.7354516,1.0617414,-1.2021813,0.4467512,0.08589027
198,3,MGS4,0.2732882,0.59291065,-0.3816335,-0.32261062,-0.55532926,0.8093803,0.833885,0.14034462,-1.8605689,0.2331071,1.1006153,0.14198133,1.9474382,-0.22220726,0.4225245,-0.34213835
199,1,MGS2,-0.55399656,-1.3768479,1.1988993,0.18639839,-0.762718,-1.2114153,1.6167043,0.30638048,0.23793215,-0.8038263,-0.44975692,-0.31657016,1.5407548,0.0011188015,1.1768633,-0.36522466
200,1,MGS2,0.5114517,2.1028965,-0.23666587,-0.48941946,-1.3839443,0.33005112,0.870547,-1.1201831,0.29356524,0.25763792,0.004855849,0.9252663,1.1684802,-0.0685158,0.46652246,0.2033325
201,1,MGS2,1.6676029,0.7694444,0.010010703,-0.29431668,-0.41566074,-0.16905972,-0.2030395,0.43720302,0.23495428,0.1337963,-1.3462486,0.24847668,-0.15716116,0.55605245,-0.3477266,0.5141976
202,2,MGS3,-0.5098593,-2.5248423,-0.8104576,-0.30752,-0.10964451,0.16307867,-0.39686158,0.82075965,0.15395264,-1.3679183,-1.0422635,-0.7716141,-0.06853199,-0.08542353,1.4269919,0.112575464
203,3,MGS4,1.4517881,0.6317552,-1.1849546,-0.2704477,0.87845236,0.89316744,-0.5251369,1.0369731,0.08520429,-1.0517857,0.6902256,-0.41886646,-1.372644,-0.13210748,-1.3330812,-0.6030036
204,2,MGS3,1.3128821,-0.4829092,1.2528218,-1.039802,-1.8406409,-0.107687645,2.7565193,1.3605226,-1.023193,-0.9514675,0.59520304,-1.0259597,1.09846,0.7077077,-0.51191664,-2.5029953
205,1,MGS2,1.3417776,-2.090286,-0.62878174,1.4837844,0.7533183,-1.8615994,-0.38577643,1.3967814,-0.41846082,-1.0371885,-1.2253997,0.4522541,-1.0268734,0.9563024,-0.24006014,-1.177913
206,2,MGS3,0.90541,1.2466382,0.6695419,0.3141574,0.8600923,-0.43052268,1.7317877,-0.6111498,-0.67591536,1.6734279,1.6303623,-1.2041023,2.8494854,-0.81676036,-0.33217806,-0.20909837
207,1,MGS2,-0.64690185,-1.4358683,-0.46451893,0.0826059,0.4455522,-0.6779835,-0.26738435,0.25648946,-1.0891504,0.04757536,1.3098663,-0.8593906,0.86972123,-0.5766899,-0.45093518,-0.44934276
208,2,MGS3,0.6748345,1.1753988,0.9353735,-0.4414461,1.176897,-0.18546459,1.1992593,0.184605,0.92765325,1.9854358,-0.28839588,0.5738431,2.1004968,0.1939498,0.30710804,0.35783926
209,3,MGS4,-0.21764843,-0.6247953,0.06755428,-0.38841605,0.42202833,-0.44210583,-1.4373409,-0.09954894,-0.7664342,-0.013088614,0.47116944,-0.10389974,0.32014713,0.25660935,0.038854726,0.39819965
212,2,MGS3,1.3136233,-0.27859685,-1.7276974,2.1327946,2.2206686,-0.5270631,-1.1453569,1.3730483,-0.50681794,-0.4415795,0.85578567,-0.031581953,-1.0344918,0.5961527,-1.9858578,-1.8972057
215,1,MGS2,1.836492,0.4639014,0.25132468,-0.019562477,0.7282084,0.30993903,-0.53448063,1.7036966,0.38418323,0.4777947,0.25532204,-0.4188736,-0.13306065,0.8334914,-1.3033502,-0.18944362
216,1,MGS2,-0.3058577,-1.6149162,0.18406697,-1.9082185,-0.7087653,-0.049930893,0.6534804,-0.7555775,0.36783275,-1.2409382,-0.47106928,-0.09604142,-0.88843125,-0.2705677,0.5590289,1.3967375
217,0,MGS1,0.5956569,-0.8944697,0.73841757,-0.66521114,0.4279936,-0.47571242,0.8346624,1.0948999,-0.35876316,0.914536,0.43953106,-1.7277751,1.2387909,0.11772485,-0.9718095,0.1799996
218,0,MGS1,0.8195276,-1.1128975,-1.3234268,-1.0620285,0.51418096,2.079403,-0.52860725,2.192181,1.018095,-0.9089613,-0.4089791,-0.37519863,-1.3123974,-0.4690868,-1.2738011,-1.2483464
219,1,MGS2,-0.8585064,-2.4786632,-0.43261862,0.70706606,1.484498,-1.088181,0.6799975,0.81533337,1.6208923,-1.9360236,-0.8881719,0.93471247,0.8684699,0.04241612,0.23496073,-1.8369533
220,1,MGS2,1.2262572,0.5580857,-0.17367865,0.7480428,-0.5766786,0.15936197,0.5448388,0.6677145,0.34201208,-0.7740668,-1.3801721,0.2785875,0.6448554,0.41551316,0.50205624,-0.3847299
221,2,MGS3,1.2820446,0.32067975,-2.1325731,1.3870385,3.3544004,0.19926094,-0.8668496,1.3718641,0.87912244,-0.61536777,1.0744259,-0.65009516,2.0026262,-0.8127199,-0.75339884,-1.5330592
223,3,MGS4,1.179113,-0.33302763,0.6414961,-1.9527538,0.4081007,-0.33829066,0.44050097,0.5968851,0.27942675,0.79816955,-0.12378526,1.7248076,-1.0611522,0.55375,-0.30178243,-1.4049417
224,3,MGS4,1.6152,0.7008957,-0.6675403,-0.13281834,1.099089,-0.23530832,-0.33071887,1.0002785,-0.35495627,0.39736888,1.4688869,0.62915516,-0.015994962,-0.28042418,-1.6272793,-1.5459493
225,1,MGS2,1.5919856,1.7130846,-0.44381145,-0.9437994,-0.98615897,1.0242292,-1.2325658,0.2326426,-0.8713988,-0.19057257,0.24927576,0.07484233,-0.43464062,0.77555656,-0.28102505,0.7095527
226,3,MGS4,1.0597744,3.168521,-0.48240557,-0.66100156,0.056210276,1.253415,0.21259099,-0.13198036,0.62754565,1.2466228,1.1923482,0.9996881,1.3949722,-1.0802602,-1.3023362,-0.8910792
227,1,MGS2,-0.09192068,0.6570401,0.013434421,0.19059145,0.91648215,-0.37993267,0.36559218,-0.26311815,-0.78591555,0.51126003,-0.7808685,0.5574938,1.8425068,0.16624267,1.1570939,0.1828977
228,3,MGS4,1.4015108,1.9894394,1.0099621,0.102588706,-1.7822863,-0.20788878,1.463277,-0.05089683,0.05585867,-0.64164245,-0.4660269,0.8940414,1.4969836,0.22834967,-0.06666186,0.421109
229,0,MGS1,1.0724146,-1.234613,0.3856948,-1.2177731,-1.6522394,-1.3330847,1.2411327,0.110366575,-0.850626,-0.38464385,0.4536482,0.82500184,-0.5929407,0.51731473,0.4231433,-0.62584805
232,3,MGS4,0.43301472,2.3373108,-0.70250285,0.3892957,0.6837042,-0.086354375,-0.43125033,-1.2428687,-1.3210217,1.5332384,2.4585855,-0.80595523,2.0216393,-1.3423004,-0.33558357,1.7243128
233,1,MGS2,1.0397983,-1.5616437,-0.06522797,-1.5284358,-2.2439582,-0.14706728,0.8542085,1.5049968,-1.6511009,-0.8914836,0.49166432,-0.2064617,-0.4192001,-0.19663906,-0.7261442,-1.172501
234,3,MGS4,0.61406124,1.3609201,0.6152386,-0.6484746,-0.38553047,1.4043925,0.008301559,0.31191495,-0.7187992,0.77482826,0.9155168,-1.3019012,1.4858929,-1.442684,-0.18576802,1.6804665
235,2,MGS3,1.4805508,1.1612381,0.6653255,-0.4125104,-1.3732744,0.25366324,-0.003203114,0.20851026,-0.7293376,-1.1740698,0.6702715,-0.052030254,0.7570517,0.7153923,0.24035668,-1.3295782
236,2,MGS3,0.8544254,0.2121287,-1.494423,0.5398276,2.0625741,0.15328206,0.5917653,0.14767854,0.4420237,-2.0798397,1.2929333,-1.3698437,1.4888113,-0.99434644,-0.9071015,-0.579324
237,0,MGS1,0.4126006,-0.24690597,-0.32646695,0.34835744,2.7798,0.88305324,-0.6464912,1.5116827,0.72344685,0.8618252,0.82175374,-0.9132828,0.72714067,-0.6406069,-0.92583245,-0.35576898
240,1,MGS2,1.8700705,-0.39015484,-0.099693716,-0.32581764,0.10733186,-0.5192564,1.5414577,1.2134081,-0.8262043,0.16535874,-1.6980015,0.11642955,1.105256,1.6909003,0.43468648,-1.0011704
241,2,MGS3,1.7705508,0.6348852,-0.041567814,-0.42417225,-1.561433,0.11713663,-0.03876662,0.32045394,-0.86046046,-0.89400995,-0.055198766,0.7503038,1.0615282,0.74842024,-0.3521221,-1.2056946
242,2,MGS3,0.02524459,0.6828423,-0.8470103,0.5989761,1.4647595,1.6189098,-0.57603955,0.9877908,-0.4150875,0.35224375,-0.6078826,-1.6133349,0.053402197,-1.1696209,0.96524584,1.8530482
243,0,MGS1,1.6511658,-0.76775986,0.66006786,-0.8552389,1.535049,-0.062172554,0.6833515,2.1045382,0.29114264,-0.37009057,1.2764035,-1.6617131,0.6814804,-0.20332044,-0.93102264,-1.569339
244,2,MGS3,1.2864913,1.477953,-0.17760698,-0.6133446,0.76110613,0.42781797,-0.27224317,0.8548144,-0.2511332,0.7154576,1.8705629,1.0689272,-0.18847494,-0.48711345,-1.3545426,-1.3181984
245,2,MGS3,0.7939936,0.36116913,-0.44590357,-0.72467244,1.1199927,0.021967446,0.2690274,-0.19421883,-1.6753097,0.7723038,1.7727739,-1.7230512,1.1506662,-0.34249553,0.12537938,0.30082837
246,0,MGS1,-1.477664,0.08980372,0.46158606,-0.801688,-1.2158167,-0.3129096,1.2008355,-0.9416229,0.45396012,-0.33237794,-0.0011549946,0.5398945,1.1147647,-0.029668385,1.1956327,0.351737
247,2,MGS3,3.0022092,1.4792961,0.5136771,-0.9590541,-1.0445923,1.3646365,1.9182119,1.0654138,0.37044394,0.56207514,-0.93095344,-0.18802013,1.4101928,0.9759353,0.65525234,0.21070474
248,2,MGS3,1.5771362,0.074350305,-0.58554775,1.4470705,1.7128597,0.4642203,-0.42972368,1.5994415,0.8070854,-0.30077764,1.0071027,1.2288946,-0.8435237,0.5499827,-0.08898464,-1.4037544
249,3,MGS4,1.0932949,2.3173008,0.38708377,-0.86919546,-0.1955188,-0.35066628,1.4829515,-0.7578927,1.0507934,0.7841199,1.0441186,0.65812796,1.4659733,0.20647846,-0.6661806,-0.90360004
250,2,MGS3,0.20242201,0.6661069,-0.6925769,-0.06825581,1.1147535,-0.61313057,1.3221706,-1.6148405,0.58382165,-0.9119817,0.11177639,-1.1880052,1.9511764,0.27204895,0.47025815,1.0904483
251,0,MGS1,0.5079237,-0.3146825,0.8355919,0.6824681,0.51789874,0.73211336,1.0329233,1.5124667,-1.3692057,0.21989796,-0.3961029,-0.26119238,1.7060025,0.08770983,0.6520787,-0.62126243
252,1,MGS2,-0.5727912,1.8617952,-0.50527793,-0.76267415,1.1930252,1.3064138,0.72244334,-0.108246565,1.5415533,0.95686173,1.1186482,-0.75123656,2.3827736,-1.1784257,-0.35308823,-0.19283055
253,3,MGS4,1.3331498,0.33405858,-0.5737183,0.11132509,-0.29023293,-0.32862428,1.0903276,0.7753375,0.10571192,-1.2789176,1.0799683,0.94937944,0.749963,-0.42249587,-1.8863442,-1.9908942
254,0,MGS1,1.1621855,-0.24693398,-0.26402906,-0.5867424,0.72618234,-0.86912984,0.39855406,0.4330712,0.77512616,0.27087513,0.5821331,0.97818434,-0.6303426,0.26080516,-0.56572205,-1.0362996
263,2,MGS3,2.2898118,-0.12525062,1.3777087,-1.3219174,-1.541945,0.1003015,-0.13640377,1.3801267,-0.9732936,0.2862788,-0.0072409734,-0.16932812,0.4851736,0.6492353,-0.4067332,0.21201812
264,0,MGS1,1.3105936,-0.9413856,0.09986541,-0.011745583,-0.95948446,-1.7950177,0.41950268,0.23750083,-1.2669989,-0.5623396,0.3415547,0.85621524,-0.2189533,0.29661343,0.01672686,-0.8652295
265,0,MGS1,1.6210185,0.55765045,0.5413431,-0.003395022,2.072514,-0.2785452,0.6660432,1.772972,0.32163718,1.48011,2.0071487,-0.72754806,2.306691,-1.0871159,-1.0028023,0.11886805
266,0,MGS1,1.0667742,0.21110095,-0.08503568,-1.4028183,-0.27368277,-0.29032457,1.4414048,-0.65058506,-1.7667474,-0.9416982,2.6239321,-2.1671166,1.7040554,-0.8728576,-0.25523877,1.1406913
267,1,MGS2,2.5501933,0.44824204,0.4193428,-0.45404148,2.6885846,0.5811942,-0.2776505,1.8612771,0.8282351,1.1839206,0.92394716,-1.5787281,1.7815752,0.454383,-0.36227348,0.12205929
268,2,MGS3,-0.82631373,0.60481966,0.9027693,-0.12400886,0.34108904,-0.11730883,0.7321963,0.66612995,0.7729755,0.38929045,0.88061833,-0.24025358,1.4199827,-0.80591196,-1.2386968,-0.5769837
269,2,MGS3,1.2202175,-1.0533395,0.38420746,0.38452616,-2.3191314,-0.31350872,1.5221357,1.5967594,-0.82358503,-1.3929555,-0.38575962,-0.475133,0.8242979,-0.010676948,-0.82240236,-1.5429726
270,3,MGS4,-1.9017811,-0.54119635,-0.34217393,0.64777786,0.10266121,-0.025872922,0.29431412,0.3181773,-0.11575754,-1.0005742,0.56137174,-0.30403027,1.0445689,-0.29142886,-0.2608842,-0.91749233
271,1,MGS2,-0.42112595,-1.1446365,-0.031061867,-0.7932367,-1.5515091,0.03479691,1.5153842,0.6156295,-0.46064767,-0.7834782,-0.21978204,0.18377115,-0.12936276,0.48711044,-0.7097819,-2.0775354
272,3,MGS4,1.8261541,1.5678327,0.12644024,-1.0362858,-0.39666516,-0.40066043,0.7423883,-0.93420964,-0.9980221,-1.0993657,0.9734412,0.033071484,1.3725928,1.3030692,-0.59228545,-0.63264143
273,1,MGS2,0.16044474,-2.8285391,0.010267872,0.1446161,-0.2287255,-2.470268,0.5334232,0.25775224,-1.3656923,-0.7376876,0.48269773,0.53879863,0.65361303,-0.29308835,0.79678,-0.61727387
276,1,MGS2,-1.1135876,-2.7372167,-0.6490021,-0.52043134,-0.89492524,0.10730244,0.028355243,0.99163234,-0.48794836,-1.2338563,0.2409218,-0.84481376,-0.38592288,-0.7978234,-0.31581336,-0.21272139
277,1,MGS2,0.882874,0.0068653747,0.35787168,-0.09131155,0.38796946,0.48332164,0.3574953,1.712855,-0.06780611,0.40574428,0.29476172,-0.39048114,-0.7231502,0.4411951,-1.7108861,-1.0165204
278,2,MGS3,-1.0519558,0.24728222,0.60193574,-0.3338362,0.6113873,-0.399962,0.77474093,-0.553471,1.2605722,0.5499779,0.032244913,0.8014931,1.0801255,-0.21857847,0.19642828,-0.3681839
279,1,MGS2,-0.665524,-1.8838258,-1.0429536,-0.681656,0.78067154,0.65325475,0.07070355,0.7744154,-0.09087726,-0.10437097,-0.09520595,-1.8717909,0.41286948,-0.48224518,-0.14664322,0.25544265
280,3,MGS4,0.73869205,-0.24083649,0.42306748,-1.1649356,0.075360574,-1.4665049,0.7953271,-1.4278877,-0.2697434,-0.8814034,1.690386,-0.94194376,0.7378086,-0.3026911,-0.24976058,1.228502
281,1,MGS2,-0.43730572,-1.4168603,-1.4919232,0.876525,1.1355217,-0.13748254,-0.5605302,0.6376451,-0.5135232,-0.50245726,0.74174875,-1.4331229,0.2208516,-0.2145374,-0.54553235,-0.24045411
283,2,MGS3,0.53408176,0.006775843,-0.34415486,-1.0581584,0.35359704,1.9013797,-0.81619585,1.175782,0.9055387,0.021674322,-0.14920232,-0.1555429,-1.5334718,1.2583561,-0.8215843,-0.24967057
284,3,MGS4,2.53982,0.41803712,0.09230396,-1.6715646,-0.7356,-0.5524155,-0.846816,0.11715489,-1.2055702,-0.18948942,0.3752062,0.15302104,0.080507986,0.76205945,-1.3216783,0.35382545
285,2,MGS3,-0.0071871923,0.8619259,-0.39748013,-1.5530779,-2.1251113,1.4325507,1.1205053,0.24693158,0.24297732,-0.22484985,-0.17716555,-0.06263161,0.2471359,-0.17618354,-1.0520005,-0.6451957
286,0,MGS1,-0.232348,-1.0413715,0.23126362,-0.18775228,-0.10315038,-0.7613414,0.84934235,0.5749642,1.2394371,-0.81967366,-0.7158406,1.6197549,-0.5778407,0.47779027,-0.20827791,-1.9394761
287,1,MGS2,-1.8757002,-2.3339195,-0.3693012,0.2629696,-1.4317307,0.21806686,0.81553984,0.57668394,0.1725482,-1.6806833,-0.055029668,-0.24071568,0.57311827,-0.27884933,-0.3338132,-1.2984023
288,0,MGS1,0.7478692,-1.4971538,0.69348407,-1.7241764,-1.5957353,-1.5076131,0.81801766,0.31324986,-1.0110241,-0.08209868,-0.4015562,1.4068055,-1.5469152,1.2023002,-0.08355167,-1.0300525
289,1,MGS2,1.676543,-0.55409425,1.5605652,-1.7699326,-0.37581283,-0.9974913,1.6797664,0.5010201,-0.15318912,0.72715974,0.062318243,-0.23576476,-0.09219254,1.1680787,0.048156314,-0.79977286
291,0,MGS1,-0.62613946,-0.9103665,-0.1838917,-0.4632505,0.37854415,-0.6676603,-0.12720692,-0.5462664,-0.0062576956,0.24319029,-0.078670695,0.074629694,0.07565854,-0.12117398,0.57222486,0.5910175
292,0,MGS1,-0.7977129,-0.8342682,1.0653657,-0.38915014,-0.6422827,-1.4144652,1.417814,-0.569032,0.38779074,-1.5128953,0.3898124,0.28884462,1.3200116,0.119244054,0.342086,-0.85143286
293,0,MGS1,-0.65582544,-0.8919072,-0.8942017,-0.563646,-1.4320798,0.86734474,0.43521002,1.1911162,0.1406968,-1.8683852,-1.5202602,0.27755412,-0.7377507,0.40780884,-0.6269184,-1.9677917
294,3,MGS4,0.50101435,-0.410372,-0.9504089,2.94507,1.0638145,-0.54113394,-0.66597325,1.6740168,-0.531207,-1.1786457,-1.2590927,0.05083118,0.64119476,0.5991015,-1.21321,-2.3744087
295,0,MGS1,0.7611042,-2.6612575,-0.7977778,-0.87712747,-1.6752794,-0.38342446,0.3968436,1.7178049,-1.1284112,-1.3196565,-0.23634425,-0.052085493,-1.151791,-0.013070056,-1.0385929,-1.5410641
