"","ENSG00000160307","ENSG00000162520","ENSG00000204261","ENSG00000182326","ENSG00000111801","ENSG00000206337","ENSG00000242574","ENSG00000188501","ENSG00000125730","ENSG00000095303","ENSG00000196735","ENSG00000079931","ENSG00000198734","ENSG00000243649","ENSG00000112936","ENSG00000231852","ENSG00000204264","ENSG00000153029","ENSG00000113578","ENSG00000198483","ENSG00000166710","ENSG00000107562","ENSG00000159403","ENSG00000133321","ENSG00000234745","ENSG00000204257","ENSG00000163661","ENSG00000151468","ENSG00000204287","ENSG00000231389","ENSG00000149131","ENSG00000240065","ENSG00000129009","ENSG00000197943","ENSG00000056998","ENSG00000174348","ENSG00000026297","ENSG00000157150","ENSG00000101104","ENSG00000130055","ENSG00000222009","ENSG00000101160","ENSG00000171631","ENSG00000160219","ENSG00000164761","ENSG00000166741","ENSG00000165633","ENSG00000140092","ENSG00000145721","ENSG00000186204","ENSG00000006042","ENSG00000188488","ENSG00000250942","ENSG00000163395","ENSG00000005243","ENSG00000204482","ENSG00000168306","ENSG00000010704","ENSG00000181804","ENSG00000180638","ENSG00000164106","ENSG00000249306","ENSG00000107611","ENSG00000134343","ENSG00000205542","ENSG00000244509","ENSG00000139178","ENSG00000163453","ENSG00000150977","ENSG00000132274","ENSG00000146122","ENSG00000100055","ENSG00000166278","ENSG00000069535","ENSG00000110092","ENSG00000128262","ENSG00000262001","ENSG00000131386","ENSG00000148735","ENSG00000204252","ENSG00000006756"
"2",14.1026006975804,0.666895065603832,1.00358104313781,22.0062421585386,4.39239558941478,4.98408465618291,7.38610837781582,0.156895953131644,51.4653105098029,4.39239558941478,18.3907461737539,37.8909200710806,5.62780162833651,6.96989599533248,13.1634235048766,1.00358104313781,7.84058910415235,5.92047889765253,34.9783431419573,1.60602783412867,156.768223046544,3.57202261418573,24.0492548696409,6.70123369810558,86.0689728859697,8.64151949446964,1.13571791184351,4.39239558941478,60.1932904861221,28.2390902154046,72.2902372300609,6.16433287826767,1.87966990838686,2.93681143785974,4.98408465618291,1.00358104313781,9.57841343532923,0.287932512702168,2.93681143785974,2.45023352473087,1.2999519316717,15.2590281252854,0.774872753777424,3.33371566885997,0.525591392559393,2.45023352473087,8.25491206358317,1.49493786656179,43.0904445958655,0.525591392559393,20.1879367220087,109.67297031473,1.2999519316717,0.876232897862933,4.02528032811984,2.07175474979197,2.45023352473087,1.87966990838686,3.82400773152913,0.525591392559393,10.0134626698706,0.375317186467494,16.7225656736305,7.38610837781582,127.478456992398,2.45023352473087,11.1084800459323,25.9223938047995,3.57202261418573,9.0881157442906,11.1084800459323,1.2999519316717,4.98408465618291,30.1602151136288,6.42384692473779,0.774872753777424,5.40327612374879,32.5640212070744,1.70417643015204,3.17703221373722,12.3170172569036
"4",7.84058910415235,0.937763672159905,1.25231125095309,32.5640212070744,4.47835140410674,2.84811191296225,4.02528032811984,0.454095345442339,16.7225656736305,3.33371566885997,7.38610837781582,12.3170172569036,6.16433287826767,6.96989599533248,8.64151949446964,2.59729383475186,7.38610837781582,4.87651097057283,60.1932904861221,4.22048396003087,127.478456992398,3.57202261418573,28.2390902154046,9.57841343532923,86.0689728859697,5.92047889765253,0.937763672159905,5.40327612374879,43.0904445958655,25.9223938047995,72.2902372300609,2.07997650577811,1.81117950317282,1.70417643015204,4.87651097057283,0.561339416117919,13.1634235048766,0.937763672159905,3.82400773152913,10.7403558777926,1.25231125095309,20.1879367220087,2.07997650577811,6.70123369810558,1.44508557983535,0.774872753777424,10.0134626698706,3.02551096275724,156.768223046544,1.44508557983535,24.0492548696409,34.9783431419573,1.10470146132007,0.287932512702168,5.19923202740306,0.666895065603832,5.62780162833651,2.59729383475186,4.47835140410674,1.10470146132007,9.0881157442906,0.156895953131644,51.4653105098029,1.60602783412867,109.67297031473,14.1026006975804,15.2590281252854,18.3907461737539,3.17703221373722,22.0062421585386,11.476604214072,0.774872753777424,2.07997650577811,37.8909200710806,6.42384692473779,0.375317186467494,3.57202261418573,30.1602151136288,0.561339416117919,2.3863319754783,8.25491206358317
"6",7.53760195326133,0.704478914242775,1.44508557983535,27.080742010102,6.83556484671903,6.83556484671903,20.1879367220087,0.488022841036418,30.1602151136288,2.59729383475186,9.0881157442906,11.476604214072,1.88381774917943,4.98266928837473,9.57841343532923,1.03661526031423,5.77414026299452,4.39362388003801,51.4653105098029,3.10127158824723,156.768223046544,4.56307892817547,24.0492548696409,7.53760195326133,127.478456992398,34.9783431419573,1.03661526031423,5.40327612374879,60.1932904861221,27.080742010102,72.2902372300609,1.88381774917943,1.60602783412867,3.41452985154185,3.73635446283843,2.30317321470987,13.1634235048766,0.488022841036418,4.02528032811984,10.7403558777926,1.25231125095309,22.0062421585386,1.88381774917943,2.84811191296225,0.704478914242775,0.841957821268032,12.3170172569036,2.59729383475186,86.0689728859697,1.03661526031423,18.3907461737539,15.2590281252854,1.03661526031423,0.488022841036418,4.22048396003087,0.841957821268032,4.77035265277094,1.88381774917943,5.19923202740306,1.25231125095309,8.25491206358317,0.222414232916906,43.0904445958655,6.16433287826767,109.67297031473,6.42384692473779,8.64151949446964,16.7225656736305,3.10127158824723,14.1026006975804,10.0134626698706,1.44508557983535,2.30317321470987,37.8909200710806,7.53760195326133,0.222414232916906,3.73635446283843,32.5640212070744,0.488022841036418,3.41452985154185,5.77414026299452
"9",9.0881157442906,1.2999519316717,0.630368647798549,32.5640212070744,6.56254031142169,3.49258696574381,5.62780162833651,0.937763672159905,86.0689728859697,4.98266928837473,10.3769092738316,12.3170172569036,5.30125407557592,6.96989599533248,7.54487404762105,0.528836602242572,4.77035265277094,6.16433287826767,60.1932904861221,4.56307892817547,109.67297031473,4.22048396003087,20.1879367220087,7.22734270801059,51.4653105098029,8.25491206358317,0.937763672159905,3.0168850298189,43.0904445958655,28.2390902154046,72.2902372300609,2.3863319754783,1.65408040850383,3.82400773152913,5.92047889765253,2.22001445394144,13.1634235048766,1.65408040850383,3.0168850298189,7.84058910415235,1.65408040850383,22.0062421585386,0.774872753777424,4.39362388003801,0.937763672159905,1.2999519316717,11.476604214072,2.00995753169644,156.768223046544,2.00995753169644,25.9223938047995,37.8909200710806,0.630368647798549,0.454095345442339,3.49258696574381,1.07368501079664,3.49258696574381,3.0168850298189,5.30125407557592,2.66747100376403,10.3769092738316,0.156895953131644,24.0492548696409,1.2999519316717,127.478456992398,9.57841343532923,6.56254031142169,16.7225656736305,2.5271166657397,18.3907461737539,14.1026006975804,0.774872753777424,1.13571791184351,34.9783431419573,15.2590281252854,0.331624849584831,1.65408040850383,30.1602151136288,0.331624849584831,4.02528032811984,8.64151949446964
"17",12.3170172569036,0.774872753777424,2.14588460186671,34.9783431419573,9.0881157442906,4.98266928837473,2.75779145836314,0.560917310820503,32.5640212070744,3.17875294845148,5.19923202740306,18.3907461737539,1.81117950317282,7.09861935167154,13.1634235048766,0.774872753777424,7.54487404762105,5.77414026299452,60.1932904861221,4.56307892817547,156.768223046544,3.57202261418573,25.9223938047995,11.476604214072,86.0689728859697,7.84058910415235,1.13899019120747,4.77035265277094,43.0904445958655,24.0492548696409,72.2902372300609,2.3863319754783,1.13899019120747,3.57202261418573,3.92464402982449,1.65510213214036,8.64151949446964,1.39574200353154,4.22048396003087,10.3769092738316,0.876232897862933,30.1602151136288,1.65510213214036,5.77414026299452,0.968529059308391,0.375317186467494,14.1026006975804,1.13899019120747,109.67297031473,0.560917310820503,28.2390902154046,20.1879367220087,1.39574200353154,0.560917310820503,5.40327612374879,1.39574200353154,6.42384692473779,3.17875294845148,4.39362388003801,2.14588460186671,10.3769092738316,0.222414232916906,22.0062421585386,3.92464402982449,127.478456992398,9.57841343532923,6.70123369810558,15.2590281252854,2.75779145836314,16.7225656736305,6.16433287826767,0.968529059308391,1.94816031360091,51.4653105098029,8.25491206358317,0.560917310820503,2.5271166657397,37.8909200710806,0.222414232916906,3.17875294845148,7.09861935167154
"18",15.2590281252854,0.702620700787987,2.3863319754783,32.5640212070744,10.3769092738316,6.70123369810558,3.6560176533002,0.360615519997243,25.9223938047995,1.81117950317282,5.92047889765253,24.0492548696409,3.02551096275724,7.54487404762105,5.30125407557592,1.65510213214036,8.44821577902641,6.16433287826767,60.1932904861221,3.17703221373722,109.67297031473,4.02528032811984,20.1879367220087,8.44821577902641,86.0689728859697,5.62780162833651,1.03650659607093,5.30125407557592,51.4653105098029,16.7225656736305,72.2902372300609,2.00995753169644,1.17164278141288,2.00995753169644,4.30705392003444,0.702620700787987,9.0881157442906,0.906981417567245,4.56307892817547,12.3170172569036,1.65510213214036,22.0062421585386,1.17164278141288,3.33371566885997,0.702620700787987,1.44508557983535,14.1026006975804,1.44508557983535,156.768223046544,2.84811191296225,34.9783431419573,7.84058910415235,0.702620700787987,0.360615519997243,4.77035265277094,1.03650659607093,6.96989599533248,3.6560176533002,4.98266928837473,0.906981417567245,7.22734270801059,0.360615519997243,30.1602151136288,4.30705392003444,127.478456992398,10.3769092738316,9.57841343532923,18.3907461737539,2.66747100376403,28.2390902154046,13.1634235048766,1.29705485092393,2.5271166657397,43.0904445958655,11.476604214072,0.360615519997243,3.6560176533002,37.8909200710806,0.360615519997243,2.22001445394144,6.42384692473779
"32",4.47835140410674,1.94816031360091,1.70712792248451,25.9223938047995,9.57841343532923,3.57202261418573,5.92047889765253,1.2999519316717,30.1602151136288,2.84811191296225,7.88012507178552,12.3170172569036,4.98266928837473,5.40327612374879,11.476604214072,0.372448348204,4.77035265277094,6.70123369810558,86.0689728859697,3.10127158824723,109.67297031473,6.29408990150273,13.6330121012285,5.62780162833651,43.0904445958655,10.0134626698706,1.49493786656179,4.02528032811984,72.2902372300609,32.5640212070744,37.8909200710806,1.03650659607093,0.906981417567245,2.52697321499401,2.52697321499401,1.70712792248451,15.2590281252854,2.07175474979197,4.47835140410674,10.7403558777926,1.70712792248451,20.1879367220087,0.667863881078904,7.22734270801059,1.03650659607093,0.667863881078904,16.7225656736305,1.13571791184351,156.768223046544,3.33371566885997,28.2390902154046,22.0062421585386,0.667863881078904,0.667863881078904,3.57202261418573,1.2999519316717,6.29408990150273,3.82400773152913,8.64151949446964,0.156895953131644,5.19923202740306,0.906981417567245,60.1932904861221,2.22001445394144,127.478456992398,7.88012507178552,7.88012507178552,18.3907461737539,3.10127158824723,24.0492548696409,9.0881157442906,0.667863881078904,1.2999519316717,34.9783431419573,13.6330121012285,0.372448348204,2.52697321499401,51.4653105098029,0.372448348204,4.22048396003087,6.96989599533248
"35",8.64151949446964,1.34869841539422,1.34869841539422,29.1996526645167,4.47835140410674,2.5271166657397,5.41010325982945,0.561339416117919,37.8909200710806,3.57202261418573,4.02528032811984,13.1634235048766,11.476604214072,4.22048396003087,8.25491206358317,1.34869841539422,7.22734270801059,9.57841343532923,60.1932904861221,2.84811191296225,109.67297031473,4.98266928837473,17.5566559236922,7.84058910415235,72.2902372300609,10.7403558777926,1.10470146132007,6.16433287826767,43.0904445958655,15.2590281252854,86.0689728859697,1.10470146132007,1.34869841539422,2.66747100376403,5.92047889765253,0.807682744673131,14.1026006975804,1.82117208230859,3.02551096275724,3.82400773152913,1.82117208230859,25.9223938047995,0.454095345442339,3.33371566885997,2.07175474979197,0.666895065603832,17.5566559236922,1.82117208230859,127.478456992398,0.937729937271558,24.0492548696409,51.4653105098029,0.999328181345223,0.876232897862933,6.42384692473779,1.60602783412867,5.41010325982945,2.22001445394144,4.77035265277094,0.742062762881717,5.41010325982945,0.375317186467494,32.5640212070744,4.47835140410674,156.768223046544,6.96989599533248,6.70123369810558,20.1879367220087,3.57202261418573,22.0062421585386,9.0881157442906,0.561339416117919,2.3863319754783,34.9783431419573,10.0134626698706,0.222414232916906,7.54487404762105,29.1996526645167,0.222414232916906,3.17703221373722,12.3170172569036
"41",9.0881157442906,1.25231125095309,1.75767796666243,32.5640212070744,5.19923202740306,8.25491206358317,7.53760195326133,0.156895953131644,43.0904445958655,8.64151949446964,7.53760195326133,9.57841343532923,6.96989599533248,10.7403558777926,13.1634235048766,1.75767796666243,5.40327612374879,6.16433287826767,51.4653105098029,2.59729383475186,156.768223046544,4.02325733989328,24.0492548696409,7.53760195326133,109.67297031473,11.476604214072,0.287932512702168,4.02325733989328,60.1932904861221,25.9223938047995,127.478456992398,1.94816031360091,1.44508557983535,3.10127158824723,2.22001445394144,3.57202261418573,16.7225656736305,0.876232897862933,2.59729383475186,4.39362388003801,1.07368501079664,22.0062421585386,0.774872753777424,3.57202261418573,1.60602783412867,0.968529059308391,15.2590281252854,3.33371566885997,72.2902372300609,0.630368647798549,20.1879367220087,37.8909200710806,0.630368647798549,0.774872753777424,2.84811191296225,2.3863319754783,4.02325733989328,0.968529059308391,4.56307892817547,3.10127158824723,5.62780162833651,0.452749711384135,34.9783431419573,5.92047889765253,86.0689728859697,4.77035265277094,6.42384692473779,10.0134626698706,1.44508557983535,18.3907461737539,14.1026006975804,1.25231125095309,1.13571791184351,30.1602151136288,12.3170172569036,0.452749711384135,4.98266928837473,28.2390902154046,0.452749711384135,2.07175474979197,6.70123369810558
"42",7.84058910415235,1.20756765098226,0.704478914242775,28.2390902154046,4.66671579047321,1.60602783412867,8.86481761938012,0.414706265954917,72.2902372300609,10.0134626698706,6.96989599533248,14.1026006975804,8.25491206358317,7.54487404762105,12.3170172569036,0.807682744673131,5.77414026299452,7.22734270801059,37.8909200710806,3.73635446283843,156.768223046544,3.17703221373722,24.0492548696409,8.86481761938012,51.4653105098029,9.57841343532923,1.49493786656179,3.73635446283843,60.1932904861221,30.1602151136288,86.0689728859697,1.07368501079664,1.82117208230859,4.22048396003087,5.77414026299452,2.3863319754783,15.2590281252854,0.704478914242775,4.66671579047321,6.16433287826767,0.906981417567245,20.1879367220087,0.561339416117919,3.49534403422374,1.34614407201642,5.19923202740306,10.7403558777926,2.14588460186671,109.67297031473,0.414706265954917,18.3907461737539,43.0904445958655,0.561339416117919,0.287932512702168,1.82117208230859,2.14588460186671,4.39362388003801,1.13571791184351,5.40327612374879,2.93681143785974,11.476604214072,3.33371566885997,32.5640212070744,4.02528032811984,127.478456992398,4.98266928837473,6.42384692473779,16.7225656736305,2.66747100376403,22.0062421585386,6.70123369810558,0.999328181345223,1.82117208230859,25.9223938047995,13.1634235048766,0.156895953131644,2.5271166657397,34.9783431419573,0.906981417567245,1.34614407201642,2.93681143785974
