,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
0,0.0,0.0,0.0,0.02297237142920494,-0.09361593425273895,0.0,-0.023308198899030685,-0.10227402299642563,0.0,0.0,0.0,0.00980339664965868,-0.10846514254808426,0.0,0.0,0.002527348231524229
1,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,0.002819374669343233,0.0,0.0,0.0,0.00980339664965868,-0.030398409813642502,0.0,0.0,0.002527348231524229
2,0.0,0.0,0.0,0.0513000525534153,-0.09361593425273895,0.0,-0.023308198899030685,-0.011478377506136894,0.0,0.0,0.0,0.00980339664965868,-0.10846514254808426,0.0,0.0,0.002527348231524229
3,0.0,0.0,0.0,0.0513000525534153,-0.09361593425273895,0.0,0.008929893374443054,0.002819374669343233,0.0,0.0,0.0,0.00980339664965868,-0.030398409813642502,0.0,0.0,0.002527348231524229
4,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,-0.011478377506136894,0.0,0.0,0.0,-0.0037195433396846056,-0.10846514254808426,0.0,0.0,0.002527348231524229
5,0.0,0.0,0.0,-0.020738035440444946,-0.09361593425273895,0.0,0.008929893374443054,-0.10227402299642563,0.0,0.0,0.0,-0.0037195433396846056,-0.10846514254808426,0.0,0.0,-0.011066993698477745
6,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,-0.011478377506136894,0.0,0.0,0.0,0.00980339664965868,0.13714642822742462,0.0,0.0,0.002527348231524229
7,0.0,0.0,0.0,-0.03484896197915077,0.15093392133712769,0.0,0.008929893374443054,0.07949046045541763,0.0,0.0,0.0,-0.0037195433396846056,-0.10846514254808426,0.0,0.0,0.002527348231524229
8,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,0.002819374669343233,0.0,0.0,0.0,0.00980339664965868,-0.10846514254808426,0.0,0.0,0.002527348231524229
9,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,0.07949046045541763,0.0,0.0,0.0,0.00980339664965868,-0.030398409813642502,0.0,0.0,-0.011066993698477745
10,0.0,0.0,0.0,-0.03484896197915077,0.15093392133712769,0.0,0.008929893374443054,0.002819374669343233,0.0,0.0,0.0,-0.0037195433396846056,0.06594614684581757,0.0,0.0,0.002527348231524229
11,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,-0.10227402299642563,0.0,0.0,0.0,-0.0037195433396846056,-0.030398409813642502,0.0,0.0,0.002527348231524229
12,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,-0.10227402299642563,0.0,0.0,0.0,0.00980339664965868,-0.030398409813642502,0.0,0.0,0.002527348231524229
13,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,-0.023308198899030685,0.002819374669343233,0.0,0.0,0.0,-0.0037195433396846056,-0.04800035059452057,0.0,0.0,-0.011066993698477745
14,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,-0.023308198899030685,-0.011478377506136894,0.0,0.0,0.0,-0.0037195433396846056,-0.10846514254808426,0.0,0.0,0.002527348231524229
15,0.0,0.0,0.0,-0.020738035440444946,0.15093392133712769,0.0,-0.023308198899030685,0.07949046045541763,0.0,0.0,0.0,-0.0037195433396846056,-0.030398409813642502,0.0,0.0,0.002527348231524229
16,0.0,0.0,0.0,-0.03484896197915077,-0.09361593425273895,0.0,0.008929893374443054,0.07949046045541763,0.0,0.0,0.0,0.00980339664965868,0.11944139003753662,0.0,0.0,-0.011066993698477745
17,0.0,0.0,0.0,0.0513000525534153,0.15093392133712769,0.0,0.008929893374443054,0.07949046045541763,0.0,0.0,0.0,0.00980339664965868,0.11944139003753662,0.0,0.0,-0.011066993698477745
18,0.0,0.0,0.0,-0.03484896197915077,0.15093392133712769,0.0,0.008929893374443054,-0.011478377506136894,0.0,0.0,0.0,0.00980339664965868,-0.030398409813642502,0.0,0.0,0.002527348231524229
