sample_id,z0,z1,z2,z3,mgs_level
107,0.22956885,-0.22980487,0.09482635,0.14243397,MGS4
116,-0.053552493,0.055467717,-0.009773152,-0.027821936,MGS4
124,0.057251,-0.033033043,-0.0011907984,0.03450965,MGS4
125,0.051877208,-0.04692789,0.015169585,0.06187912,MGS4
133,0.19130202,-0.21615764,0.06793221,0.14344022,MGS4
148,0.009806808,-0.0075930655,-0.0054333303,-0.0035363138,MGS4
150,0.24628185,-0.25330886,0.07781846,0.11679407,MGS4
157,-0.042755485,0.043652885,-0.007996766,-0.030258402,MGS4
160,0.08953779,-0.09818645,0.020831106,0.041982077,MGS4
178,-0.079089984,0.06407719,-0.011104649,-0.071302794,MGS4
198,-0.049694717,0.06707276,-0.011531273,-0.030242302,MGS4
203,0.06327939,-0.054577485,0.032758065,0.051358007,MGS4
209,-0.00086539984,0.0015086457,0.00478453,-0.008485906,MGS4
223,-0.10736461,0.064712144,-0.01697109,-0.064567424,MGS4
224,0.07582869,-0.054092012,0.036087416,0.056431286,MGS4
226,0.014741525,-0.01513893,0.0011995193,0.0039471835,MGS4
228,-0.027132325,0.016158842,-0.028356979,-0.032866247,MGS4
232,0.05900263,-0.050571524,0.017858764,0.043121986,MGS4
234,-0.07112515,0.06758769,-0.02346504,-0.041025765,MGS4
249,-0.054595634,0.047487818,-1.3768673e-05,-0.058169536,MGS4
253,0.022828199,-0.0358942,0.02696344,-0.0071498826,MGS4
270,-0.046496227,0.04812686,-0.025163118,-0.023665972,MGS4
272,-0.00796623,0.016447037,-0.006713705,-0.010586295,MGS4
280,-0.091727614,0.06961007,-0.035861053,-0.077391185,MGS4
284,0.058378987,-0.027509382,0.019149965,0.054806106,MGS4
294,0.33205956,-0.28675306,0.05601772,0.14475027,MGS4
300,-0.007104069,0.0028598532,-0.014469219,0.004898779,MGS4
302,0.01498729,0.0024001412,-0.028271684,-0.009547275,MGS4
334,0.07639082,-0.053143043,0.025097484,0.06440898,MGS4
364,0.041390046,-0.056764584,0.0018966328,0.037265293,MGS4
383,-0.013563931,0.016078793,-0.01764339,0.018627904,MGS4
388,-0.052455038,0.05446124,-0.0319717,-0.010918893,MGS4
397,-0.009089865,-0.0028574355,0.0076613035,-0.018712394,MGS4
403,0.050968654,-0.03586907,0.024449168,0.027914621,MGS4
411,0.1521565,-0.13251036,0.027844267,0.09804132,MGS4
416,0.05590737,-0.05669648,0.022343947,0.032053374,MGS4
417,0.04953201,-0.037742183,0.019100359,0.005431406,MGS4
419,0.14569958,-0.15252927,0.0607616,0.092454635,MGS4
420,0.037660204,-0.02902017,0.024136888,0.02793596,MGS4
428,0.5154448,-0.51039225,0.15129699,0.2695876,MGS4
437,-0.01774868,-0.012383401,0.016292742,-0.011622362,MGS4
451,0.04243672,-0.045060396,-0.0034496803,0.024119537,MGS4
459,0.06337918,-0.081140906,0.027159287,0.041384064,MGS4
473,0.028165601,-0.0033743232,0.012746891,0.022996552,MGS4
477,0.035858504,-0.054379582,0.018636612,0.024677917,MGS4
484,0.05398342,-0.051006038,0.018554395,0.02990941,MGS4
497,0.09470336,-0.07942434,0.018590314,0.051257007,MGS4
509,-0.080736764,0.06419034,-0.02272292,-0.021494247,MGS4
515,0.16286062,-0.18826759,0.025953708,0.11584558,MGS4
516,0.28930044,-0.26603976,0.06702592,0.19203445,MGS4
521,0.05043322,-0.03160139,0.019478554,0.024234973,MGS4
523,0.516157,-0.50935715,0.08924358,0.26696548,MGS4
