from,to,distance
ENSG00000160307,ENSG00000162520,11.93907463750513
ENSG00000160307,ENSG00000204261,11.601231412106744
ENSG00000160307,ENSG00000182326,27.553710485749654
ENSG00000160307,ENSG00000111801,5.685603738122973
ENSG00000160307,ENSG00000206337,6.528422219611614
ENSG00000160307,ENSG00000242574,1.9126845783491602
ENSG00000160307,ENSG00000188501,12.498695215621003
ENSG00000160307,ENSG00000125730,79.51462952004451
ENSG00000160307,ENSG00000095303,7.014640385388514
ENSG00000160307,ENSG00000196735,2.264075760521909
ENSG00000160307,ENSG00000079931,9.091961076159528
ENSG00000160307,ENSG00000198734,3.0735296322868666
ENSG00000160307,ENSG00000243649,2.626344782237884
ENSG00000160307,ENSG00000112936,1.2603018506346857
ENSG00000160307,ENSG00000231852,11.533335958546509
ENSG00000160307,ENSG00000204264,5.500771677197115
ENSG00000160307,ENSG00000153029,5.858455468724101
ENSG00000160307,ENSG00000113578,44.3068923236812
ENSG00000160307,ENSG00000198483,8.883225302647787
ENSG00000160307,ENSG00000166710,172.74613140919286
ENSG00000160307,ENSG00000107562,8.460504254970944
ENSG00000160307,ENSG00000159403,20.690638370126674
ENSG00000160307,ENSG00000133321,3.3958021118820323
ENSG00000160307,ENSG00000234745,93.93537497672517
ENSG00000160307,ENSG00000204257,1.3288554677947204
ENSG00000160307,ENSG00000163661,12.389759801464233
ENSG00000160307,ENSG00000151468,8.665294579670535
ENSG00000160307,ENSG00000204287,60.870345921941954
ENSG00000160307,ENSG00000231389,21.499184647481922
ENSG00000160307,ENSG00000149131,104.27866178881258
ENSG00000160307,ENSG00000240065,10.815672885830914
ENSG00000160307,ENSG00000129009,10.94014140256124
ENSG00000160307,ENSG00000197943,9.395047588799363
ENSG00000160307,ENSG00000056998,8.851037654610138
ENSG00000160307,ENSG00000174348,9.918166396097677
ENSG00000160307,ENSG00000026297,3.023931595938353
ENSG00000160307,ENSG00000157150,12.003102849600024
ENSG00000160307,ENSG00000101104,7.223692164363193
ENSG00000160307,ENSG00000130055,4.723705763633474
ENSG00000160307,ENSG00000222009,11.517041977795172
ENSG00000160307,ENSG00000101160,13.683322237555995
ENSG00000160307,ENSG00000171631,11.958261329149614
ENSG00000160307,ENSG00000160219,9.043522923020737
ENSG00000160307,ENSG00000164761,11.675778836154576
ENSG00000160307,ENSG00000166741,11.014038534595853
ENSG00000160307,ENSG00000165633,3.37140269999881
ENSG00000160307,ENSG00000140092,10.94429898176093
ENSG00000160307,ENSG00000145721,111.37044519489874
ENSG00000160307,ENSG00000186204,11.329573828794532
ENSG00000160307,ENSG00000006042,14.58932772360556
ENSG00000160307,ENSG00000188488,30.60591787544777
ENSG00000160307,ENSG00000250942,12.477772379542417
ENSG00000160307,ENSG00000163395,12.530641497541922
ENSG00000160307,ENSG00000005243,8.43081292681425
ENSG00000160307,ENSG00000204482,11.967624658011639
ENSG00000160307,ENSG00000168306,7.548612313437296
ENSG00000160307,ENSG00000010704,9.672247283127872
ENSG00000160307,ENSG00000181804,7.287153421026345
ENSG00000160307,ENSG00000180638,10.36192110615116
ENSG00000160307,ENSG00000164106,2.1029115801074267
ENSG00000160307,ENSG00000249306,12.578620526575593
ENSG00000160307,ENSG00000107611,24.782972600731934
ENSG00000160307,ENSG00000134343,9.21387763997279
ENSG00000160307,ENSG00000205542,132.60675092023678
ENSG00000160307,ENSG00000244509,4.32732555199247
ENSG00000160307,ENSG00000139178,2.9961932720065123
ENSG00000160307,ENSG00000163453,9.062527203703146
ENSG00000160307,ENSG00000150977,10.082259751772808
ENSG00000160307,ENSG00000132274,8.878006109490428
ENSG00000160307,ENSG00000146122,2.2145467517604773
ENSG00000160307,ENSG00000100055,12.17445979744822
ENSG00000160307,ENSG00000166278,10.395559771154835
ENSG00000160307,ENSG00000069535,29.131562559282017
ENSG00000160307,ENSG00000110092,3.2213696000299987
ENSG00000160307,ENSG00000128262,12.688079997559834
ENSG00000160307,ENSG00000262001,9.305895265156263
ENSG00000160307,ENSG00000131386,23.735866327299345
ENSG00000160307,ENSG00000148735,12.021097166063266
ENSG00000160307,ENSG00000204252,8.44924814449212
ENSG00000160307,ENSG00000006756,3.6728943154032936
ENSG00000162520,ENSG00000204261,0.38112562585387116
ENSG00000162520,ENSG00000182326,39.492785123254784
ENSG00000162520,ENSG00000111801,6.308347388371604
ENSG00000162520,ENSG00000206337,5.410652417893514
ENSG00000162520,ENSG00000242574,10.026390059155968
ENSG00000162520,ENSG00000188501,0.559620578115875
ENSG00000162520,ENSG00000125730,91.45370415754965
ENSG00000162520,ENSG00000095303,4.924434252116615
ENSG00000162520,ENSG00000196735,9.686140043159186
ENSG00000162520,ENSG00000079931,21.031035713664657
ENSG00000162520,ENSG00000198734,9.025656009760068
ENSG00000162520,ENSG00000243649,12.047324045755435
ENSG00000162520,ENSG00000112936,12.224169000674362
ENSG00000162520,ENSG00000231852,0.5686630222814792
ENSG00000162520,ENSG00000204264,6.445809669632859
ENSG00000162520,ENSG00000153029,6.081909782552626
ENSG00000162520,ENSG00000113578,56.245966961186326
ENSG00000162520,ENSG00000198483,3.0558493348573412
ENSG00000162520,ENSG00000166710,184.685206046698
ENSG00000162520,ENSG00000107562,3.4785703825341843
ENSG00000162520,ENSG00000159403,32.62971300763181
ENSG00000162520,ENSG00000133321,8.575064614534565
ENSG00000162520,ENSG00000234745,105.87444961423031
ENSG00000162520,ENSG00000204257,10.808018832195785
ENSG00000162520,ENSG00000163661,0.45068516395910546
ENSG00000162520,ENSG00000151468,3.273780057834593
ENSG00000162520,ENSG00000204287,72.80942055944708
ENSG00000162520,ENSG00000231389,33.438259284987055
ENSG00000162520,ENSG00000149131,116.2177364263177
ENSG00000162520,ENSG00000240065,1.1234017516742143
ENSG00000162520,ENSG00000129009,1.0786586094879083
ENSG00000162520,ENSG00000197943,2.544027048705765
ENSG00000162520,ENSG00000056998,3.08803698289499
ENSG00000162520,ENSG00000174348,2.058668774675461
