from,to,distance
ENSG00000160307,ENSG00000162520,1.2126521150915515
ENSG00000160307,ENSG00000204261,1.049983729054145
ENSG00000160307,ENSG00000182326,0.5303879481049478
ENSG00000160307,ENSG00000111801,0.2301642318599437
ENSG00000160307,ENSG00000206337,0.19079677465473371
ENSG00000160307,ENSG00000242574,0.007349953832413232
ENSG00000160307,ENSG00000188501,1.3471999121344207
ENSG00000160307,ENSG00000125730,0.9549844688514235
ENSG00000160307,ENSG00000095303,0.17557597070865966
ENSG00000160307,ENSG00000196735,0.014538634811831652
ENSG00000160307,ENSG00000079931,0.18273581846508674
ENSG00000160307,ENSG00000198734,0.01800791999982346
ENSG00000160307,ENSG00000243649,0.02492798499803366
ENSG00000160307,ENSG00000112936,0.0035953874787259888
ENSG00000160307,ENSG00000231852,0.8928026162370033
ENSG00000160307,ENSG00000204264,0.20021048838176286
ENSG00000160307,ENSG00000153029,0.2045130018309601
ENSG00000160307,ENSG00000113578,1.5429591163138578
ENSG00000160307,ENSG00000198483,0.6286347199921989
ENSG00000160307,ENSG00000166710,1.4961232811765077
ENSG00000160307,ENSG00000107562,0.5016246560966846
ENSG00000160307,ENSG00000159403,0.3850911048636101
ENSG00000160307,ENSG00000133321,0.06588395199480374
ENSG00000160307,ENSG00000234745,1.1301187650460092
ENSG00000160307,ENSG00000204257,0.0036367863009747424
ENSG00000160307,ENSG00000163661,1.3397909094684717
ENSG00000160307,ENSG00000151468,0.6147484308464013
ENSG00000160307,ENSG00000204287,0.8810951230111388
ENSG00000160307,ENSG00000231389,0.4286948410113254
ENSG00000160307,ENSG00000149131,1.1498490003841577
ENSG00000160307,ENSG00000240065,0.8513462628302162
ENSG00000160307,ENSG00000129009,0.7051701353533765
ENSG00000160307,ENSG00000197943,0.5424523315356123
ENSG00000160307,ENSG00000056998,0.6020280834498812
ENSG00000160307,ENSG00000174348,0.44345086752327634
ENSG00000160307,ENSG00000026297,0.07083042709576196
ENSG00000160307,ENSG00000157150,1.2037425056057844
ENSG00000160307,ENSG00000101104,0.3488089526523285
ENSG00000160307,ENSG00000130055,0.16052198875246276
ENSG00000160307,ENSG00000222009,1.0989821620329288
ENSG00000160307,ENSG00000101160,0.4345752102448844
ENSG00000160307,ENSG00000171631,1.0660225634059808
ENSG00000160307,ENSG00000160219,0.6606339603541579
ENSG00000160307,ENSG00000164761,0.8296718487834964
ENSG00000160307,ENSG00000166741,0.5889602817723403
ENSG00000160307,ENSG00000165633,0.1262015847393798
ENSG00000160307,ENSG00000140092,0.756900660134211
ENSG00000160307,ENSG00000145721,2.8074341298108867
ENSG00000160307,ENSG00000186204,0.9519325149621578
ENSG00000160307,ENSG00000006042,0.6220978023970367
ENSG00000160307,ENSG00000188488,0.5473187641708424
ENSG00000160307,ENSG00000250942,1.4348003601865527
ENSG00000160307,ENSG00000163395,1.3275422201696396
ENSG00000160307,ENSG00000005243,0.6146418389383642
ENSG00000160307,ENSG00000204482,1.0948714932666548
ENSG00000160307,ENSG00000168306,0.46786275135140415
ENSG00000160307,ENSG00000010704,0.7037003979797336
ENSG00000160307,ENSG00000181804,0.26172436590384013
ENSG00000160307,ENSG00000180638,0.4819816035971046
ENSG00000160307,ENSG00000164106,0.011959719470670345
ENSG00000160307,ENSG00000249306,1.1285225434702353
ENSG00000160307,ENSG00000107611,1.0130536618762567
ENSG00000160307,ENSG00000134343,0.3067898825260336
ENSG00000160307,ENSG00000205542,2.547750145866161
ENSG00000160307,ENSG00000244509,0.1568654541095084
ENSG00000160307,ENSG00000139178,0.048821971404451533
ENSG00000160307,ENSG00000163453,0.18331652779297464
ENSG00000160307,ENSG00000150977,0.8416493858056908
ENSG00000160307,ENSG00000132274,0.17226491458632026
ENSG00000160307,ENSG00000146122,0.0349911732775265
ENSG00000160307,ENSG00000100055,1.1617065202053742
ENSG00000160307,ENSG00000166278,0.5410658324226166
ENSG00000160307,ENSG00000069535,0.6355644970518465
ENSG00000160307,ENSG00000110092,0.03645182557518516
ENSG00000160307,ENSG00000128262,1.288017756983499
ENSG00000160307,ENSG00000262001,0.5532110205475201
ENSG00000160307,ENSG00000131386,0.7887683879927804
ENSG00000160307,ENSG00000148735,0.8182162192802221
ENSG00000160307,ENSG00000204252,0.3212728146770275
ENSG00000160307,ENSG00000006756,0.0782527952975673
ENSG00000162520,ENSG00000204261,0.02941543139410859
ENSG00000162520,ENSG00000182326,1.9674652706489306
ENSG00000162520,ENSG00000111801,1.2874742107640014
ENSG00000162520,ENSG00000206337,0.7944814683399837
ENSG00000162520,ENSG00000242574,1.0912949461225525
ENSG00000162520,ENSG00000188501,0.07832654954283755
ENSG00000162520,ENSG00000125730,2.1469652967083386
ENSG00000162520,ENSG00000095303,0.7221511598050936
ENSG00000162520,ENSG00000196735,1.1410354449722382
ENSG00000162520,ENSG00000079931,1.461907210965884
ENSG00000162520,ENSG00000198734,1.0083949609610077
ENSG00000162520,ENSG00000243649,1.1524772682380418
ENSG00000162520,ENSG00000112936,1.2348029142604473
ENSG00000162520,ENSG00000231852,0.09208862201574064
ENSG00000162520,ENSG00000204264,1.2302217569197473
ENSG00000162520,ENSG00000153029,1.116765474192633
ENSG00000162520,ENSG00000113578,3.594702629216773
ENSG00000162520,ENSG00000198483,0.8999827113673061
ENSG00000162520,ENSG00000166710,2.711830792476916
ENSG00000162520,ENSG00000107562,0.8079046001328583
ENSG00000162520,ENSG00000159403,1.7292371079881796
ENSG00000162520,ENSG00000133321,1.270350305562685
ENSG00000162520,ENSG00000234745,2.375637811548019
ENSG00000162520,ENSG00000204257,1.238955398052393
ENSG00000162520,ENSG00000163661,0.044908178689336636
ENSG00000162520,ENSG00000151468,1.0225829918936824
ENSG00000162520,ENSG00000204287,2.1509573016886803
ENSG00000162520,ENSG00000231389,1.8874250239064074
ENSG00000162520,ENSG00000149131,2.372683474759222
ENSG00000162520,ENSG00000240065,0.19490827005743816
ENSG00000162520,ENSG00000129009,0.214204363461598
ENSG00000162520,ENSG00000197943,0.48571091526980015
ENSG00000162520,ENSG00000056998,0.8541023004542921
ENSG00000162520,ENSG00000174348,0.4230213289494361
ENSG00000162520,ENSG00000026297,2.206242459869681
ENSG00000162520,ENSG00000157150,7.82907131091171e-05
ENSG00000162520,ENSG00000101104,1.0494800661352501
ENSG00000162520,ENSG00000130055,1.3847034880643128
ENSG00000162520,ENSG00000222009,0.05163643142600491
ENSG00000162520,ENSG00000101160,2.7239983663624576
ENSG00000162520,ENSG00000171631,0.023459893062239803
ENSG00000162520,ENSG00000160219,0.9214717740606866
ENSG00000162520,ENSG00000164761,0.1369284480680223
ENSG00000162520,ENSG00000166741,0.30699987265545453
ENSG00000162520,ENSG00000165633,2.8128547031951383
ENSG00000162520,ENSG00000140092,0.18905427140834555
ENSG00000162520,ENSG00000145721,4.462348022378086
ENSG00000162520,ENSG00000186204,0.09138744036388491
ENSG00000162520,ENSG00000006042,3.6791876588431176
ENSG00000162520,ENSG00000188488,1.8606127808962427
ENSG00000162520,ENSG00000250942,0.08400069898324909
ENSG00000162520,ENSG00000163395,0.07592996366227281
ENSG00000162520,ENSG00000005243,1.2872873706244465
ENSG00000162520,ENSG00000204482,0.014536847723325112
ENSG00000162520,ENSG00000168306,1.3622611634905792
ENSG00000162520,ENSG00000010704,0.5840810541696062
ENSG00000162520,ENSG00000181804,0.8132147618700403
ENSG00000162520,ENSG00000180638,0.3897130091844032
ENSG00000162520,ENSG00000164106,1.1724791637449485
ENSG00000162520,ENSG00000249306,0.10013711921767743
ENSG00000162520,ENSG00000107611,3.5168068842294646
ENSG00000162520,ENSG00000134343,0.5515588173621642
ENSG00000162520,ENSG00000205542,4.032439396475603
ENSG00000162520,ENSG00000244509,1.8818905525230072
ENSG00000162520,ENSG00000139178,1.3403059537655642
ENSG00000162520,ENSG00000163453,1.8655232363856138
ENSG00000162520,ENSG00000150977,0.5714318931120705
ENSG00000162520,ENSG00000132274,1.8329180172664967
ENSG00000162520,ENSG00000146122,1.6603562713400661
ENSG00000162520,ENSG00000100055,0.013245580377289446
ENSG00000162520,ENSG00000166278,0.34195473830492057
ENSG00000162520,ENSG00000069535,2.13641884267717
ENSG00000162520,ENSG00000110092,1.4090059395850045
ENSG00000162520,ENSG00000128262,0.1214407079240773
ENSG00000162520,ENSG00000262001,0.5713605861355997
ENSG00000162520,ENSG00000131386,2.871782087221318
ENSG00000162520,ENSG00000148735,0.18192068742548903
ENSG00000162520,ENSG00000204252,0.6070809753535477
ENSG00000162520,ENSG00000006756,1.3951671250348394
ENSG00000204261,ENSG00000182326,1.81494409881413
ENSG00000204261,ENSG00000111801,1.0582674337525741
ENSG00000204261,ENSG00000206337,0.6259035594303812
ENSG00000204261,ENSG00000242574,0.930852383552636
ENSG00000204261,ENSG00000188501,0.1553829874551811
ENSG00000204261,ENSG00000125730,2.002375939362889
ENSG00000204261,ENSG00000095303,0.5660228590825803
