"gene","frequency"
"EIF3I",1
"EIF3K",1
"EIF3L",1
"EIF4E2",1
"EIF4G1",1
"EIF4G2",1
"EIF4G3",1
"ELF2",1
"ELMO1",1
"ENTPD6",1
"EP400",1
"EPB41",1
"EPC1",1
"EPHA7",1
"EPM2AIP1",1
"EPN1",1
"EPS15L1",1
"ERCC3",1
"ERGIC1",1
"ERP44",1
"ESD",1
"ESPN",1
"ETNK1",1
"EXO5",1
"EXOC2",1
"EXOC5",1
"EXOSC7",1
"FAF2",1
"FAIM2",1
"FAM102B",1
"FAM117A",1
"FAM126B",1
"FAM127A",1
"FAM127B",1
"FAM134A",1
"FAM149B1",1
"FAM160B2",1
"FAM168A",1
"FAM169A",1
"FAM171A1",1
"FAM177A1",1
"FAM179B",1
"FAM208A",1
"FAM32A",1
"FAM63B",1
"FAM73B",1
"FAM89A",1
"FAM8A1",1
"FARSA",1
"FARSB",1
"FBRS",1
"FBXO3",1
"FBXO38",1
"FBXW4",1
"FCHSD2",1
"FEM1B",1
"FGFR1OP2",1
"FKTN",1
"FLAD1",1
"FLII",1
"FNBP1",1
"FNTA",1
"FOXJ3",1
"FRYL",1
"FSTL5",1
"FTO",1
"FUZ",1
"FZR1",1
"GAB1",1
"GABARAPL2",1
"GABRA1",1
"GABRG2",1
"GAK",1
"GANAB",1
"GATAD2A",1
"GATAD2B",1
"GATS",1
"GBA",1
"GDPD5",1
"GGA1",1
"GGNBP2",1
"GHITM",1
"GID8",1
"GIGYF2",1
"GIT1",1
"GLT8D1",1
"GLTSCR1L",1
"GNA12",1
"GNAS",1
"GNPAT",1
"GNS",1
"GOLGA2P7",1
"GOLGA5",1
"GOLGB1",1
"GPALPP1",1
"GPAT4",1
"GPR107",1
"GPR137",1
"GPR85",1
"GPS1",1
"GPS2",1
"GPX4",1
"GRIA1",1
"GRINA",1
"GRIPAP1",1
"GSPT1",1
"GTDC1",1
"GTF2B",1
"GTF2E2",1
"GTF2F1",1
"GTF3C2",1
"GTF3C3",1
"GUCD1",1
"GUCY1B3",1
"GUSB",1
"HACD3",1
"HACE1",1
"HAX1",1
"HBS1L",1
"HDAC11",1
"HDAC2",1
"HDGF",1
"HEBP1",1
"HERC4",1
"HERPUD2",1
"HIBADH",1
"HNRNPA1",1
"HNRNPF",1
"HNRNPU",1
"HOOK3",1
"HSD17B4",1
"HSPA13",1
"HSPBP1",1
"HUWE1",1
"ICA1L",1
"ICE2",1
"IDE",1
"IDS",1
"IFT122",1
"IFT52",1
"IGF1",1
