from,to,distance
ENSG00000160307,ENSG00000162520,8.513495825763858
ENSG00000160307,ENSG00000204261,8.29961599439729
ENSG00000160307,ENSG00000182326,21.701462195435088
ENSG00000160307,ENSG00000111801,3.3041572714841547
ENSG00000160307,ENSG00000206337,4.630179399522903
ENSG00000160307,ENSG00000242574,1.465124043750353
ENSG00000160307,ENSG00000188501,8.977827877910194
ENSG00000160307,ENSG00000125730,49.93715313702291
ENSG00000160307,ENSG00000095303,5.253616799697441
ENSG00000160307,ENSG00000196735,1.3138408429204258
ENSG00000160307,ENSG00000079931,6.585459053411476
ENSG00000160307,ENSG00000198734,2.5945083661047805
ENSG00000160307,ENSG00000243649,1.5192787570789266
ENSG00000160307,ENSG00000112936,0.8693949446456769
ENSG00000160307,ENSG00000231852,8.311490492915478
ENSG00000160307,ENSG00000204264,3.146055871134433
ENSG00000160307,ENSG00000153029,3.5620335135768944
ENSG00000160307,ENSG00000113578,40.31248407899424
ENSG00000160307,ENSG00000198483,5.762858119475842
ENSG00000160307,ENSG00000166710,132.7007569899988
ENSG00000160307,ENSG00000107562,5.541765948803036
ENSG00000160307,ENSG00000159403,15.517894019696623
ENSG00000160307,ENSG00000133321,1.6490062927204125
ENSG00000160307,ENSG00000234745,71.66897892166548
ENSG00000160307,ENSG00000204257,0.8305755074384338
ENSG00000160307,ENSG00000163661,8.843400003410524
ENSG00000160307,ENSG00000151468,5.549573041493466
ENSG00000160307,ENSG00000204287,45.60300916459029
ENSG00000160307,ENSG00000231389,17.536828214843197
ENSG00000160307,ENSG00000149131,77.61427392545471
ENSG00000160307,ENSG00000240065,7.575620756072508
ENSG00000160307,ENSG00000129009,7.923451206421915
ENSG00000160307,ENSG00000197943,6.489126749079911
ENSG00000160307,ENSG00000056998,5.755648940075158
ENSG00000160307,ENSG00000174348,7.359470123831365
ENSG00000160307,ENSG00000026297,3.240284491214764
ENSG00000160307,ENSG00000157150,8.5086148583499
ENSG00000160307,ENSG00000101104,4.459123073643088
ENSG00000160307,ENSG00000130055,2.396310104520296
ENSG00000160307,ENSG00000222009,8.07199072878911
ENSG00000160307,ENSG00000101160,13.741836781726951
ENSG00000160307,ENSG00000171631,8.566710824050558
ENSG00000160307,ENSG00000160219,5.824762074070443
ENSG00000160307,ENSG00000164761,8.519139905902719
ENSG00000160307,ENSG00000166741,8.178227672972994
ENSG00000160307,ENSG00000165633,3.2938982779195127
ENSG00000160307,ENSG00000140092,7.823094578810103
ENSG00000160307,ENSG00000145721,100.35753307129289
ENSG00000160307,ENSG00000186204,7.979905616778479
ENSG00000160307,ENSG00000006042,15.170523289576641
ENSG00000160307,ENSG00000188488,22.913585416514152
ENSG00000160307,ENSG00000250942,8.877249801352152
ENSG00000160307,ENSG00000163395,8.98886658529408
ENSG00000160307,ENSG00000005243,5.237000834079487
ENSG00000160307,ENSG00000204482,8.537380290380414
ENSG00000160307,ENSG00000168306,4.519613498235121
ENSG00000160307,ENSG00000010704,6.4589258905235525
ENSG00000160307,ENSG00000181804,4.741921241111983
ENSG00000160307,ENSG00000180638,7.732663430126228
ENSG00000160307,ENSG00000164106,0.8376055480005337
ENSG00000160307,ENSG00000249306,9.143550029759584
ENSG00000160307,ENSG00000107611,24.034524820685235
ENSG00000160307,ENSG00000134343,6.731891584073944
ENSG00000160307,ENSG00000205542,117.52173115250119
ENSG00000160307,ENSG00000244509,2.0640885471003045
ENSG00000160307,ENSG00000139178,1.2215080362629789
ENSG00000160307,ENSG00000163453,8.97259808579863
ENSG00000160307,ENSG00000150977,6.719303905311467
ENSG00000160307,ENSG00000132274,8.650681225211862
ENSG00000160307,ENSG00000146122,1.8769582862344392
ENSG00000160307,ENSG00000100055,8.70117458812009
ENSG00000160307,ENSG00000166278,7.549942609249499
ENSG00000160307,ENSG00000069535,25.117493146375455
ENSG00000160307,ENSG00000110092,3.2427951094348906
ENSG00000160307,ENSG00000128262,9.167588165726128
ENSG00000160307,ENSG00000262001,6.223774534842242
