"","c1_2","c1_3"
"1",-3.87425564532269,-0.412354021540336
"2",1.22567529031982,-0.329746666448472
"3",-3.86842035351564,-1.59512964394011
"4",-1.96802865586022,-1.37724364170228
"5",-2.23484432542772,-1.3665365176267
"6",-2.48058630221336,-2.00790704813345
"7",-3.65056840408551,-2.38077901265773
"8",-3.99321802140625,-2.42282274794071
"9",0.287579475713062,2.50395288785803
"10",-0.178822757947549,0.830940042886774
"11",-5.07825271729323,-2.28386047946577
"12",-3.93106140879286,-1.93252238749579
"13",-4.27688494154731,-2.04487454282937
"14",-2.49441401914242,-1.34613878139889
"15",0.464474846060452,-0.989852028736355
"16",-2.16494978679288,-1.55303251907649
"17",-0.0650725322900277,2.75830792982016
"18",-1.06017183247606,-0.818267714876391
"19",-0.590656194772308,-1.78620664292622
"20",-2.09215871856844,-1.36352619072288
"21",1.52441369217252,1.23275552271938
"22",-5.21778691236732,-2.46164964760884
"23",-2.39920755924679,-1.88153507065982
"24",-2.44046861769988,-0.668659520433167
"25",-4.31792212608045,-2.59478401450148
"26",-2.6847499968277,-1.95402009739888
"27",-3.28214696423217,-0.769157802825856
"28",1.07260707214978,-2.25619644823101
"29",-1.08017929736041,-0.804951521593377
"30",-1.45032250944315,-0.64917209063316
"31",0.675359549088134,-1.74943400475427
"32",0.507232806308127,-0.583282508127765
"33",-2.58306896704237,-2.48698208538127
"34",-4.17924836774852,-1.41247680705345
"35",-3.347185602833,-2.4686632753577
"36",-0.945017320538717,0.176973082406407
"37",-2.04911439506493,-2.08105879726126
"38",-4.17485875560933,-3.42819051232803
"39",-2.8256227260842,-1.8388754906206
"40",-0.610095325503557,-0.604522598474631
"41",4.07563929349109,0.190422748061907
"42",-0.169110534412354,-0.577988423502976
"43",-3.29678510408565,-2.40210958788823
"44",-2.8563287952412,-1.90596776278576
"45",-0.0905391241735583,-2.03813148031822
"46",-2.37274303412262,-1.6040771751431
"47",-2.15193008796207,-2.98026984549127
"48",-1.41396334474859,-0.194458319256137
"49",-0.233404132230119,-1.58546315890202
"50",-2.05921262024892,0.785653198342344
"51",-0.530699329906725,1.80160174690749
"52",-2.79981446177878,-0.945350625843599
"53",0.100732085394579,0.649129691150367
"54",2.00708722638928,1.11289825151482
"55",-1.17478791265682,-0.802910021743157
"56",-4.30633350561299,-2.634458042239
"57",-1.68757034117123,-0.741037185949787
"58",-2.77448033512358,-2.39120120315827
"59",-1.58187379340402,-1.27260831232228
"60",1.09150875475169,0.617354221055461
"61",-3.57253682663232,-1.44517326910792
"62",-4.03036242324683,-1.10254160848036
"63",-2.29945540928067,-1.35009719863025
"64",-3.26781543258994,-3.06938250832748
"65",-3.4179422631367,-1.99835842650358
"66",-2.04743151717684,-0.446122452772454
"67",0.395058445924126,-0.223338484474414
"68",-2.33698081326905,-1.64334751054562
"69",4.44886520681713,3.12510156076929
"70",-4.14662523954518,-3.40883895316724
"71",-0.22656949423255,-0.397804553256151
"72",1.31872636162265,0.217279347055073
"73",-2.52907634982985,-2.79407633333714
"74",-0.984675449317197,-2.35570137782494
"75",0.524216799615015,0.937501139470919
"76",1.11425302526105,-0.806350898661278
"77",-0.662981131050948,-2.21715805195265
"78",-1.08391585713365,-1.81669528199985
"79",0.944325611140615,3.21133770176255
"80",-3.20766088956716,-2.06490764016164
"81",-0.340015803837194,-1.31592097114044
"82",1.24966518861625,-1.03310848181388
"83",-2.26036013770162,-1.64121493751096
"84",-3.28987597934742,-2.79567483329042
"85",-1.75136173038751,-2.23492126756727
"86",1.45745154023436,0.550754411191476
"87",-3.57956215272881,-2.6323503673759
"88",0.520676295285608,0.834382480097262
"89",-3.28150513342474,-1.57718156387997
"90",-2.45286543107382,-2.94869670176475
"91",-3.10217568355189,-0.421766777016625
"92",7.10526217860445,3.00506743764339
"93",-4.0685115740181,-2.55399219425054
"94",-2.35794724578339,-2.5543505921639
"95",-0.562448582001809,1.34838081693871
"96",-2.93082906882721,0.919158788064068
"97",-3.15231220964056,0.484498639751197
"98",-3.93100532423587,-0.827624803228662
"99",-1.64769725504624,-2.27452472627105
"100",1.98658007295136,-0.675707466538875
"101",-1.19810496427179,-1.51963424030008
"102",3.08760307467092,-1.49508644665029
"103",-2.83530653015702,-3.05291687654781
"104",-1.06779824542117,-1.96273422146691
"105",1.1087566421018,0.590556680440711
"106",0.81448096269436,-1.16127940793984
"107",-2.06425845128919,-1.06284887849556
"108",-0.456953027140825,-0.953219284751275
"109",3.30150503488425,0.79257789351816
"110",-1.9575145121609,0.281130030367065
"111",3.73694688058486,2.18274079368695
"112",-2.26042644909994,0.831087722075312
"113",-2.21783503227304,-1.65869354176229
"114",-2.10651322792373,-0.576170189329228
"115",8.86006384919436,10.1688176900564
"116",-0.517482243963733,-0.115285324876962
"117",1.50747659696325,2.40492389467627
"118",4.13547871850882,0.604894870295395
"119",9.68239796984164,9.13046018587027
"120",-0.671116277789984,0.986128597992615
"121",8.96789521779835,10.813259634429
"122",-1.47116228288208,-2.11179522987958
"123",4.28760542313116,5.96100154191346
"124",-2.30105208513214,-2.06079560432055
"125",-1.90132828738496,-2.45723874588413
"126",3.51746405280731,1.23933994509908
"127",0.267945851872755,-0.69521893356069
"128",-2.5693741304543,-2.35917302173607
"129",3.48121697373989,1.26632752296419
"130",0.510593214005942,-0.230861458913678
"131",0.493190623950132,-1.59384481279919
"132",3.06049314093791,2.55108242868431
"133",-2.82254048166911,-1.82504920900742
"134",-1.51536674441378,-2.08571793123581
"135",3.17017284621199,-0.126356764240969
"136",-1.23694786507976,-1.82638131685897
"137",0.052462313296062,-0.956543090438548
"138",-2.67792627494222,-2.12500727086822
"139",2.95979953004157,-0.169379658042456
"140",11.6619916144601,9.5158500472961
"141",-0.0221225211984076,-1.43957719519326
"142",0.052928783186451,0.245463868891329
"143",2.76897715458161,3.29450635375257
"144",3.30580442644003,1.5926055249697
"145",1.03656396166466,0.997532147338019
"146",-2.05257507706058,-1.87199740457352
"147",-1.40412841202051,0.266474976500439
"148",2.4553200635896,0.808338541661209
"149",6.55037478412799,3.76497264332666
"150",0.605776592566634,1.76895237655897
"151",2.40463136434469,2.22928275778111
"152",5.48862684030618,2.6331127482363
"153",1.17739428533539,0.242377173008821
"154",28.6464106654247,24.2856792546958
"155",0.765164740240001,-0.160160051711193
"156",2.13822137483691,0.516621428317771
"157",3.35500916353074,3.59430312094597
"158",0.878907589197846,2.34116666587653
"159",2.69592802039831,1.17353409863099
"160",3.53997018612229,1.06687924676648
"161",2.33520126784936,1.12869439765762
"162",-1.33946288690354,-1.44225150459766
"163",8.40120249761182,6.10678091739736
"164",12.2391854336224,9.19795043765565
"165",2.10616393127176,0.76284050768978
"166",22.568042460406,15.8708915618133
