"","Module","Mean","SD","Median","Min","Max"
"c1_3","c1_3",1.06813465176539e-16,5.4599013894646,-1.00532676119861,-4.71774649980009,23.6761727481278
"c1_4","c1_4",-3.98133256781562e-18,3.61475926008304,-0.863290737069423,-3.57940785067849,16.4760413150519
