"","Module","Control_mean","Late_mean","t_statistic","p_value","FDR"
"t1","c1_3",1.21620020646087,-2.0934593717769,5.27345182879017,1.45435144809725e-06,4.58565514271652e-06
"t4","c1_6",-0.830203651444291,1.42903907215821,-5.11893850332998,2.13768716180253e-06,4.58565514271652e-06
"t3","c1_5",-1.17202636893858,2.01742243833689,-5.17880069059407,2.29282757135826e-06,4.58565514271652e-06
"t5","c1_8",0.957888273572152,-1.64882407746026,4.88720552696703,6.58584006685141e-06,9.87876010027712e-06
"t2","c1_4",-1.00227500221313,1.72522746282587,-4.66726196968038,1.54783966629846e-05,1.85740759955815e-05
"t","c1_2",-0.996665132640933,1.7155711299557,-4.48727531600543,2.91273837508156e-05,2.91273837508156e-05
