"gene","frequency"
"C3",96
"SERPING1",86
"MAOB",82
"C1S",79
"HLA-DRA",59
"C1R",54
"C2",50
"PSMB8",49
"MR1",40
"SLC9A9",40
"HLA-B",39
"PSMB9",34
"NNMT",29
"RARRES3",29
"PTGS1",28
"F5",24
"FBLN5",22
"CTSZ",20
"B2M",13
"HLA-DPA1",13
"POM121L9P",12
"TMEM98",9
"ANKRD35",7
"PLEKHS1",6
"SCAF1",6
"ATF2",5
"BBS7",5
"COPZ2",5
"PLXNB2",5
"SENP6",5
"THAP4",5
"ACBD5",4
"ACTR2",4
"AEBP2",4
"AP1B1",4
"APOBEC3C",4
"ARMC6",4
"CBR4",4
"EXOC5",4
"GNB2",4
"HLA-DOA",4
"KIAA1551",4
"KIF5B",4
"LMAN1",4
"MED13",4
"NCOR2",4
"PACS2",4
"PEAK1",4
"PLCG2",4
"PPP3CA",4
"RBFOX2",4
"RBM26",4
"SEC23A",4
"STK25",4
"TAF1",4
"TMEM106B",4
"TMEM167B",4
"VPS26A",4
"XAB2",4
"ZNF75A",4
"AAMP",3
"ADAM23",3
"AGAP3",3
"APPL1",3
"ARL2",3
"B3GAT3",3
"CCDC43",3
"CCND1",3
"CCNT2",3
"CD164",3
"CEP170",3
"CEP44",3
"CHD9",3
"COPE",3
"CSDC2",3
"CUL4B",3
"DHX29",3
"DHX36",3
"DIS3",3
"EDC4",3
"EGLN2",3
"ENC1",3
"ETNK1",3
"EVI5L",3
"FAM63B",3
"GLO1",3
"GPD2",3
"HDAC5",3
"HIGD1A",3
"HIPK3",3
"HPCAL1",3
"IKZF5",3
"INF2",3
"KCTD3",3
"KPNA3",3
"KPNA4",3
"LARP4",3
"LSP1",3
"LY6E",3
"MALT1",3
"MAPK7",3
"MBD6",3
"MLF2",3
"NACA",3
"NIFK",3
"PIP4K2C",3
"PLD2",3
"PLD3",3
"PLPPR2",3
"PLXNB3",3
"POLD2",3
"PPARD",3
"PPP1CB",3
"PPP1R1C",3
"PPP1R26",3
"PPP2R5E",3
"PPP4R2",3
"PRPF4B",3
"PSMB8-AS1",3
"PSMD6",3
"PTOV1",3
"PTX3",3
"RABL6",3
"RAI1",3
"RBBP5",3
"RNASET2",3
"RNF219",3
"RNF40",3
"RP11-472I20.4",3
"RP11-798M19.6",3
"RPAP3",3
"SCAP",3
"SEPT9",3
"SF3B5",3
"SHC2",3
"SLC12A4",3
"SLC25A46",3
"SSBP1",3
"STAG2",3
"STK11",3
"SYT14",3
"TMEM87A",3
"TMEM8A",3
"TMSB4X",3
"TMX3",3
"TNFRSF11B",3
