,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
223,-0.38814977,0.08246074,1.0619094,-0.26629362,-0.26971197,-0.3646644,0.57291377,-0.112568274,0.22893293,0.3716624,-0.54745793,-0.0100773005,1.0577713,-0.11629137,0.25129533,0.11908724,-0.28067538,0.0068472777,-0.5729165,0.060658153,0.828702,0.18643059,0.8438927,0.2076363,-0.073087275,-0.019626176,0.17578581,0.12776391,-0.06489099,0.24197733,0.4105399,0.027380869
224,-0.5207905,-0.3314164,-0.22219022,0.33311838,0.1465908,-0.30501878,0.19290131,0.04642297,0.3867281,-0.24877092,-0.65928215,0.08848959,0.3716466,-0.9026813,-0.7806343,-0.2546744,-0.081200235,-0.102420166,0.04515661,1.0116581,0.026264917,-0.17121787,1.011909,0.20768088,0.73693866,0.7742944,-0.406197,-0.4228268,0.13186482,0.050328862,-0.032699786,0.6980063
226,-0.31030482,-0.18710387,-0.13773361,0.59764636,-0.42634958,-0.503867,0.39085603,-0.028975539,0.07723345,-0.7068299,-0.25836784,-0.24669316,-0.15234332,-1.2951486,-0.5301778,0.12838008,-0.085408635,0.34344494,0.3558923,0.62395024,0.064154275,0.09063919,0.48202175,0.33080673,0.10446512,-0.08325068,-0.16964759,-0.6733168,0.13338292,-0.47491747,-0.9543731,0.3428686
228,0.39133698,-1.0668107,0.06992625,-0.54163104,-0.5664344,-0.12827787,0.95651025,0.021964427,0.15606284,0.049987223,0.14756252,0.026328264,0.19520342,-0.79589176,-0.75868636,0.06484052,-0.2552969,0.73789036,-0.23306409,0.5979691,-0.2875712,0.48949662,0.7184955,0.24103901,0.07229739,-1.1776485,0.16935372,0.44241902,0.13397227,-0.0054933853,-0.1857811,-0.10369543
229,-0.25319082,-0.54883814,0.31713796,-0.6536373,0.41861027,1.0723298,-0.22389804,0.19465333,-0.47707552,-0.12074636,-0.28327316,-0.05843132,-0.30092707,-0.29702035,0.4035411,0.057985444,0.12209111,0.22796507,-0.3336199,0.46477842,0.25759664,0.43510327,0.42574343,0.6807081,0.14338987,0.31226704,-0.8345683,-0.5074782,0.06753985,-0.7644975,0.33134377,-0.07786912
232,0.20376562,0.11416251,-0.15785863,0.3304792,-0.5770876,0.091455705,-0.38841826,-0.59145397,-0.05953255,0.3892412,0.48059776,-0.2635993,-0.53930527,-1.0764676,-0.28424412,0.6479652,-0.14142616,-0.34205344,0.22706614,0.34222773,0.49698478,0.77232,0.3241618,0.34216282,-0.64429855,-0.2911808,-1.1058574,0.07975743,0.7574168,-0.26327193,-0.18800673,-0.08550924
234,-0.6454892,-0.39551342,-0.49165705,-0.1413632,-0.12936814,-0.42798463,1.3453151,0.73096764,-0.5168475,-0.44046286,0.14646539,-0.6100192,0.3098419,0.060729146,-0.23596413,0.17310347,0.77611876,0.61375016,-0.14331041,0.1297503,0.23768024,0.8046444,0.4494436,-0.62778074,-0.051753502,0.44684753,0.5319291,-0.28817838,-0.18550663,-0.15236907,-0.6027476,0.22038296
237,0.40969595,-0.24021927,1.1308124,-0.0073065357,-0.5366265,0.14480843,0.13829224,0.7817397,-0.23259825,0.27026343,0.07703805,-1.430659,-0.47037992,0.1893504,-0.39984658,0.11144388,0.72210824,0.20242755,-0.194873,0.15423866,-0.4866793,0.33004245,0.33275694,-0.012151257,-0.53834176,-0.13823067,-0.5943777,0.015565989,0.23294353,-0.49632585,0.3057749,-0.10934963
243,-0.060617577,-0.21398005,-0.00863244,-0.11250822,0.27576497,0.05846096,0.874988,-0.31927934,0.40766588,-0.4078497,-0.06365565,0.07742717,-0.34933406,-0.49330133,0.07050704,0.6503898,-0.4208791,-0.22974615,-0.49548426,-0.0668458,1.2076236,0.13916871,0.82352257,0.48932746,0.5253636,0.30775264,0.27778652,-0.10881396,0.28718832,-0.28598,0.19071594,-0.14394526
246,-0.006740323,-0.28039867,-0.73724717,-0.19601694,0.081870414,0.39181873,1.2077045,0.22539844,-0.34860608,0.31274316,0.14325368,-0.92555547,0.23855132,-0.04177712,-0.30509886,0.68115133,0.18459627,0.76644,0.22005223,0.6500903,0.24819736,0.5774229,0.14263952,-0.59671676,-0.087090254,-0.12233816,0.21569696,0.23172276,0.029845778,-0.64928067,-0.33072063,0.53947836
249,-0.1763111,-0.14586468,0.55322695,-0.18747309,0.4182819,-0.06736465,0.18488166,-0.1492863,0.10673195,0.091112584,0.35528916,0.17123492,0.34375408,-0.064453006,-1.1722604,0.032071054,0.46888602,0.17682508,0.43329126,0.3156332,0.7687305,0.18188246,0.017423678,0.2806868,-0.30234396,0.18393938,-1.0539938,-0.17872317,-0.4501629,-0.11436929,0.31956366,0.6665029
251,-0.4665233,0.15994343,0.62962985,-0.5863506,-0.9881154,-0.2496494,0.6161081,-0.42588598,0.26951057,0.7119799,-0.5283854,0.4046653,-0.012907839,-0.033402707,0.22630337,0.11496746,0.3398682,0.27885655,-0.35529536,0.77507806,0.1646875,0.23938651,0.49178788,0.03769829,0.3043373,0.038159613,-0.8008052,0.2145905,0.14050502,-0.06316206,0.18341471,-0.46060663
253,0.18480018,-0.13633287,-0.003377118,-0.19010828,0.3510338,0.11696901,0.6916571,0.4921429,0.41087556,0.81506026,0.02376928,0.067221195,-0.1214569,-0.36292326,0.06909849,0.48087242,-0.22685456,-0.2986214,-0.061517894,0.09336415,0.66940016,0.5552127,0.030184567,0.06929845,0.88937724,0.8863516,-0.26431376,-0.13897939,-0.19665109,-0.16220999,-0.23218985,0.23793656
254,-0.20050706,-1.0496615,0.23786153,0.28485674,0.28900936,0.4484163,0.32019585,0.07918392,0.026927827,-0.43887073,-0.20894901,0.14215244,-0.15692182,-0.5760053,-0.35671443,-0.4397308,0.1592049,-0.028903019,-0.16759425,-0.5193351,-0.10466018,0.6621899,-0.02216104,0.32059404,0.30834338,0.23162363,-1.0202575,0.12028121,0.21341597,-0.5357539,0.09017527,-0.11376556
264,-0.48655626,-0.047048565,0.38109446,-0.15944478,0.62021947,0.16857612,0.29668307,0.39158466,0.7253669,0.1886495,0.42373496,-0.5070005,-0.38396594,-0.41054016,0.41969293,0.45865795,0.027500255,0.17310418,-0.09215147,-0.029972082,0.49330103,-0.08517974,0.47643358,0.23185626,0.27489698,0.4359623,-0.3386233,0.026844531,-0.023654005,-0.28242895,0.19420367,-0.22486565
265,0.28905317,-0.6184622,0.5476142,0.053427633,0.1880683,0.6956769,-0.1575727,0.067886,0.15574522,-0.18997715,-0.19589756,0.13035247,-0.0055611157,-0.8958902,-0.19452731,0.06571232,0.28453025,-0.2042632,-0.0036953534,-0.19513367,0.21193552,0.5558062,0.2748974,0.25383714,-0.67286015,-0.39028725,-1.3526562,-0.28095844,0.00036219554,-0.2623342,0.18403202,0.26816127
266,0.12616622,-0.28072837,-0.19291957,-0.3639574,0.48141488,0.09217731,0.10219314,0.516194,-0.055057388,0.2654722,-0.46968377,-0.056210455,-0.18634094,-0.19022746,0.18197416,-0.4697471,-0.31107637,-0.46912703,-0.07795291,0.42240635,0.42220426,0.6615213,0.0962694,-0.077813566,-0.19852832,0.13622452,-0.6417372,-0.23378085,0.4450252,-0.85826623,0.11291729,0.42425767
270,0.038290642,0.022688903,0.30502144,0.05680567,-0.24649657,0.039910603,-0.13337335,1.1353759,0.7504049,-0.08964624,0.54882634,-0.06931354,0.08210021,0.1870803,0.00051271607,0.15178153,0.44930246,0.605005,0.29706135,0.9727921,0.28830934,-0.054401603,0.33537534,0.7537217,-0.17388044,0.38053972,-0.857808,-0.5428631,-0.088735536,-0.24013971,0.051768813,0.88920987
272,0.16906476,-0.118172035,0.27413705,-0.16844998,0.14425334,-0.26752824,0.4144693,0.740027,-0.2599988,0.13253352,0.1198319,0.03144619,-0.18333985,-0.34308973,-0.6590016,1.0501583,0.36469972,0.63677096,0.6375809,0.39544532,0.41606942,-0.10924751,1.0052776,-0.3947444,-0.4845683,0.22630166,-0.31423664,0.2792758,0.27122444,-0.20312712,0.23579721,-0.27822444
280,-0.89374894,0.24881364,0.24850792,0.42753708,0.029073227,-0.33968163,0.45463198,1.1972972,-1.1600795,-0.26708165,-0.3580843,-0.27963307,0.343159,0.102758296,-0.33022562,-0.3883322,0.44818497,1.1130532,-0.2514519,0.65873176,0.009047547,0.80283666,0.43677405,0.11162881,-0.32276863,0.8457027,-0.19149792,0.123255275,0.049251735,-0.23735583,0.06916666,0.34021956
284,-0.31442952,0.33439425,0.44283888,0.20412001,-0.037213113,-0.17858453,-0.20781271,-0.60926205,0.4846562,0.26162398,0.10359701,-0.019758757,-0.11910309,-0.78925073,-0.30551475,-0.3705375,0.06668617,0.58681107,-0.00092204986,1.2314391,0.1811392,-0.2535007,1.3740114,1.1743737,0.07033832,0.12451626,0.06405268,0.25975582,-0.70868963,0.14028065,-0.04222202,0.64117235
286,0.0061389753,-0.20994072,-0.13863549,-0.3769043,-0.031502977,0.33983228,-0.027031254,0.30536392,0.05963169,-0.28426057,-0.39315286,-0.58293134,0.42052475,-0.63803065,1.015614,-0.25058243,-0.039202806,1.3583614,-0.15161629,-0.2258473,0.91976804,0.5602739,0.3210503,-0.24307208,0.94961137,0.46009332,-0.5635208,-0.308764,-0.11925898,-0.34727246,0.2501835,-0.0013939545
288,0.0010061624,-0.5131013,0.87520766,-0.17519051,-0.68377674,-0.33020672,-0.14097527,0.5890727,-0.17273222,0.24765831,-0.30521026,0.19880708,0.5523176,0.29256296,0.50753886,0.4576749,0.067920625,0.49416244,-0.28277892,0.80189025,0.1420781,0.54504037,0.38918042,0.52403826,0.02506517,0.8352029,-0.3813819,0.46477002,0.28702107,-0.21239702,1.045031,-0.20906468
291,-0.22242747,-0.37495482,0.3087381,-0.34870115,0.22336939,0.12798747,0.02703113,-0.042621333,0.079126924,0.60086006,0.25348565,-0.16211122,0.8405621,-0.55574816,0.040974416,0.14610729,-0.29934788,0.5553265,-0.40476745,-0.14985237,0.4923041,0.022826677,0.8986907,0.43381763,0.502638,0.13845631,0.06955029,-0.2553573,-0.030657291,-0.11710405,-0.41598195,-0.18529658
292,-0.5261249,0.24317975,0.31296715,0.17391026,-0.18177068,-0.58338493,-0.2332891,0.809855,-0.0685692,-0.18101184,-0.9778258,0.084179945,0.6393295,0.03569836,-0.15486094,0.315901,0.18665648,0.31403047,-0.64670557,0.5246985,0.45324588,0.60854256,1.0198764,-0.29753885,-0.40174097,0.6641282,0.068574764,0.6008018,0.020675952,-0.81963897,0.6093812,0.06585517
293,-0.24868138,-0.15470432,0.41710728,0.3259458,-0.70001197,0.112422384,0.51047254,-0.17913654,0.21842892,0.29289407,0.07812232,-0.055160377,-0.30502513,-0.7475995,-0.27160284,0.20449556,0.98423976,-0.16754523,0.7576866,-0.33094823,-0.078133464,0.82963115,0.17044525,0.76446605,-0.15404,0.3450382,-0.359629,0.14839847,0.062701985,-0.010517957,-0.024543282,-0.37158772
294,-0.5439234,-0.92808497,0.043187954,0.24738729,-0.34730005,-0.44884843,0.5268284,0.5724244,0.10983548,-0.46963257,0.27187312,-1.1104926,-0.43201038,-0.54416716,0.06761912,0.72619027,0.73604196,0.26874813,0.23456962,0.043729786,0.59908855,0.49227324,0.43378443,-0.44903865,0.16274011,0.23444696,1.0652828,-0.10547617,0.046971533,-0.20005958,-0.3042611,0.31239802
295,-0.09015515,-0.061074313,0.42795396,0.12069964,-0.04727925,0.38269418,-0.03978604,-0.3195383,0.6387979,0.47835726,-0.109420784,-0.08994048,-0.30502677,-1.1736702,0.24303713,0.5940214,0.1268611,-0.061516054,0.477759,-0.14818177,-0.022036854,1.0969892,-0.1472548,0.301273,0.22247331,-0.31201336,-0.7816594,0.41615692,0.38965622,-0.22209813,-0.07910466,0.44588873
300,0.2550811,-0.16522187,-0.02501804,-0.004267964,-0.76456803,-0.40145946,0.05310802,-0.06554811,0.49902833,0.12531614,-0.4769301,0.016538018,-0.93238485,-0.8824429,-0.11994884,0.100819565,0.31847453,0.41240165,-0.027337743,0.878113,-0.1913039,0.4948825,0.5710513,0.7616387,0.9040648,-0.14803834,-0.52146983,0.39474115,0.35822168,-0.27233037,-0.39478835,0.5745352
302,-0.33361664,-0.14962533,0.755828,0.10344749,-0.38990432,0.17778756,-0.024248341,0.00065918715,0.2855599,0.33819625,0.21132722,-0.2602653,0.73046726,-0.28238463,-0.47832468,0.21751359,0.4046,0.09039064,-0.21222821,-0.17513707,0.44249797,-0.3032884,0.86473566,0.1752561,-0.0317607,-0.24868388,-0.50896347,-0.698221,0.5410962,0.3974541,-0.45897418,0.5581064
307,-0.25285563,-0.08281322,0.3716119,-0.38013768,0.8001901,0.70849454,0.0811569,0.1229845,-0.3255902,-0.45770568,-0.6469274,0.09197926,-0.27503252,-0.43907958,0.13871557,0.44715616,-0.2748789,-0.19389792,-0.40892157,0.3062184,0.16418865,0.86259335,0.53342414,0.29132295,0.16767326,0.27415732,-0.73255026,-0.00016566685,0.24766672,-0.93708754,0.34963003,-0.21930061
308,-0.2761871,-0.4759323,0.14613922,0.5088646,0.3340798,-0.107860275,0.20159945,0.0024806045,0.77858436,0.5802109,-0.3544007,-0.08165306,0.5298717,0.014102315,-0.47372654,-0.06903318,-0.32324314,0.19182388,0.18904418,0.87242645,0.25164738,0.34954345,0.31878117,0.19402385,-0.21499537,0.09708242,-0.035719477,-0.5620785,-0.04857511,-0.033764705,0.1934394,0.9479926
311,-0.124825686,-0.026587334,0.63231766,-0.40740192,-0.5159348,0.071761414,0.44282407,-0.30601004,0.75656015,0.6358567,-0.49775192,0.23557411,0.43600634,0.0031013621,-0.9630036,-0.38969544,0.042677797,-0.28534037,0.21698429,0.31916216,0.19522725,0.79179305,0.15260072,0.027573004,-0.1678437,0.8612719,-0.7404188,0.32548738,-0.019216396,-0.053706627,0.024029575,0.07207564
313,-0.26698378,-0.44524708,0.20448886,0.40205812,-0.15521942,-0.17465506,-0.102625325,0.10263297,-0.22594395,0.77902913,0.2079612,-0.3081994,0.55395997,-0.29921126,-0.4040865,0.63457644,-0.1654664,0.49206513,-0.626368,0.020867683,0.77891016,-0.15094359,0.44861376,-0.059152123,-0.8920398,0.6275175,-0.4323675,0.11426043,0.3443971,-0.3645258,-0.06221657,0.1672115
314,0.5787846,-0.7192268,0.069693364,0.08210032,0.11723977,-0.24831402,-0.4593984,0.74639577,0.41055816,-0.073624775,-0.39944184,-0.15170817,-0.3731715,-0.47847033,-0.031968992,0.35817665,0.55786014,-0.21537414,-0.08649074,0.32022828,0.7182252,-0.062424663,0.6525682,-0.16003853,-0.645052,0.3090233,-0.18225989,-0.055162914,0.23347495,-0.7926192,0.20649819,0.7428654
315,0.15492947,-0.8546583,0.5316361,-0.03003509,0.10679874,0.84624815,0.7195442,0.15058109,-0.19197121,-0.3850954,-0.17747237,0.38671535,-0.10356678,-0.23049343,-0.11356894,-0.39679575,-0.056422334,-0.21387818,-0.15988988,-0.11838799,0.11032406,0.9786537,0.10831328,0.15970287,0.43050826,0.34111404,-0.57317644,-0.02905316,0.11237295,-0.008371738,0.06442853,0.2815462
316,0.036247436,-0.8462865,-0.24164364,0.36832073,-0.41125542,0.014619928,0.01791773,0.18148951,1.063711,-0.46799847,0.10574262,-0.61377496,0.26497295,-0.56353426,0.2248724,-0.39669153,0.37401715,0.9642516,0.43020517,-0.52700603,0.66495097,0.8313514,0.07043898,-0.7468207,0.42309058,-0.010897072,-0.72192204,0.05755203,-0.009631521,-0.26104367,0.38719103,0.16653785
317,-0.3430081,-0.022177493,0.5470683,-0.679444,-0.19698472,-0.13727199,0.052132495,-0.4150856,-0.10834449,-0.05322763,0.42086214,-0.19503972,0.3709052,-0.5914173,-0.36043942,-0.24960367,0.7260091,0.5795995,0.4051201,-0.16451384,0.3503543,-0.11765503,1.0509905,0.11745558,0.00802228,-0.39722022,-0.62753916,-1.0252829,0.97445303,0.2788432,-0.7869454,1.0777688
318,0.09032167,-0.25755966,1.4237337,-0.68761736,0.20749338,-0.15643635,0.26154873,0.2751855,-0.18067415,0.60342157,0.13956535,-0.09212862,-0.36961508,-0.022529118,0.09004895,-0.018549962,-0.6297383,0.8337553,-0.30072346,0.013643337,-0.41084605,1.1014163,0.2548111,0.09233275,-0.018043954,-0.13913634,-0.16463403,-0.18303603,0.5821086,-0.14810939,-0.3037104,0.67687684
319,0.34508362,0.14737418,0.42595544,-0.122321025,-0.64341027,0.052517615,0.6771452,-0.67214066,0.25965524,0.05135793,0.29945174,2.2099266e-07,0.443234,-0.31839055,-0.44161457,0.42899752,-0.46554986,0.33370617,0.09332611,-0.26397982,0.64076155,0.030765427,1.0690132,-0.05001349,0.010326691,-0.10353837,-0.4791977,-0.8802413,0.017681312,0.19235007,-0.76874614,0.20527297
320,-0.4046907,-0.00905506,0.25904763,0.32722932,-0.75080127,-0.0039375136,0.60186976,-0.046868876,-0.18248463,-0.045357637,-0.12027573,-0.93435454,0.17117298,0.17608404,-0.54662377,-0.12245312,-0.50003296,0.070082456,0.4364103,-0.18435727,0.46192908,0.6407907,0.24334145,1.0411963,-0.5264736,0.4705027,-0.57915366,-0.2434736,-0.112779334,-0.6944278,-0.48083112,-0.774377
321,-0.21727651,-0.80753255,-0.16423951,-0.35222033,0.30714503,0.024144158,0.12990068,0.8395903,0.09892213,-0.023674676,-0.1309076,-0.26741907,-0.45928738,-0.2924966,-0.25724724,-0.46939564,0.30245638,-0.720931,-0.26097986,0.0015849088,0.4101725,0.6916313,0.5927337,0.14296238,-0.9054569,-0.06781604,-0.8064342,-0.6763066,-0.27970192,-0.18593335,0.596032,0.3579436
322,0.2140514,-0.5015388,0.4010177,-0.1602947,0.6252369,0.8300479,-0.44264865,-0.02589595,0.13816646,0.15002623,-0.015209697,-0.23759404,0.21259521,-0.53283006,-0.4001561,-0.43725178,0.118775055,-0.43366328,-0.13759069,0.1561646,0.3306302,0.8108172,0.42164212,-0.15511271,-0.7841554,0.10732835,-1.192849,-0.45665422,0.09847105,-0.24679069,0.027503483,0.1991321
324,-0.15788515,-0.17234096,-0.21086422,0.5155176,-0.35094422,0.10160699,0.11965137,0.6782045,-0.23184703,0.35534072,0.19415855,-0.75436676,0.15796478,-0.29575172,0.4637844,0.43487802,-0.17994894,-0.53163815,0.23696741,0.4371105,0.8363231,0.018770203,0.22799213,0.35783133,-0.53411853,-0.032083258,-0.5188237,-0.09921813,-0.20558667,-0.41984743,-0.3437767,0.60662425
334,0.46474534,-0.2581101,0.6615782,-0.13869528,-0.008032236,0.3037991,-0.073250376,0.619305,0.37354484,0.38775715,0.15522912,-0.6137967,-0.26658094,0.45701194,-0.23989055,-0.13664348,0.83781576,-0.6934529,0.2803148,0.006850138,0.7486531,0.822719,0.39989173,-0.08849937,-0.46829456,0.03309438,0.0052188784,-0.05351595,0.4839772,-0.615823,0.08977232,0.0708401
335,-0.07871532,-0.20060132,0.4711451,0.7025708,0.34954607,-0.30757987,0.49012005,-0.4967642,-0.18075465,-0.18994579,0.26716918,-0.31425235,0.005952765,-0.29160872,-0.06531153,-0.18719088,-0.32764205,-0.0010782721,0.37320235,0.3683786,-0.12076645,0.8078124,0.48372227,-0.25601703,0.12357314,0.18779838,-0.28212616,-0.15506114,0.33929053,-0.10845544,0.0915858,-0.32223505
347,-0.47500214,0.18875846,0.4242822,-0.4572222,-1.2606272,-0.048074413,0.68265337,-0.4895582,0.6222413,0.6827158,-0.36224118,0.32582995,-0.37468845,-0.4873268,-0.16829106,0.090948984,0.20847598,0.14861073,0.1789265,0.63525844,0.010136825,0.8452978,0.20019755,-0.1607761,-0.026268482,0.11736835,-0.48677835,0.6693724,0.19631454,-0.036172822,-0.2532552,0.12981468
348,-0.4747283,-0.99008536,0.00022835909,-0.21114358,0.14386083,0.24116348,-0.13062076,0.45958298,0.13253693,-0.14309494,-0.32772756,-0.4538621,-0.72708935,-0.49547645,-0.13502987,-0.1859464,0.3138306,-0.30076736,0.11399388,0.09554644,0.23167916,0.63523346,0.601439,-0.37442145,-0.8395911,-0.1473504,-1.1599098,-0.2845966,-0.20500323,0.22722477,0.4595269,0.2573765
349,-0.18743417,-0.08018402,-0.022127585,-0.13775879,-0.36532003,0.61550117,-0.09380531,0.25471988,-0.32572007,0.15039505,0.20852697,-0.005868228,0.19816215,-0.32391244,0.23937495,0.63129306,-0.084262475,-0.05410648,-0.4875491,0.3133156,0.38592234,0.39354625,0.7803889,-0.2634863,0.516173,0.665289,-0.11355625,-0.058431193,0.21330985,-0.55515796,-0.46816647,0.12129399
350,-0.0697013,-0.39425397,0.9158489,0.7954987,-0.17051026,0.15516213,0.17872792,-0.41153276,0.02908023,-0.07980726,0.30336097,-0.37134022,-0.22068417,0.26779866,0.28115577,-0.36458212,0.03278811,-0.32471642,-0.063039094,-0.03302138,0.3137897,0.73198956,0.4406824,-0.14087029,0.3059966,0.30592278,-0.04774188,0.12302348,0.30017233,-0.085320175,-0.043967597,0.3571945
351,0.013580534,-0.4387084,0.08676535,-0.115461074,0.08408741,0.42985213,0.031746574,-0.19343542,-0.27386406,0.0030197494,0.09917921,-0.08017815,-0.123208284,0.17788191,-0.051463787,0.81074333,0.4281536,0.21098697,-0.6251094,0.60245126,0.49323127,0.22150038,0.55917215,-0.21527368,0.97690296,0.24274772,-0.4369202,-0.20920694,0.10277089,-0.7511157,-0.46429807,-0.4853118
352,0.16360325,-0.6567561,0.26321372,0.85969263,-0.38296023,-0.46953142,-0.011774751,-0.0044015,-0.24130635,0.042533405,0.31171373,0.11855128,-0.26546094,0.003279144,-0.39251438,-0.3503798,-0.3761854,0.44079965,-0.62494856,0.17675768,0.38174695,1.0766335,0.5916576,-0.038869817,0.50672853,-0.31577697,-0.045942187,-0.17784423,0.07153717,-0.20508459,-0.37444097,0.07324044
353,-0.14209393,-0.30400544,0.19925323,0.8351055,-0.18771657,-0.2444226,0.27885234,-0.107657,-0.12483045,-0.028130282,0.19434708,0.05497863,-0.2473658,0.036142357,-0.1288439,-0.25452968,-0.27792838,0.20771645,-0.35784742,-0.021823183,0.11309859,0.8249733,0.6911086,-0.06691915,0.51269734,-0.19434296,-0.15253682,-0.13404372,-0.0059317527,-0.24033533,-0.13852517,0.05121255
354,-0.43633008,-0.47574058,0.13534406,0.5396552,0.053730283,-0.576455,0.19182733,-0.1597639,-0.533137,-0.1346379,-0.0056400006,0.26035798,-0.28702992,-0.36492398,0.21009678,-0.3259661,0.20578416,0.0037836498,-0.09004657,0.1645679,-0.014738252,0.38048834,0.7055234,-0.21501954,0.6994326,0.2724002,-0.2840995,-0.27766603,0.043994788,-0.4623477,-0.32080784,-0.2321404
355,0.07839633,-0.76427966,0.0033129447,0.8578544,-0.44200262,-0.6509206,0.052577462,0.1350611,-0.38325092,-0.013817594,0.44673845,0.32133818,-0.3401523,-0.15540336,-0.064746894,-0.48363966,-0.30659747,0.17564186,-0.7501168,0.051057033,0.37441173,1.1177919,0.6835866,-0.20297056,0.4505454,-0.27744094,-0.18759724,-0.2336275,-0.09645545,-0.20367251,-0.41091543,0.1641622
356,0.1947782,-0.14592478,0.3218879,0.85785705,-0.4338471,-0.87254435,0.19843097,0.11440012,0.09734228,0.15601158,0.32283965,-0.044094417,-0.08215007,-0.023324134,-0.12461003,-0.18262516,-0.15534373,-0.167881,-0.76097345,-0.038252495,0.00010339005,0.74072057,0.64105713,-0.026772834,0.62750363,-0.22550237,-0.27490354,-0.19698156,0.011578586,-0.14305475,-0.382849,0.39595646
364,-0.377847,0.575807,0.8674259,0.24194978,-0.25717676,-0.37695602,0.8765063,-0.22154881,-0.32060403,-0.31630525,-0.053746797,-0.17324312,0.1848207,-0.17801794,0.57588565,0.16868128,0.2744864,0.13211156,0.52350235,0.20976315,-0.39111257,0.7614918,0.45894155,0.03764054,-0.037873875,-0.33151945,-0.4408459,-0.60512674,-0.009734931,-0.55883694,-0.28343278,-0.10451184
375,-0.37829295,-0.07143608,-0.1840394,0.090214774,-0.19593228,0.3407165,0.88583827,-0.14466329,-0.5103225,1.4765683,-0.2420171,0.14594924,-0.022963356,0.051122624,0.25659445,0.6904907,0.32889482,0.26687708,-0.46779698,0.24648187,0.34296244,-0.07998634,0.47646564,0.018245453,-0.3330242,0.3912841,-0.59239554,-0.18215519,0.43081683,-0.47607264,-0.15266694,0.3453436
376,-0.02591911,0.080120765,0.4533007,0.5483471,0.12100494,-0.1277752,0.47288692,-0.5119464,0.3468304,-0.20571458,0.38190812,-0.2973193,-0.034555558,-0.14727513,0.19172885,0.11765026,-0.3909265,-0.10495534,-0.013423083,0.22474886,-0.22634052,0.5918438,0.6106434,-0.06418747,0.20097998,0.32220867,-0.16810624,-0.38724568,-0.08458212,-0.47266147,0.7253916,0.41769913
377,0.018503282,-0.1467135,0.36946005,0.21398608,0.57754385,-0.6449673,-0.24302247,-0.42067894,0.51728505,-0.38659257,-0.4210847,0.17426318,0.60437363,-0.48540992,0.45340398,0.58943343,0.17595568,-0.04977894,0.045168817,0.028209994,0.37887812,1.2433289,0.21843895,0.49997008,-0.558657,0.44368535,-0.10128333,0.80742055,0.15241468,-0.7076411,0.27879286,0.55191994
379,-0.8137835,-0.17076054,-0.21028794,-0.028757596,-0.06674674,-0.023622435,0.38968375,0.020921677,0.03497993,0.73128,-0.14383198,-0.15580058,0.3967178,-0.042867757,-0.0041750656,0.92735857,0.36602896,0.13342632,-0.39198607,0.45124814,0.6343847,-0.21854618,0.22720094,-0.21141379,-0.17517206,-0.13614593,-0.7683187,-0.22236155,0.18607046,-0.53246766,0.14822069,-0.015155657
383,-0.35741186,0.18007793,0.20545699,-0.24577518,0.48996675,-0.07674986,-0.022543365,0.24098286,0.6990541,0.70628464,0.5904581,-0.44571352,0.81069523,-0.38484675,-0.60167164,0.39137125,-0.07234808,0.19747898,-0.27535433,0.17071426,0.0034240517,0.3880009,0.4661767,-0.49347174,-0.57716393,0.09307064,-0.7132214,-0.27639648,-0.44897848,-0.2987633,-0.06604042,0.34657097
384,-0.15108426,-0.11080924,0.26221192,-0.19013016,-0.008010621,0.10339297,0.3423712,0.0660659,-0.15439415,-0.15827252,0.60959244,0.38741586,0.27964255,-0.095817536,-0.29418755,-0.29542392,0.45201337,-0.002778529,0.16076636,-0.33572,0.3779384,0.67645985,0.38496223,0.06884859,-0.4467106,0.70530564,-1.3764116,0.11510791,-0.6436335,0.10089925,0.22358602,0.4710457
386,-0.54706514,-0.11913336,0.47708932,0.4471999,-0.24920785,0.29741177,0.4575727,0.39758173,0.3077432,0.21760066,0.16789508,-0.16496736,0.6912779,-0.71735173,-0.27458474,0.3587521,0.44093847,0.058002256,-0.1720201,-0.3944484,0.55568165,0.18446408,0.10344726,-0.22404481,-0.4183172,-0.042981137,-0.4758505,0.44309184,-0.044007935,0.20662314,-0.027175438,0.29462326
388,0.34914094,-0.75862616,0.96246034,-0.91549146,0.35303268,0.18962175,0.7681664,0.57074153,0.06726022,0.3555798,0.44407576,-0.24103874,0.19902289,-0.33835515,-0.37949532,-0.2670599,-0.33029377,0.8805781,-0.6615237,0.508052,-0.65461403,1.1117238,0.46254754,0.2899426,-0.06765636,-0.56592786,0.50087065,0.11165109,0.048436087,-0.26041743,-0.356174,0.18453787
389,-0.39641076,0.13672496,0.036276255,0.057583123,0.29023123,0.07833088,-0.3798721,0.046268277,0.10489894,0.29069173,0.15559769,0.3806705,0.4784706,0.09305623,-0.8689362,0.035520896,0.61237377,-0.062172797,0.41837472,0.97048867,1.2243448,0.046091743,0.6848134,-0.040231217,0.04066483,0.20424883,-0.15769906,-0.28396052,0.16864279,-0.50915766,-0.30982798,0.77612734
