patient_1,patient_2,weight
265,451,0.6242935336846639
17,32,0.6242569986941078
9,335,0.6242541279983188
237,243,0.6241924188687002
437,468,0.6236545746923634
286,425,0.6235350005015817
43,119,0.6233814270580531
253,411,0.6233032016973419
286,352,0.6232190014994078
354,356,0.6230707675319236
223,286,0.6229842942834045
46,416,0.6229632725635946
2,308,0.6224386435270977
253,364,0.6218778297963492
145,383,0.6215255897184011
249,517,0.6214886227144181
414,437,0.6214474453673882
94,218,0.6210630446452361
237,484,0.6200584619081545
163,437,0.619894837103677
270,349,0.6195953925610345
224,226,0.6195256634507776
473,491,0.6193982845031428
150,272,0.619328762649705
106,162,0.619193393013923
473,501,0.6187471131804534
209,319,0.6186712004937096
46,397,0.6178634743851416
46,394,0.6175281875194519
106,139,0.6168971731428892
160,506,0.6164618757526592
229,249,0.615454652749357
226,411,0.6148457863430378
11,497,0.6146967684786824
107,397,0.6143082604662262
249,466,0.61367602210676
226,294,0.6130887891689336
394,419,0.6129516414388534
491,501,0.6126347944607372
162,491,0.612310764027697
95,397,0.612098046542794
228,294,0.6119221260256493
249,413,0.611831401523268
249,404,0.6113475996288043
163,509,0.6094112241863915
106,322,0.6091785555177015
254,315,0.6088435290633983
142,249,0.608371075868298
162,404,0.6081282045322207
9,142,0.6078295914056037
11,226,0.6076469192760293
226,364,0.6069309526918578
117,232,0.6062625727003852
477,501,0.6061353925860362
319,349,0.6053515648918508
417,501,0.6050785548219269
