"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",1.06472208099298e-16,4.81920401192372,-1.22826255204712,-4.62170297677843,18.5140823048109
"c1_3","c1_3",-1.33516831470674e-16,2.77564269484695,-0.649171654172626,-2.82743685333642,12.4626054784466
"c1_4","c1_4",2.98884323483873e-17,3.36629484255135,-1.05812906793312,-3.68383493658295,17.0447378819697
"c1_6","c1_6",2.32737326678593e-16,3.14581511921906,-0.523336502754793,-3.27732466645052,13.5390756421201
"c1_7","c1_7",3.59457454694211e-17,4.6262738413013,-1.26179420277634,-4.55184312725727,17.5210710687503
