"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",1.14822172933703e-17,3.53137590741698,-0.502230355471697,-5.64059872306416,13.0855323388781
"c1_3","c1_3",1.09719194708538e-16,3.19116391165586,0.690826422603396,-9.76712743885191,5.38903332813756
"c1_4","c1_4",-2.33972893969367e-16,2.46627634536695,-0.322798861844934,-3.86298869042833,8.96035562837723
"c1_6","c1_6",-8.84378549228938e-17,2.35669499257898,0.360927036812324,-7.37081802286472,3.73644571547355
"c1_7","c1_7",-4.92413649537988e-17,2.1810039856899,0.363247562201605,-5.28795942298018,5.44998309456867
