"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",4.6638467222983e-18,4.6438695543195,1.14672454871101,-19.4211424639282,4.0306389158609
"c1_3","c1_3",1.12813902118033e-16,4.97879352723687,-1.31536545333549,-4.51464029264064,22.2977602605024
"c1_6","c1_6",4.59843911582704e-17,3.46502498409971,-0.859353849020221,-3.40476769244159,14.6804908129997
"c1_7","c1_7",1.38010049654352e-16,4.10273579570949,-0.970814500420327,-3.56191991295076,18.1222557911116
