"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",-1.19274629855377e-16,3.29862601221221,-0.664318085443941,-5.25915348573449,12.6559560915489
"c1_3","c1_3",-1.96310808217713e-16,3.02014471030134,0.728822653658441,-8.86829927152197,5.42546498262019
"c1_4","c1_4",-1.4481636789214e-16,2.35927622578863,0.38098310689094,-7.53314838769807,3.68773966436189
"c1_5","c1_5",-2.67213500004275e-16,2.60504008700482,-0.542298890595256,-4.52785439418139,9.51789553684676
