gene,frequency
ASIC2,1
ASPA,1
ASPSCR1,1
ASXL1,1
ATAD3B,1
ATF6B,1
ATF7IP,1
ATG9A,1
ATG9B,1
ATM,1
ATN1,1
ATP5B,1
ATP5J,1
ATP6V0A1,1
ATP6V1D,1
ATP6V1G1,1
ATP6V1G2,1
ATR,1
ATRNL1,1
ATXN10,1
ATXN2L,1
ATXN7L3,1
AZIN1,1
B3GAT3,1
B4GALNT1,1
B4GALNT4,1
B4GALT2,1
BAALC,1
BACE2,1
BAIAP2-AS1,1
BAP1,1
BAZ1B,1
BAZ2B,1
BBX,1
BCAM,1
BCL3,1
BCL6,1
BCL7B,1
BCL9,1
BCS1L,1
BDH1,1
BEST3,1
BEX5,1
BICDL1,1
BLCAP,1
BMI1,1
BMP3,1
BMP7,1
BMT2,1
BNIP3L,1
BOP1,1
BRAF,1
BRF1,1
BRWD1,1
BSDC1,1
BSN-AS2,1
BTAF1,1
BTBD11,1
BTBD19,1
BTBD2,1
BTBD6,1
BTG3,1
BYSL,1
BZW1,1
C11orf87,1
C12orf56,1
C12orf57,1
C15orf40,1
C16orf13,1
C16orf70,1
C17orf100,1
C1orf101,1
C1orf109,1
C1orf216,1
C1orf228,1
C1orf52,1
C1QC,1
C1QL1,1
C1QL2,1
C1QL4,1
C1QTNF3,1
C1S,1
C2,1
C22orf46,1
C2orf49,1
C2orf68,1
C3orf62,1
C4orf3,1
C4orf47,1
C5orf24,1
C5orf51,1
C5orf63,1
C7orf49,1
C8orf48,1
C9orf142,1
CA9,1
CABP4,1
CACFD1,1
CACHD1,1
CACNA1E,1
CACNA1G,1
CACNA2D1,1
CACNA2D3,1
CACNB1,1
CACNB4,1
CADM2,1
CADM3,1
CALCOCO2,1
CALML3-AS1,1
CALY,1
CAP2,1
CAPN1,1
CAPN15,1
CAPN7,1
CAPZB,1
CARNMT1,1
CASKIN1,1
CASKIN2,1
CASP1,1
CASP6,1
CASQ1,1
CBL,1
CBLN2,1
CBLN4,1
CBX6,1
CCDC106,1
CCDC107,1
