"gene","frequency"
"SRP54",2
"SSNA1",2
"ST8SIA5",2
"STARD4",2
"STK11IP",2
"STT3B",2
"SUMO1",2
"SYDE2",2
"SZT2",2
"TAB3",2
"TACC2",2
"TADA3",2
"TAP1",2
"TARS2",2
"TATDN3",2
"TENM3",2
"TFAP2A",2
"THAP12",2
"THRA",2
"THUMPD1",2
"TIMP3",2
"TLR5",2
"TM9SF3",2
"TMCC1",2
"TMED10",2
"TMED7",2
"TMEM123",2
"TMEM129",2
"TMEM170A",2
"TMEM176B",2
"TMEM184B",2
"TMEM186",2
"TMEM199",2
"TMEM263",2
"TMEM47",2
"TMEM63B",2
"TMEM74",2
"TMTC1",2
"TMTC3",2
"TNFAIP2",2
"TNK2",2
"TNKS1BP1",2
"TNPO1",2
"TNPO2",2
"TPI1",2
"TRIM33",2
"TRIM67",2
"TRIO",2
"TRMT1",2
"TRMT11",2
"TSPOAP1",2
"TSPYL5",2
"TTYH3",2
"TUBGCP5",2
"UBA3",2
"UBA52",2
"UBE2QL1",2
"UBE2W",2
"UBL3",2
"UBN2",2
"UBQLN4",2
"UBR1",2
"UBR3",2
"UCHL5",2
"UNC5C",2
"VAMP4",2
"VPS51",2
"VSX2",2
"WDFY3",2
"WDR12",2
"WFS1",2
"WWTR1",2
"YTHDF3",2
"ZBTB47",2
"ZC3H7B",2
"ZDBF2",2
"ZDHHC5",2
"ZFR",2
"ZMYM6",2
"ZNF283",2
"ZNF33B",2
"ZNF358",2
"ZNF37A",2
"ZNF385A",2
"ZNF540",2
"ZNF785",2
"ZNF804B",2
"AAMP",1
"AASDH",1
"ABCA2",1
"ABCA4",1
"ABCB8",1
"ABCB9",1
"ABCC6",1
"ABCF2",1
"ABCF3",1
"ABHD10",1
"ABHD12",1
"ABHD14A",1
"ABHD16A",1
"ABHD17A",1
"ABL1",1
"ABLIM1",1
"ABLIM2",1
"ABT1",1
"AC000124.1",1
"AC003075.4",1
"AC005562.1",1
"AC005786.7",1
"AC006116.22",1
"AC007191.4",1
"AC007620.3",1
"AC009506.1",1
"AC010894.3",1
"AC012074.2",1
"AC016723.4",1
"AC018647.3",1
"AC020951.1",1
"AC024560.3",1
"AC026150.6",1
"AC079922.2",1
"AC083843.1",1
"AC092620.3",1
"AC104135.2",1
"AC113188.2",1
"AC136352.3",1
"ACAP2",1
"ACAP3",1
"ACBD3",1
"ACBD7",1
"ACHE",1
"ACO1",1
"ACO2",1
"ACOT7",1
"ACSF3",1
"ACSL3",1
"ACTC1",1
"ACTG1P4",1
"ACTR6",1
"ACVR2A",1
"ACVR2B",1
"ACVR2B-AS1",1
"ADAM15",1
"ADAM22",1
"ADAM9",1
"ADAMTS19",1
"ADAMTS6",1
"ADAMTS9",1
"ADCYAP1",1
"ADCYAP1R1",1
"ADD1",1
"ADD2",1
"ADGRA3",1
"ADGRG1",1
"ADORA1",1
"ADORA3",1
"ADPRH",1
"AES",1
"AFF1",1
"AFF3",1
"AFG3L2",1
"AGAP1",1
"AGAP11",1
"AGAP12P",1
"AGFG1",1
"AGFG2",1
"AGPAT5",1
"AHCYL2",1
"AHNAK",1
"AHNAK2",1
"AHR",1
"AHSA1",1
"AIP",1
"AK1",1
"AKAP6",1
"AKIRIN1",1
"AL133243.4",1
"AL365181.1",1
"ALDH1A3",1
"ALDH1L1",1
"ALDOC",1
"ALG5",1
"ALK",1
"ALMS1P1",1
"AMER1",1
"AMN1",1
"AMOTL2",1
"ANAPC15",1
"ANAPC2",1
"ANAPC5",1
"ANGPTL4",1
"ANKRD13D",1
"ANKRD20A2",1
"ANKRD28",1
"ANKRD37",1
"ANKRD40",1
"ANKS1B",1
"ANO5",1
"ANXA1",1
"ANXA4",1
"AP001626.2",1
"AP1B1",1
"AP2S1",1
"AP3D1",1
"AP4B1",1
"APBA3",1
"APEX1",1
"APEX2",1
"API5",1
"APLF",1
"APOM",1
"APP",1
"AQP3",1
"AQP4",1
"AQR",1
"ARC",1
"ARF4",1
"ARF5",1
"ARFGAP2",1
"ARFRP1",1
"ARHGAP11B",1
"ARHGAP20",1
"ARHGAP32",1
"ARHGAP44",1
"ARHGEF26-AS1",1
"ARHGEF3",1
"ARID4B",1
"ARIH1",1
"ARL14EP",1
"ARL16",1
"ARL2",1
"ARL6IP4",1
"ARL8A",1
"ARL8B",1
"ARMC10",1
"ARMC8",1
"ARMCX3",1
"ARPC1B",1
"ARRB1",1
"ARRDC1",1
"ARSA",1
"ARSI",1
"ARVCF",1
"ASAH1",1
"ASCC1",1
"ASNA1",1
"ASPSCR1",1
"ASRGL1",1
"ASTE1",1
"ASXL3",1
"ATAD2",1
"ATAD3A",1
"ATF1",1
"ATF2",1
"ATG16L2",1
"ATG2A",1
"ATG4A",1
"ATOH8",1
"ATP10D",1
"ATP2B2",1
"ATP5B",1
"ATP5F1",1
"ATP5I",1
"ATP5SL",1
"ATP6V0A1",1
"ATP6V0B",1
"ATP6V0E2",1
"ATP6V1E1",1
"ATP7A",1
"ATP8A2",1
"ATP9A",1
"ATXN7L1",1
"AVPR1A",1
"AXIN1",1
"B3GALNT1",1
"B3GALT6",1
"B4GALNT4",1
"B4GALT2",1
"B4GAT1",1
"BAG4",1
"BAZ2A",1
"BBIP1",1
"BBS12",1
"BCAT1",1
"BCAT2",1
"BCKDK",1
"BCL2",1
"BCO2",1
"BCR",1
"BCRP3",1
"BCYRN1",1
"BDH2",1
"BDP1",1
"BEX4",1
"BICC1",1
"BIN3",1
"BIVM-ERCC5",1
"BLACAT1",1
"BNIP3",1
"BORCS8",1
"BPHL",1
"BRD2",1
"BRD4",1
"BRD7",1
"BRD8",1
"BRE",1
"BRI3",1
"BRINP1",1
"BRINP3",1
"BRMS1",1
"BRSK2",1
"BRWD1",1
"BTBD1",1
"BTBD11",1
"BTBD2",1
"BTD",1
"BTF3",1
"BTG1",1
"BTK",1
"BTN3A3",1
"BUD31",1
"BZW1",1
"BZW2",1
"C10orf11",1
"C11orf80",1
"C11orf84",1
"C11orf87",1
"C12orf43",1
"C12orf56",1
"C14orf1",1
"C14orf132",1
"C14orf166",1
"C15orf41",1
"C15orf62",1
"C16orf13",1
"C16orf72",1
"C17orf96",1
"C18orf25",1
"C18orf8",1
"C19orf45",1
"C19orf53",1
"C19orf66",1
"C1GALT1C1",1
"C1orf141",1
"C1orf162",1
"C1orf21",1
"C1orf27",1
"C1orf64",1
"C1QA",1
"C1QTNF5",1
"C20orf24",1
"C2CD3",1
"C2CD5",1
"C2orf49",1
"C2orf72",1
"C5",1
"C5orf15",1
"C5orf30",1
"C6orf48",1
"C9orf142",1
"C9orf91",1
"CA10",1
"CA14",1
"CA3",1
"CAB39L",1
"CACFD1",1
"CACNA1A",1
"CACNA1D",1
"CACNA1H",1
"CACNA2D3",1
"CACNA2D4",1
"CACNB1",1
"CACNG2",1
"CADM2",1
"CALCRL",1
"CALM2",1
"CALM3",1
"CALML4",1
"CAMK1G",1
"CAMKV",1
"CAMSAP2",1
"CARM1",1
"CASC4",1
"CASKIN2",1
"CASP4",1
"CASR",1
"CAV2",1
"CBFA2T2",1
"CBWD5",1
"CBX3",1
"CC2D1A",1
"CC2D1B",1
"CCDC102B",1
"CCDC107",1
"CCDC115",1
"CCDC122",1
"CCDC142",1
"CCDC152",1
"CCDC157",1
"CCDC28B",1
"CCDC59",1
"CCDC65",1
"CCDC74A",1
"CCDC86",1
"CCDC87",1
"CCDC88C",1
"CCDC9",1
"CCDC90B",1
"CCL28",1
"CCNA1",1
"CCNDBP1",1
"CCNE1",1
"CCNG1",1
"CCNG2",1
"CCNJ",1
"CCNT2",1
"CCNYL1",1
"CCPG1",1
"CCS",1
"CD200",1
"CD2AP",1
"CD302",1
"CD320",1
"CD74",1
"CDC25B",1
"CDC27",1
"CDC42BPB",1
"CDC42EP1",1
"CDC42EP2",1
"CDC7",1
"CDH11",1
"CDH18",1
"CDH22",1
"CDH8",1
"CDIP1",1
"CDIPT",1
"CDK11B",1
"CDK12",1
"CDK16",1
"CDK19",1
"CDK4",1
"CDK5RAP1",1
"CDKAL1",1
"CDKL1",1
"CDKN2B",1
"CDR2",1
"CEBPB",1
"CELF3",1
"CENPB",1
"CENPE",1
"CEP131",1
"CEP19",1
"CEP192",1
"CEP44",1
"CEP70",1
"CEP76",1
"CEP85L",1
"CFAP221",1
"CFH",1
"CFI",1
"CFP",1
"CGGBP1",1
"CGN",1
"CGNL1",1
"CH17-258A22.4",1
"CH507-42P11.8",1
"CHCHD2",1
"CHCHD4",1
"CHCHD7",1
"CHD3",1
"CHD8",1
"CHD9",1
"CHFR",1
"CHI3L2",1
"CHID1",1
"CHL1",1
"CHMP2A",1
"CHRM3",1
"CHRM5",1
"CHRNB3",1
"CHST15",1
"CHSY1",1
"CHTOP",1
"CIART",1
"CIB1",1
"CICP18",1
"CIPC",1
"CIR1",1
"CISD2",1
"CITED2",1
"CKB",1
"CLASP2",1
"CLASRP",1
"CLCN5",1
"CLDN11",1
"CLEC11A",1
"CLEC16A",1
"CLEC2L",1
"CLIC2",1
"CLK4",1
"CLN5",1
"CLN6",1
"CLSPN",1
"CMAHP",1
"CMPK1",1
"CMTM6",1
"CMTR2",1
"CNBP",1
"CNDP2",1
"CNIH1",1
"CNIH4",1
"CNNM3",1
"CNOT11",1
"CNOT3",1
"CNOT6",1
"CNOT6L",1
"CNPY1",1
"CNPY4",1
"COG1",1
"COG2",1
"COG8",1
"COIL",1
"COL1A2",1
"COL23A1",1
"COL2A1",1
"COL4A1",1
"COL4A3BP",1
"COL7A1",1
"COL9A1",1
"COL9A2",1
"COMMD8",1
"COPA",1
"COPS3",1
"COPS8",1
"COX10-AS1",1
"COX7A2",1
"COX8A",1
"CPE",1
"CPEB1",1
"CPEB2",1
"CPM",1
"CPSF1",1
"CPTP",1
"CRBN",1
"CREB1",1
"CRIP2",1
"CRK",1
"CRNDE",1
"CRTAC1",1
"CRTC2",1
"CRY2",1
"CSDC2",1
"CSF1",1
"CSF1R",1
"CSNK2A2",1
"CSPG4P5",1
"CSRNP2",1
"CTA-941F9.10",1
"CTB-50L17.10",1
"CTBP1",1
"CTC-444N24.11",1
"CTC-471J1.11",1
"CTD-2013N17.6",1
"CTD-2034I21.2",1
"CTD-2331H12.8",1
"CTD-2554C21.2",1
"CTD-2574D22.4",1
"CTD-2574D22.6",1
"CTD-2619J13.3",1
"CTD-2621I17.3",1
"CTD-3203P2.1",1
"CTD-3234P18.6",1
"CTF1",1
"CTIF",1
"CTNND1",1
"CTR9",1
"CTSB",1
"CUEDC2",1
"CUL2",1
"CUL3",1
"CUL4B",1
"CUL7",1
"CUX2",1
"CUZD1",1
"CWC22",1
"CWC27",1
"CWF19L2",1
"CX3CR1",1
"CXorf56",1
"CYB5D1",1
"CYB5R2",1
"CYFIP2",1
"CYHR1",1
"CYLD",1
"CYP20A1",1
"CYP27A1",1
"CYP51A1",1
"CYSTM1",1
"DAB1",1
"DAB2IP",1
"DACT2",1
"DARS",1
"DBN1",1
"DCAF11",1
"DCAF7",1
"DCAF8",1
"DCHS2",1
"DCLK2",1
"DCTN3",1
"DCUN1D3",1
"DCUN1D4",1
"DCUN1D5",1
"DCX",1
"DDRGK1",1
"DDX18",1
"DDX23",1
"DDX5",1
"DDX50",1
"DENND3",1
"DENND4B",1
"DENND6B",1
"DERA",1
"DERL1",1
"DGAT1",1
"DGKB",1
"DGKQ",1
"DGKZ",1
"DGUOK",1
"DHFR",1
"DHRS12",1
"DHRS13",1
"DHRS7B",1
"DHX29",1
"DHX32",1
"DHX35",1
"DHX8",1
"DICER1",1
"DIDO1",1
"DIP2A",1
"DIRC3",1
"DIS3L",1
"DIXDC1",1
"DKC1",1
"DLG1",1
"DMKN",1
"DMPK",1
"DMRTA1",1
"DMWD",1
"DNAH14",1
"DNAJA3",1
"DNAJB11",1
"DNAJB12",1
"DNAJB14",1
"DNAJC14",1
"DNASE1",1
"DNM1",1
"DNMBP",1
"DNMT1",1
"DOC2B",1
"DOCK6",1
"DOCK7",1
"DOK1",1
"DOK6",1
"DOLK",1
"DPP10",1
"DPP6",1
"DSN1",1
"DSTN",1
"DSTYK",1
"DTNBP1",1
"DTYMK",1
"DUS3L",1
"DUS4L",1
"DUSP12",1
"DUSP18",1
"DUSP7",1
"DUSP8",1
"DUSP8P5",1
"DYNLL1",1
"DYNLRB2",1
"DZANK1",1
"DZIP1",1
"E2F4",1
"EBLN3",1
"ECD",1
"ECE1",1
"ECI1",1
"EDA",1
"EDN1",1
"EEF2",1
"EFNA1",1
"EGFL8",1
"EGFR",1
"EGR3",1
"EHD2",1
"EHMT2",1
"EIF1",1
"EIF2B2",1
"EIF2B4",1
"EIF3G",1
"EIF4EBP1",1
"EIF4ENIF1",1
"EIF4G1",1
"EIF5AL1",1
"ELAVL1",1
"ELAVL2",1
"ELAVL4",1
"ELFN1",1
"ELFN2.1",1
"ELMO1",1
"ELMOD3",1
"ELOVL2",1
"ELSPBP1",1
"EMB",1
"EML3",1
"EMP3",1
"ENHO",1
"ENO1",1
"ENO1P4",1
"ENPP3",1
"ENPP4",1
"ENPP7P11",1
"EPB41",1
"EPB41L4B",1
"EPHA2",1
"EPHA4",1
"EPM2AIP1",1
"EPN2",1
"EPS8",1
"ERBB4",1
"ERGIC1",1
"ERLEC1",1
"ERLIN2",1
"ERVK3-1",1
"ESD",1
"ESR1",1
"ETFB",1
"ETV4",1
"EVI5L",1
"EXD2",1
"EXOC1",1
"EXOSC9",1
"EXTL3",1
"EXTL3-AS1",1
"EYA2",1
"F11",1
"F11R",1
"FAAH2",1
"FABP12",1
"FADS3",1
"FAIM",1
"FAIM2",1
"FAM102A",1
"FAM106CP",1
"FAM120AOS",1
"FAM126B",1
"FAM127A",1
"FAM129B",1
"FAM135B",1
"FAM13B",1
"FAM149B1",1
"FAM160B2",1
"FAM163A",1
"FAM185BP",1
"FAM192A",1
"FAM19A5",1
"FAM204A",1
"FAM210B",1
"FAM222A",1
"FAM234A",1
"FAM3C",1
"FAM50A",1
"FAM60A",1
"FAM65B",1
"FAM86C1",1
"FAM86C2P",1
"FAM8A1",1
"FAM92A1",1
"FAR2",1
"FAXC",1
"FBL",1
"FBLN1",1
"FBRS",1
"FBXL3",1
"FBXL6",1
"FBXL7",1
"FBXO18",1
"FBXO27",1
"FBXO3",1
"FBXO34",1
"FBXO41",1
"FBXO44",1
"FBXO7",1
"FBXO8",1
"FCGR1A",1
"FCGR1CP",1
"FCGR3A",1
"FCGRT",1
"FDFT1",1
"FDX2",1
"FEM1C",1
"FGD5-AS1",1
"FGFR1",1
"FIBP",1
"FLII",1
"FLJ37035",1
"FLJ46284",1
"FLOT2",1
"FLYWCH2",1
"FMOD",1
"FNDC3B",1
"FOLH1B",1
"FOS",1
"FPGT",1
"FPGT-TNNI3K",1
"FRG1",1
"FRYL",1
"FSBP",1
"FSCN1",1
"FSD1",1
"FTL",1
"FTX",1
"FUK",1
"FURIN",1
"FUT10",1
"FUT11",1
"FUT9",1
"FXR1",1
"FXYD6",1
"FZD3",1
"G2E3",1
"G3BP2",1
"G6PD",1
"GABBR2",1
"GABPA",1
"GAD1",1
"GADL1",1
"GALNS",1
"GALNT10",1
"GALNT11",1
"GALNTL6",1
"GAREM1",1
"GARNL3",1
"GART",1
"GAS8",1
"GATAD2A",1
"GATC",1
"GCAT",1
"GCNT1",1
"GCOM1",1
"GDAP2",1
"GEN1",1
"GFRA1",1
"GGA3",1
"GGNBP2",1
"GGT7",1
"GIGYF2",1
"GINS4",1
"GIPR",1
"GJA1",1
"GK",1
"GLA",1
"GLE1",1
"GLRA1",1
"GLRX",1
"GLRX3",1
"GLS",1
"GLYR1",1
"GMCL1",1
"GMPR2",1
"GNAI1",1
"GNG11",1
"GNG13",1
"GNG4",1
"GNPDA2",1
"GOLGA3",1
"GOLGA4",1
"GOLGA6L9",1
"GOLGB1",1
"GOLIM4",1
"GOLPH3L",1
"GOPC",1
"GORAB",1
"GOSR1",1
"GPAM",1
"GPATCH3",1
"GPATCH8",1
"GPR108",1
"GPR12",1
"GPR137C",1
"GPR162",1
"GPR173",1
"GPR183",1
"GPR37",1
"GPR75",1
"GPRC5A",1
"GPRC5C",1
"GPSM3",1
"GPT2",1
"GPX4",1
"GPX8",1
"GRB10",1
"GREB1",1
"GRID2",1
"GRID2IP",1
"GRIK1",1
"GRIK2",1
"GRIN1",1
"GRIN2A",1
"GRIN2B",1
"GRIN2D",1
"GRIP1",1
"GRIPAP1",1
"GRPEL2",1
"GRTP1",1
"GS1-304P7.2",1
"GS1-358P8.4",1
"GSAP",1
"GSKIP",1
"GSPT2",1
"GTF2A1",1
"GTF2IP20",1
"GTF3A",1
"GTF3C1",1
"GTF3C2",1
"GTPBP4",1
"GUCA1B",1
"GUCY1B3",1
"GUK1",1
