from,to,weight
ENSG00000160307,ENSG00000162520,0.0
ENSG00000160307,ENSG00000204261,0.021007182172391815
ENSG00000160307,ENSG00000182326,0.006392008374493253
ENSG00000160307,ENSG00000111801,0.04451854936771618
ENSG00000160307,ENSG00000206337,0.004509902929112778
ENSG00000160307,ENSG00000242574,0.0013727769735378615
ENSG00000160307,ENSG00000188501,0.01968291147921889
ENSG00000160307,ENSG00000125730,0.0
ENSG00000160307,ENSG00000095303,0.0
ENSG00000160307,ENSG00000196735,0.01198175325194076
ENSG00000160307,ENSG00000079931,0.016878181699258685
ENSG00000160307,ENSG00000198734,0.0
ENSG00000160307,ENSG00000243649,0.022118667341530337
ENSG00000160307,ENSG00000112936,0.01638894759583669
ENSG00000160307,ENSG00000231852,0.006180789392101484
ENSG00000160307,ENSG00000204264,0.01722714413129571
ENSG00000160307,ENSG00000153029,0.040128449769989756
ENSG00000160307,ENSG00000113578,0.000511633676313061
ENSG00000160307,ENSG00000198483,0.0288029858158345
ENSG00000160307,ENSG00000166710,0.0
ENSG00000160307,ENSG00000107562,0.03325905334255218
ENSG00000160307,ENSG00000159403,0.0
ENSG00000160307,ENSG00000133321,0.0
ENSG00000160307,ENSG00000234745,0.0
ENSG00000160307,ENSG00000204257,0.021124060229040884
ENSG00000160307,ENSG00000163661,0.034947153620435246
ENSG00000160307,ENSG00000151468,0.0
ENSG00000160307,ENSG00000204287,0.024905043317549082
ENSG00000160307,ENSG00000231389,0.0
ENSG00000160307,ENSG00000149131,0.0
ENSG00000160307,ENSG00000240065,0.0
ENSG00000160307,ENSG00000129009,0.0
ENSG00000160307,ENSG00000197943,0.0
ENSG00000160307,ENSG00000056998,0.013488610007160316
ENSG00000160307,ENSG00000174348,0.01635424135914892
ENSG00000160307,ENSG00000026297,0.031683845413172256
ENSG00000160307,ENSG00000157150,0.0
ENSG00000160307,ENSG00000101104,0.0
ENSG00000160307,ENSG00000130055,0.013211425458128985
ENSG00000160307,ENSG00000222009,0.0
ENSG00000160307,ENSG00000101160,0.0
ENSG00000160307,ENSG00000171631,0.0
ENSG00000160307,ENSG00000160219,0.0
ENSG00000160307,ENSG00000164761,0.0
ENSG00000160307,ENSG00000166741,0.0011202767280460188
ENSG00000160307,ENSG00000165633,0.0
ENSG00000160307,ENSG00000140092,0.0
ENSG00000160307,ENSG00000145721,0.0
ENSG00000160307,ENSG00000186204,0.0
ENSG00000160307,ENSG00000006042,0.0
ENSG00000160307,ENSG00000188488,0.0
ENSG00000160307,ENSG00000250942,0.0
ENSG00000160307,ENSG00000163395,0.006377131977142934
ENSG00000160307,ENSG00000005243,0.0
ENSG00000160307,ENSG00000204482,0.007794932913191369
ENSG00000160307,ENSG00000168306,0.05545293399882379
ENSG00000160307,ENSG00000010704,0.0
ENSG00000160307,ENSG00000181804,0.0
ENSG00000160307,ENSG00000180638,0.027770996481306303
ENSG00000160307,ENSG00000164106,0.048856256720378834
ENSG00000160307,ENSG00000249306,0.0
ENSG00000160307,ENSG00000107611,0.012456052348254011
ENSG00000160307,ENSG00000134343,0.0016852647572913146
ENSG00000160307,ENSG00000205542,0.0
ENSG00000160307,ENSG00000244509,0.01246041776231634
ENSG00000160307,ENSG00000139178,0.0281682145493176
ENSG00000160307,ENSG00000163453,0.0
ENSG00000160307,ENSG00000150977,0.04741386529343635
ENSG00000160307,ENSG00000132274,0.0
ENSG00000160307,ENSG00000146122,0.0
ENSG00000160307,ENSG00000100055,0.012651031299747185
ENSG00000160307,ENSG00000166278,0.011366146653197264
ENSG00000160307,ENSG00000069535,0.03542846722068277
ENSG00000160307,ENSG00000110092,0.0
ENSG00000160307,ENSG00000128262,0.0
ENSG00000160307,ENSG00000262001,0.0
ENSG00000160307,ENSG00000131386,0.0026723843227800335
ENSG00000160307,ENSG00000148735,0.007084892656799227
ENSG00000160307,ENSG00000204252,0.0
ENSG00000160307,ENSG00000006756,0.0
ENSG00000162520,ENSG00000204261,0.003936196912624158
ENSG00000162520,ENSG00000182326,0.0
ENSG00000162520,ENSG00000111801,0.0
ENSG00000162520,ENSG00000206337,0.029299159268170023
ENSG00000162520,ENSG00000242574,0.0
ENSG00000162520,ENSG00000188501,0.045046441820898925
ENSG00000162520,ENSG00000125730,0.0
ENSG00000162520,ENSG00000095303,0.0
ENSG00000162520,ENSG00000196735,0.0
ENSG00000162520,ENSG00000079931,0.008631031251261813
ENSG00000162520,ENSG00000198734,0.0413289446541244
ENSG00000162520,ENSG00000243649,0.02451453351089843
ENSG00000162520,ENSG00000112936,0.0
ENSG00000162520,ENSG00000231852,0.037287026535423685
