"gene","frequency"
"CPT2",1
"CRABP1",1
"CRB2",1
"CREB1",1
"CRELD1",1
"CRK",1
"CRLF3",1
"CROCC",1
"CROCCP2",1
"CRTC1",1
"CRY2",1
"CRYM",1
"CS",1
"CSMD1",1
"CSNK1G3",1
"CSNK2B",1
"CSRNP1",1
"CTAGE5",1
"CTB-131B5.5",1
"CTB-32O4.2",1
"CTB-50E14.5",1
"CTBP1",1
"CTC-459F4.9",1
"CTC-463A16.1",1
"CTC-471J1.2",1
"CTC-559E9.1",1
"CTD-2034I21.1",1
"CTD-2154H6.1",1
"CTD-2538C1.2",1
"CTD-2574D22.3",1
"CTD-2574D22.4",1
"CTD-2600H12.2",1
"CTD-3064M3.4",1
"CTD-3074O7.5",1
"CTD-3088G3.8",1
"CTD-3184A7.4",1
"CTGF",1
"CTIF",1
"CTNNA1",1
"CTNND2",1
"CTR9",1
"CTSL",1
"CTXN2",1
"CUBN",1
"CUEDC1",1
"CWF19L1",1
"CXCL14",1
"CXorf40B",1
"CYBB",1
"CYFIP2",1
"CYGB",1
"CYP20A1",1
"CYP4X1",1
"DAAM1",1
"DAB1",1
"DAB2IP",1
"DALRD3",1
"DARS2",1
"DBNDD2",1
"DCAF15",1
"DCAF4",1
"DCBLD1",1
"DCDC2",1
"DCK",1
"DCLRE1B",1
"DCTN1",1
"DCUN1D1",1
"DDA1",1
"DDC",1
"DDO",1
"DDX19A",1
"DDX20",1
"DDX21",1
"DDX49",1
"DDX52",1
"DENND1B",1
"DENND5B",1
"DENND6B",1
"DFFA",1
"DGAT1",1
"DGCR14",1
"DGCR6L",1
"DGKB",1
"DHDDS",1
"DHRS11",1
"DHX34",1
"DHX35",1
"DHX36",1
"DHX37",1
"DHX57",1
"DIO3",1
"DISC1",1
"DLAT",1
"DLD",1
"DLG5",1
"DLGAP1",1
"DLGAP3",1
"DLGAP4",1
"DMPK",1
"DMWD",1
"DNAH10",1
"DNAH12",1
"DNAJB9",1
"DNAJC19",1
"DNAJC2",1
"DNAJC28",1
"DNAJC4",1
"DNAJC5",1
"DNAJC8",1
"DNAL1",1
"DNASE1",1
"DNM1L",1
"DOCK10",1
"DOCK2",1
"DOK3",1
"DOK6",1
"DOT1L",1
"DPH2",1
"DPP3",1
"DPP7",1
"DPP8",1
"DPP9",1
"DPY19L2P2",1
"DPYSL2",1
"DQX1",1
"DRAP1",1
"DRC3",1
"DRD5",1
"DRP2",1
"DSC2",1
"DSCAM",1
"DSCR3",1
"DTNA",1
"DTWD1",1
"DTX3L",1
"DUS3L",1
"DUSP16",1
"DUSP28",1
"DUSP3",1
"DYNC1LI1",1
"DYNLL1",1
