"gene","frequency"
"SERPING1",54
"C1R",53
"HLA-DRA",25
"B2M",21
"CFB",19
"CTSZ",8
"KMT2B",6
"MLLT1",6
"UBXN6",6
"GDPD5",5
"LYPLA2",5
"ORC4",5
"PKN2",5
"PTGDS",5
"RPS5",5
"SHARPIN",5
"SLX4",5
"TESK1",5
"ADGRB2",4
"AP3D1",4
"ARHGDIA",4
"ARIH1",4
"ATP13A2",4
"BRSK2",4
"C10orf10",4
"CREB1",4
"DAPK3",4
"DENND6B",4
"DTX3",4
"EEF1A2",4
"FOSL2",4
"GPAA1",4
"GSK3A",4
"IFT52",4
"LIPA",4
"LSAMP",4
"MAP2K7",4
"NBN",4
"NCAPH2",4
"PACS1",4
"PALM",4
"PAPOLA",4
"PCNX3",4
"PHIP",4
"PLEKHM2",4
"PLXNB2",4
"PTK7",4
"RAI1",4
"RHPN1",4
"RP11-395G23.3",4
"SC5D",4
"SDCBP",4
"SEPT11",4
"SEPT9",4
"SLC39A13",4
"SLC4A2",4
"TBC1D23",4
"TNKS",4
"UBR1",4
"USP12",4
"XAB2",4
"YIPF2",4
"ZBTB48",4
"AASDHPPT",3
"ABCG4",3
"ABHD13",3
"ADAM22",3
"AF186192.5",3
"AFG3L2",3
"ARL5A",3
"ARL6IP4",3
"ARMC1",3
"ATAD2B",3
"ATF2",3
"ATP13A1",3
"B3GAT3",3
"BAP1",3
"BNIP3L",3
"BRI3BP",3
"BRMS1",3
"C19orf25",3
"C7orf73",3
"CACNB4",3
"CADM4",3
"CALM3",3
"CAV2",3
"CBR3-AS1",3
"CC2D1A",3
"CD2AP",3
"CD81",3
"CDH8",3
"CHID1",3
"CIZ1",3
"CKB",3
"CPSF3L",3
"CSTF2T",3
"CTR9",3
"CTSD",3
"CYSTM1",3
"DCLRE1C",3
"DHX30",3
"DNM1",3
"DNM2",3
"DOCK1",3
"E4F1",3
"FAM162A",3
"FAM3C",3
"FAM73A",3
"FBXO3",3
"FSD1L",3
"FXR1",3
"GAA",3
"GRK6",3
"GTF2IRD1",3
"HIPK1",3
"IGSF8",3
"ILF3",3
"JMJD8",3
"JOSD1",3
"JPH4",3
"KATNB1",3
"KCNH2",3
"KIF2A",3
"LINC00672",3
"LMAN1",3
"LMF2",3
"LRP1",3
"LTBP3",3
"MBNL1",3
"MCRIP1",3
"ME1",3
"MED15",3
"MINK1",3
"MOGS",3
"MOK",3
"MTMR7",3
"MYH9",3
"NAA50",3
"NDUFS8",3
"NFIX",3
"NOL4L",3
"NTRK3",3
"PARP2",3
"PIGQ",3
"PIKFYVE",3
"PITPNM1",3
"PLD3",3
"PLPPR2",3
"PNPLA2",3
"POLR2B",3
"POLRMT",3
"PPARD",3
"PRELID3B",3
"PRPF4B",3
"PRUNE2",3
"PSMC2",3
"RAB11FIP2",3
"RBM10",3
"RBM26",3
"RHOT2",3
"RIMS4",3
"RORA",3
"RPL37A",3
"RPS2",3
"SAMD8",3
"SCAP",3
"SCYL2",3
"SETD1A",3
"SH3PXD2B",3
"SHISA5",3
"SLC25A40",3
"SLC8A1",3
"SNHG12",3
"SNRNP48",3
"SNX10",3
"SRP9",3
"STK11IP",3
"TADA3",3
"TAF6",3
"THOC2",3
"TIMM17B",3
"TMEM106B",3
"TMEM132A",3
"TMEM237",3
"TMEM30A",3
"TNFRSF10D",3
"TWF1",3
"U2AF2",3
"UBA5",3
"UBA6",3
"UBALD1",3
"UBIAD1",3
"USP20",3
"VAMP4",3
"VPS28",3
"WDR54",3
"WDR62",3
"XYLT2",3
"YAF2",3
"ZBTB47",3
"ZNF106",3
"ZNF248",3
"ZNF385A",3
"ZNF75D",3
"ABCA8",2
"ABHD12",2
"ABHD17A",2
"AC005329.7",2
"AC005592.1",2
"ACAP3",2
"ACBD5",2
"ACOT7",2
"ACTN4",2
"ADAM19",2
"ADCK4",2
"ADGRG1",2
"ADGRL1",2
"ADGRV1",2
"AES",2
"AF131216.6",2
"AGTPBP1",2
