"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",-8.72937634875472e-17,3.61163108972859,0.787917873676458,-13.5973860546557,6.14376514496566
"c1_3","c1_3",7.83103740583816e-18,2.149218976503,0.194061747825611,-8.79369208467381,4.25367793929383
"c1_7","c1_7",2.34873298059279e-16,2.52393713440915,0.462835211461124,-8.71242557751833,4.29970347651428
"c1_8","c1_8",1.96186899398001e-16,2.69872654611789,-0.499326185527067,-4.27594837627085,10.4214819821277
"c1_10","c1_10",1.37639982083784e-16,2.16225730639206,0.676805665900853,-6.81891007638613,3.13706859880083
