"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",1.10851673923895e-16,6.00421442683924,-1.36938208120514,-5.28991071241701,26.0928835015917
"c1_3","c1_3",1.37739887801535e-16,4.14113970426555,-1.0347574289066,-4.05935511789077,17.4554509245707
"c1_6","c1_6",1.74382366470324e-16,4.2621228979242,-1.14190713855652,-3.43874330870876,18.4120631038644
