,ENSG00000160307,ENSG00000162520,ENSG00000204261,ENSG00000182326,ENSG00000111801,ENSG00000206337,ENSG00000242574,ENSG00000188501,ENSG00000125730,ENSG00000095303,ENSG00000196735,ENSG00000079931,ENSG00000198734,ENSG00000243649,ENSG00000112936,ENSG00000231852,ENSG00000204264,ENSG00000153029,ENSG00000113578,ENSG00000198483,ENSG00000166710,ENSG00000107562,ENSG00000159403,ENSG00000133321,ENSG00000234745,ENSG00000204257,ENSG00000163661,ENSG00000151468,ENSG00000204287,ENSG00000231389,ENSG00000149131,ENSG00000240065,ENSG00000129009,ENSG00000197943,ENSG00000056998,ENSG00000174348,ENSG00000026297,ENSG00000157150,ENSG00000101104,ENSG00000130055,ENSG00000222009,ENSG00000101160,ENSG00000171631,ENSG00000160219,ENSG00000164761,ENSG00000166741,ENSG00000165633,ENSG00000140092,ENSG00000145721,ENSG00000186204,ENSG00000006042,ENSG00000188488,ENSG00000250942,ENSG00000163395,ENSG00000005243,ENSG00000204482,ENSG00000168306,ENSG00000010704,ENSG00000181804,ENSG00000180638,ENSG00000164106,ENSG00000249306,ENSG00000107611,ENSG00000134343,ENSG00000205542,ENSG00000244509,ENSG00000139178,ENSG00000163453,ENSG00000150977,ENSG00000132274,ENSG00000146122,ENSG00000100055,ENSG00000166278,ENSG00000069535,ENSG00000110092,ENSG00000128262,ENSG00000262001,ENSG00000131386,ENSG00000148735,ENSG00000204252,ENSG00000006756,mgs_level
246,6.86533590998387,0.792154143459677,0.660128452883064,19.8038535864919,4.75292486075806,1.0562055246129,2.24443673980242,0.264051381153226,11.4862350801653,0.528102762306451,3.16861657383871,11.8823121518952,0.924179834036289,4.22482209845161,5.67710469479435,0.132025690576613,5.01697624191129,3.56469364556855,38.4194759577943,3.03659088326209,47.1331715358508,2.1124110492258,8.97774695920967,5.01697624191129,34.8547823122258,3.16861657383871,0.792154143459677,1.58430828691935,15.9751085597701,13.5986461293911,35.9109878368387,1.71633397749597,0.264051381153226,1.58430828691935,2.50848812095564,0.264051381153226,6.33723314767741,0.792154143459677,3.56469364556855,4.75292486075806,0.396077071729838,18.4835966807258,0.528102762306451,1.98038535864919,0.396077071729838,0.528102762306451,7.52546436286693,0.924179834036289,103.244090030911,1.32025690576613,19.8038535864919,7.2614129817137,0.264051381153226,0,5.28102762306451,0.792154143459677,4.75292486075806,3.30064226441532,2.37646243037903,0.132025690576613,4.88495055133467,0.264051381153226,22.840444469754,1.0562055246129,103.904218483794,5.1490019324879,2.64051381153226,9.90192679324596,2.90456519268548,11.8823121518952,6.07318176652419,0.264051381153226,1.45228259634274,21.7842389451411,10.0339524838226,0,1.18823121518952,19.8038535864919,0,0.924179834036289,5.41305331364112,MGS1
251,17.9035306364815,1.46483432480303,0.813796847112796,18.7987071683056,5.04554045209933,6.02209666863469,4.23174360498654,0.488278108267677,52.8154153776204,3.01104833431734,4.06898423556398,17.6593915823477,9.11452468766331,6.91727320045876,8.30072784055051,0.895176531824075,6.26623572276853,4.31312328969782,48.2581530337888,3.82484518143014,77.6362192145607,8.54486689468435,18.4731884294605,4.3945029744091,43.0498532122669,8.30072784055051,0.651037477690236,3.5807061272963,29.2966864960606,15.9504182034108,71.4513631765034,1.70897337893687,2.19725148720455,2.52277022604967,2.68552959547223,1.13931558595791,7.1614122545926,1.30207495538047,2.52277022604967,3.1738077037399,1.30207495538047,20.670439916665,0.813796847112796,3.1738077037399,1.54621400951431,2.19725148720455,14.1600651397626,1.70897337893687,115.559152290017,0.244139054133839,24.16976635925,23.8442476204049,0.732417162401516,1.54621400951431,4.88278108267677,0.651037477690236,4.3945029744091,2.7669092801835,2.68552959547223,1.05793590124663,7.73107004757156,0,15.5435197798544,0.813796847112796,87.8900594881819,6.10347635334597,4.80140139796549,16.0317978881221,1.79035306364815,16.1945572575446,9.35866374179715,0.732417162401516,1.79035306364815,28.7270287030817,10.9862574360227,0.406898423556398,2.68552959547223,20.9145789707988,0.244139054133839,3.9876045508527,7.568310678149,MGS1
254,8.33128818233686,1.11083842431158,1.48111789908211,26.5675523147853,6.20218120240633,4.16564409116843,12.1266527987348,1.20340829300421,47.1180631645496,3.23994540424211,8.05357857625897,16.6625763646737,3.98050435378317,7.68329910148844,7.77586897018107,1.01826855561895,4.0730742224758,6.1096113337137,49.7100194879433,3.23994540424211,126.543010502828,4.90620304070948,19.0693929506821,8.60899778841476,59.6149954380549,18.3288340011411,0.647989080848423,3.42508514162738,66.2800259839244,35.2691199718927,69.7051111255517,2.40681658600843,0.925698686926318,4.0730742224758,4.81363317201685,1.85139737385264,11.6638034552716,0.462849343463159,4.0730742224758,6.1096113337137,1.38854803038948,26.1972728400148,1.20340829300421,3.88793448509053,0.555419212155791,0.277709606077895,11.0158143744232,1.01826855561895,125.709881684594,1.01826855561895,19.7173820315306,16.6625763646737,0.277709606077895,0.833128818233686,3.61022487901264,1.85139737385264,3.70279474770527,3.51765501032001,4.16564409116843,0.647989080848423,18.2362641324485,0.277709606077895,26.5675523147853,2.12910697993053,134.226309604316,9.71983621272634,6.75760041456212,22.7721876983874,3.14737553554948,14.6260392534358,9.62726634403371,1.38854803038948,0.647989080848423,32.2143143050359,16.7551462333664,0.462849343463159,1.66625763646737,27.7709606077895,0.185139737385264,3.23994540424211,12.4043624048127,MGS1
264,8.20764545354589,1.58219671393656,1.28553483007345,36.884960893646,8.60319463203003,2.57106966014691,8.8009692212721,0.791098356968279,66.6500365745775,4.35104096332553,8.00987086430382,11.1742642921769,9.49318028361934,9.69095487286141,7.31765980195658,1.28553483007345,6.62544873960933,7.31765980195658,60.1234751295892,3.55994260635725,116.983669536684,3.36216801711518,22.3485285843539,9.69095487286141,68.8255570562402,9.69095487286141,0.692211062347244,3.95549178484139,43.8070715171184,28.9739773239632,100.667265924213,1.58219671393656,2.47218236552587,5.53768849877795,5.14213932029381,2.57106966014691,9.98761675672452,1.48330941931552,7.61432168581968,9.29540569437727,2.86773154401001,33.0283564034256,1.77997130317863,7.51543439119865,1.18664753545242,0.19777458924207,14.6353196039132,2.47218236552587,142.199929665048,3.26328072249415,31.0506105110049,62.496770200494,0.988872946210348,1.08776024083138,7.21877250733554,0.791098356968279,5.63657579339898,4.5488155525676,5.63657579339898,0.692211062347244,10.3831659352087,0.692211062347244,47.6636760073388,1.77997130317863,140.51884565649,12.2620245330083,8.30653274816692,27.1940060207846,3.55994260635725,20.2718953973121,21.0629937542804,0.791098356968279,2.66995695476794,36.5882990097829,12.3609118276294,0.395549178484139,4.35104096332553,37.5771719559932,0.593323767726209,2.47218236552587,10.1853913459666,MGS1
265,9.83585378158155,0.724747120748114,1.55302954446024,23.2954431669037,8.2828242371213,3.31312969484852,8.80050075194139,1.03535302964016,62.7423935961939,4.76262393634475,10.5606009023297,15.6338307475665,10.6641362052937,5.28030045116483,10.4570655993656,0,5.79797696598491,6.72979469266106,44.9343214863831,1.96717075631631,160.169113685333,4.65908863338073,13.8737305971782,9.21464196379745,46.1767451219513,8.38635954008532,0.724747120748114,3.93434151263262,78.3762243437603,39.5504857322542,50.3181572405119,2.38131196817237,1.96717075631631,4.03787681559664,2.69191787706442,0.724747120748114,12.941912870502,1.34595893853221,4.86615923930877,8.48989484304934,0.931817726676147,24.2272608935798,0.414141211856065,4.4520180274527,0.621211817784098,0.414141211856065,9.11110666083343,0.310605908892049,110.368632959641,2.38131196817237,19.8787781690911,52.2853279968282,0.931817726676147,1.55302954446024,3.52020030077655,1.55302954446024,4.24494742152467,3.52020030077655,3.93434151263262,0.414141211856065,6.72979469266106,0.724747120748114,32.8206910395932,0.310605908892049,144.224677028875,9.83585378158155,5.38383575412885,17.3939308979547,4.03787681559664,24.0201902876518,12.424236355682,1.03535302964016,1.13888833260418,28.6792789210325,11.2853480230778,0,2.17424136224434,44.9343214863831,0.207070605928033,4.55555333041672,6.72979469266106,MGS1
266,5.10691921144141,1.04222841049825,0.521114205249124,18.1347743426695,4.37735932409264,3.96046795989334,2.91823954939509,0.416891364199299,18.8643342300183,1.87601113889684,4.27313648304281,15.2165347932744,8.54627296608563,3.43935375464422,7.81671307873685,0.312668523149474,5.52381057564071,3.85624511884351,33.4555319769937,3.54357659569404,92.4456600111945,5.62803341669053,9.48427853553405,4.69002784724211,60.8661391730976,4.69002784724211,0.416891364199299,4.27313648304281,37.4159999368871,19.0727799121179,47.6298383597699,1.14645125154807,0.729559887348773,1.04222841049825,1.56334261574737,0.416891364199299,8.33782728398598,1.2506740925979,4.89847352934176,6.46181614508913,1.14645125154807,15.6334261574737,0.416891364199299,4.16891364199299,0.833782728398598,1.14645125154807,8.4420501250358,0.625337046298948,86.6091809124043,0.625337046298948,21.2614595741642,22.9290250309614,1.56334261574737,0.521114205249124,3.02246239044492,0.312668523149474,4.06469080094316,2.18867966204632,4.06469080094316,0.938005569448422,8.75471864818527,0.104222841049825,29.2866183350007,0.729559887348773,95.15545387849,7.50404455558738,4.69002784724211,15.9460946806232,2.50134818519579,16.675654567972,10.9433983102316,0.625337046298948,1.2506740925979,26.3683787856057,10.109615581833,0.416891364199299,1.77178829784702,22.4079108257123,0,2.70979386729544,4.37735932409264,MGS1
286,11.6171687299202,1.05610624817456,0.792079686130923,26.9307093284514,3.69637186861097,2.37623905839277,5.41254452189464,1.18811952919638,28.646881981735,1.84818593430549,6.07261092700374,4.35643827372007,7.7887835802874,7.92079686130923,5.28053124087282,0.792079686130923,3.82838514963279,4.62046483576371,40.2640507116552,4.35643827372007,74.8515303393722,2.24422577737095,19.141925748164,4.88449139780736,54.9175249050773,6.20462420802556,0.396039843065461,2.37623905839277,25.742589799255,23.6303773029059,73.1353576860885,1.71617265328367,1.45214609124002,1.84818593430549,3.30033202554551,3.56435858758915,10.6930757627675,1.3201328102182,4.35643827372007,5.54455780291646,1.98019921532731,20.9901116824694,1.05610624817456,3.43234530656733,0.396039843065461,0.528053124087282,8.05281014233105,1.84818593430549,95.3135888977543,2.50825233941459,19.5379655912294,25.8746030802768,0.528053124087282,0.528053124087282,5.01650467882918,0.924092967152743,2.64026562043641,2.77227890145823,3.30033202554551,0.528053124087282,6.33663748904738,0.264026562043641,33.0033202554551,0.924092967152743,115.379607613071,10.9571023248111,8.58086326641833,13.993407788313,1.3201328102182,8.05281014233105,9.37294295254925,0.528053124087282,1.3201328102182,27.4587624525386,11.8811952919638,0,1.05610624817456,18.7458859050985,0.13201328102182,2.64026562043641,5.67657108393828,MGS1
288,4.34793395952983,1.29262901499536,1.05760555772347,27.2627210435384,6.58065680361272,3.4078401304423,0,0.705070371815648,15.0415012654005,1.4101407436313,0.235023457271883,11.5161494063223,3.99539877362201,6.11060988906895,9.98849693405502,1.05760555772347,5.99309816043301,5.64056297452519,43.4793395952983,2.46774630135477,102.235203913269,5.4055395172533,15.2765247226724,5.4055395172533,70.6245489102008,2.35023457271883,0.235023457271883,4.46544568816577,1.64516420090318,8.46084446178778,68.7443612520257,2.58525802999071,0.587558643179707,1.997699386811,8.2258210045159,1.05760555772347,7.40323890406431,0.705070371815648,5.05300433134548,6.11060988906895,1.52765247226724,20.6820642399257,0.352535185907824,4.23042223089389,0.470046914543766,0.352535185907824,10.8110790345066,1.05760555772347,128.55783112772,0.705070371815648,27.0276975862665,20.094505596746,0.940093829087531,0.82258210045159,5.28802778861736,0.235023457271883,4.58295741680171,3.99539877362201,3.52535185907824,0.82258210045159,7.75577408997213,0.352535185907824,29.0253969730775,0.470046914543766,131.260600886347,11.1636142204144,6.58065680361272,17.0392006522115,2.23272284408289,17.6267592953912,9.40093829087531,0,1.17511728635941,39.4839408216763,17.5092475667553,0.235023457271883,2.82028148726259,20.094505596746,0,2.11521111544695,12.5737549640457,MGS1
291,3.96707068985916,0.976509708273024,1.28166899210834,22.1545640064442,7.07969538497942,4.33326183046154,3.29572026542146,0.549286710903576,46.9334978538722,2.50230612744962,4.15016626016035,10.2533519368667,4.27222997369448,5.98112196317227,6.40834496054172,1.22063713534128,5.12667596843337,5.67596267933695,42.966427164013,3.0515928383532,83.4915800573435,3.41778397895558,20.1405127331311,6.7745361011441,53.463906527948,5.37080339550163,0.549286710903576,2.99056098158614,31.8586292324074,14.8307411943965,70.2476671388906,1.58682827594366,1.95301941654605,2.25817870038137,3.17365655188733,1.70889198947779,10.7416067910033,1.03754156504009,3.96707068985916,6.89659981467823,1.15960527857422,20.9339268711029,1.22063713534128,3.47881583572265,1.03754156504009,0.549286710903576,11.0467660748386,1.28166899210834,93.1956452833067,0.488254854136512,23.1921055714843,30.6379920970661,0.61031856767064,0.793414137971832,3.90603883309209,0.732382281204768,4.76048482783099,3.41778397895558,3.29572026542146,1.34270084887541,5.43183525226869,0.366191140602384,29.7225142455602,1.09857342180715,83.918803054713,7.20175909851355,8.72755551769015,8.84961923122428,3.29572026542146,9.52096965566198,10.0092245097985,0.488254854136512,2.1971468436143,24.6568701338939,15.1969323349989,0.30515928383532,4.15016626016035,16.4786013271073,0.366191140602384,3.41778397895558,5.73699453610401,MGS1
292,5.62881731562275,0.922756936987336,0.184551387397467,16.5173491720733,5.35199023452655,2.30689234246834,2.67599511726327,0.276827081096201,30.9123573890758,2.76827081096201,0.922756936987336,11.9035644871366,3.78330344164808,3.50647636055188,11.442186018643,0.276827081096201,5.16743884712908,4.79833607233415,38.2021371912757,3.78330344164808,60.5328550663692,4.89061176603288,12.9185971178227,3.78330344164808,43.9232302005972,3.50647636055188,0.461378468493668,3.41420066685314,11.8112887934379,11.2576346312455,67.0844293189793,1.19958401808354,1.1073083243848,1.47641109917974,3.87557913534681,0.553654162192402,8.58163951398222,2.12234095507087,3.96785482904554,4.06013052274428,1.93778956767341,19.1010685956379,0.553654162192402,3.50647636055188,0.461378468493668,0.461378468493668,11.442186018643,0.922756936987336,105.747944978749,3.04509789205821,22.3307178750935,29.8973247583897,0.830481243288602,0.645929855891135,4.52150899123795,0.184551387397467,5.81336870302022,2.12234095507087,2.58371942356454,0.645929855891135,8.67391520768096,0.276827081096201,21.5925123255037,0.553654162192402,94.6748617349007,8.48936382028349,3.96785482904554,13.1031485052202,2.67599511726327,11.8112887934379,14.7641109917974,0.276827081096201,1.1073083243848,26.1140213167416,9.96577491946323,0.184551387397467,1.47641109917974,30.5432546142808,0.0922756936987336,1.84551387397467,7.65888257699489,MGS1
293,2.59370517314964,1.29685258657482,1.37790587323575,28.8549700512898,4.6200373396728,2.26949202650594,2.26949202650594,0.0810532866609263,27.477064178054,0.810532866609263,4.13371761970724,8.99691481936282,1.2157992999139,16.2106573321853,9.96955425929394,2.35054531316686,8.59164838605819,4.53898405301188,24.8833590049044,5.02530377297743,93.6165460933699,6.07899649956948,48.1456522765902,9.32112796600653,65.4910556220285,4.45793076635095,0.972639439931116,3.32318475309798,29.1791831979335,16.453817192168,111.12405601213,2.35054531316686,0.810532866609263,2.7558117464715,4.45793076635095,2.10738545318408,6.32215635955226,0.648426293287411,3.72845118640261,5.59267677960392,2.59370517314964,25.0454655782262,1.5400124465576,2.7558117464715,2.59370517314964,1.29685258657482,8.02427537943171,1.45895915989667,99.4523827329566,0.729479579948337,22.3707071184157,9.32112796600653,1.2157992999139,0.0810532866609263,3.89055775972446,0.972639439931116,5.75478335292577,2.51265188648872,2.83686503313242,1.78317230654038,3.56634461308076,0.0810532866609263,26.6665313114448,0.810532866609263,102.046087906106,7.29479579948337,17.5075099187601,13.6980054456966,4.78214391299465,11.4285134191906,6.24110307289133,1.5400124465576,1.86422559320131,33.7992205376063,11.4285134191906,0.648426293287411,2.59370517314964,21.8843873984501,0.0810532866609263,0.810532866609263,11.7527265658343,MGS1
295,5.10730622623277,0.71681490894495,0.627213045326832,24.4613087677464,4.83850063537841,3.67367640834287,2.8672596357798,0.627213045326832,23.4756882679471,3.04646336301604,5.91372299879584,12.4546590429185,2.77765777216168,6.54093604412267,10.3938161797018,1.25442609065366,5.82412113517772,6.36173231688643,37.3639771287555,4.7488987717603,77.9536213477634,2.77765777216168,18.2787801780962,6.45133418050455,51.7002753076545,7.79536213477633,1.16482422703554,4.21128759005158,25.3573274039276,21.5940491319666,86.734603982339,1.97124099959861,0.627213045326832,1.70243540874426,3.22566709025228,1.52323168150802,12.9026683610091,0.806416772563069,4.65929690814218,5.28650995346901,2.06084286321673,25.2677255403095,1.16482422703554,4.65929690814218,0.71681490894495,0.448009318090594,9.22899195266624,1.88163913598049,92.9171325719892,1.25442609065366,27.0597628126719,15.7699279967889,0.985620499799307,0.179203727236238,4.39049131728782,0.358407454472475,6.54093604412267,2.59845404492544,3.04646336301604,0.985620499799307,2.32964845407109,0.268805590854356,31.7190597208141,0.896018636181188,112.808746295212,10.9314273614105,9.58739940713871,22.4004659045297,3.40487081748851,15.5011224059346,11.289834815883,0.896018636181188,1.52323168150802,27.5077721307625,8.15376958924881,0.71681490894495,1.97124099959861,27.4181702671444,0.179203727236238,2.32964845407109,9.58739940713871,MGS1
307,6.98990600492255,0.455863435103645,2.20333993633428,24.8445572131486,5.47036122124374,4.17874815511674,8.58542802778531,0.151954478367882,33.5059624801179,2.27931717551822,11.4725631167751,19.1462642743531,1.51954478367882,15.6513112718918,3.7228847200131,1.29161306612699,7.0658832441065,6.76197428737073,57.5147700622432,2.50724889307005,203.619001012961,1.97540821878246,24.0088075821253,6.83795152655467,78.4085108378269,9.19324594125684,0.607817913471526,2.27931717551822,67.999629069627,28.8713508898975,90.7928008248093,1.6714992620467,0.607817913471526,3.49495300246128,3.41897576327734,0.91172687020729,16.1071747069955,0.455863435103645,7.36979220084226,4.93852054695615,1.06368134857517,17.8546512082261,0.531840674287586,2.50724889307005,0.683795152655467,0.379886195919704,8.73738250615319,3.26702128490945,55.0075211691731,0.303908956735763,20.0579911445604,10.7887679641196,0.759772391839408,0.227931717551822,3.87483919838098,0.531840674287586,4.02679367674886,2.35529441470217,6.45806533063497,2.0513854579664,6.61001980900285,0.227931717551822,27.8076695413223,3.79886195919704,128.40153422086,5.01449778614009,10.9407224424875,16.1071747069955,2.35529441470217,8.35749631023349,11.7764720735108,0.455863435103645,2.27931717551822,38.1405740703383,4.63461159022039,0.303908956735763,5.09047502532403,36.3171203299237,0.151954478367882,4.02679367674886,9.04129146288896,MGS1
308,9.41058896247917,1.06938510937263,0.748569576560843,34.7550160546106,2.13877021874527,1.81795468593348,3.42203234999243,0.427754043749053,70.0447246639075,5.13304852498864,2.99427830624337,105.334433273204,6.63018767811033,6.20243363436127,22.0293332530762,0.64163106562358,6.30937214529854,4.3844789484278,43.6309124624034,2.24570872968253,159.980012362146,3.42203234999243,28.8733979530611,9.30365045154191,59.9925046358047,3.63590937186695,0.32081553281179,1.92489319687074,52.5068088701963,22.0293332530762,96.1377213325997,1.06938510937263,0.64163106562358,4.70529448123959,3.31509383905516,2.13877021874527,13.5811908890324,0.427754043749053,13.2603753562207,11.1216051374754,1.71101617499621,25.6652426249432,0.64163106562358,2.45958575155706,0.855508087498107,1.28326213124716,11.1216051374754,3.42203234999243,41.1713267108464,0.64163106562358,28.9803364639984,17.0032232390249,0.64163106562358,0.427754043749053,6.09549512342401,1.06938510937263,4.70529448123959,1.60407766405895,11.8701747140362,0.64163106562358,17.0032232390249,0.427754043749053,29.3011519968102,6.73712618904759,140.303326349689,3.52897086092969,5.2399870359259,22.9917798515116,1.49713915312169,18.6073009030838,10.2660970499773,0.213877021874527,0.748569576560843,49.1917150311411,8.66201938591833,1.39020064218442,11.1216051374754,56.6774107967496,2.45958575155706,2.56652426249432,12.6187442905971,MGS1
311,1.83856750639868,0.668570002326793,1.58785375552613,31.9242176111044,6.76927127355878,3.76070626308821,5.59927376948689,0.167142500581698,21.3106688241665,1.33714000465359,6.51855752268623,4.67999001628755,1.50428250523528,7.35427002559472,7.43784127588557,0.835712502908491,6.26784377181368,4.429276265415,51.1456051779997,2.17285250756208,128.198297946163,3.25927876134312,20.3078138206763,5.93355877065029,57.4970202001042,6.10070127123199,1.08642625378104,3.25927876134312,33.3449288660488,17.4663913107875,69.3641377414048,1.25356875436274,0.91928375319934,2.50713750872547,2.92499376017972,3.09213626076142,12.7028300442091,0.0835712502908491,5.76641627006859,4.17856251454246,0.91928375319934,15.8785375552613,0.417856251454246,2.75785125959802,0.752141252617642,0.417856251454246,8.85855253083001,0.91928375319934,73.5427002559472,1.50428250523528,21.2270975738757,15.7949663049705,1.08642625378104,0.334285001163396,4.34570501512415,0.584998752035944,3.92784876366991,3.67713501279736,3.50999251221566,1.67142500581698,4.5964187659967,0.334285001163396,28.4142250988887,2.17285250756208,90.7583778158621,6.43498627239538,9.8614075343202,14.7085400511894,2.08928125727123,12.5356875436274,10.3628350360653,0.752141252617642,0.752141252617642,24.2356625843462,8.60783877995746,0.835712502908491,4.84713251686925,23.817806332892,0.167142500581698,2.25642375785293,7.43784127588557,MGS1
313,6.69447001944306,0.803336402333167,1.24963440362937,43.1123869252133,8.03336402333167,4.01668201166583,5.89113361710989,1.24963440362937,24.9034284723282,2.49926880725874,4.73075881373976,14.460055241997,4.10594161192508,14.9063532432932,14.1922764412193,0.803336402333167,6.06965281762837,5.44483561581369,40.4345989174361,5.44483561581369,137.638303599749,2.8563072082957,33.2045712964376,12.4070844360345,35.8823593042148,6.06965281762837,0.357038401036963,3.57038401036963,34.3649460998077,12.4963440362937,103.184097899682,1.07111520311089,1.24963440362937,2.32074960674026,4.90927801425824,0.535557601555445,9.99707522903497,1.24963440362937,6.69447001944306,6.33743161840609,1.42815360414785,25.7960244749206,0.624817201814685,2.49926880725874,1.16037480337013,0.803336402333167,7.76558522255395,1.07111520311089,151.741320440709,2.49926880725874,24.8141688720689,23.0289768668841,1.78519200518482,0.267778800777722,3.74890321088811,0.535557601555445,5.35557601555445,3.21334560933267,6.33743161840609,2.23149000648102,5.26631641529521,0,38.560147311992,0.892596002592408,145.671667623081,9.99707522903497,9.72929642825724,19.5478524567737,2.4100092069995,20.9760060609216,9.46151762747952,0.535557601555445,1.33889400388861,60.9643069770614,8.30114282410939,0.803336402333167,4.64149921348052,43.1123869252133,0.178519200518482,2.76704760803646,7.2300276209985,MGS1
314,3.39269041550033,0.753931203444518,1.13089680516678,29.7802825360585,7.84088451582299,3.31729729515588,12.3644717364901,0.150786240688904,41.3908230691041,3.61886977653369,28.3478132495139,11.0827886906344,3.54347665618924,5.72987714617834,14.2492997451014,0.678538083100067,6.86077395134512,8.97178132098977,66.7229115048399,3.39269041550033,155.611400390949,5.42830466480053,20.0545700116242,9.65031940408984,69.5878500779291,13.5707616620013,0.376965601722259,4.74976658170047,84.8926535078528,36.9426289687814,70.0402087999958,2.33718673067801,0.527751842411163,3.76965601722259,4.14662161894485,1.13089680516678,18.2451351233573,0.527751842411163,5.88066338686724,12.1382923754567,2.26179361033356,24.8043365933247,0.904717444133422,4.44819410032266,0.678538083100067,0.452358722066711,9.95189188546764,1.8848280086113,98.0110564477874,2.94033169343362,19.9037837709353,9.87649876512319,0.678538083100067,0.980110564477874,4.52358722066711,2.71415233240027,4.29740785963376,3.31729729515588,5.50369778514499,1.20628992551123,4.44819410032266,0.0753931203444518,49.0055282238937,0.82932432378897,137.215479026902,10.0272850058121,11.6105405330456,19.526818169213,4.74976658170047,30.3834274988141,7.84088451582299,2.26179361033356,1.73404176792239,24.0504053898801,10.178071246501,0.452358722066711,3.61886977653369,41.8431817911708,0.226179361033356,5.88066338686724,7.08695331237847,MGS1
315,13.2738529051519,0.507281002744658,0.591827836535435,29.5913918267717,5.49554419640046,2.62095184751407,12.5974782348257,0.676374670326211,19.7839591070417,2.79004551509562,5.58009103019124,12.851118736198,2.28276451235096,3.72006068679416,6.00282519914512,0.169093667581553,4.31188852332959,3.97370118816649,46.3316649173454,2.45185817993251,127.665719024072,4.73462269228348,18.8539439353431,5.66463786398202,42.5270573967605,16.3175389216198,0.507281002744658,3.88915435437571,56.1390976370755,26.6322526440946,64.5092341823624,1.09910883928009,0.93001517169854,2.8745923488864,4.31188852332959,1.01456200548932,15.8102579188752,0.93001517169854,4.39643535712037,5.66463786398202,1.60638984202475,24.0113007965805,0.676374670326211,4.14279485574804,0.845468337907764,0.845468337907764,8.03194921012375,2.28276451235096,131.80851387982,0.845468337907764,24.5185817993251,16.4866325892014,0.591827836535435,0.591827836535435,4.56552902470192,0.845468337907764,4.14279485574804,2.95913918267717,3.88915435437571,1.18365567307087,20.6294274449494,0.169093667581553,34.3260145190552,1.4372961744432,124.030205171069,8.28558971149608,6.93284037084366,23.0812856248819,2.95913918267717,18.0084755974354,9.21560488319462,1.09910883928009,0.422734168953882,41.8506827264343,11.2447288941733,0,4.81916952607425,19.8685059408324,0.169093667581553,2.53640501372329,10.9065415590102,MGS1
316,7.01116946215452,0.494906079681496,0.577390426295078,18.4764936414425,4.70160775697421,1.64968693227165,2.3920460517939,0.577390426295078,19.8787275338734,1.56720258565807,4.94906079681496,8.33091900797184,3.38185821115689,3.2993738645433,2.96943647808897,0.907327812749408,4.12421733067913,6.26881034263228,21.6108988127586,2.06210866533956,76.7104423506318,2.30956170518031,14.6822136972177,4.28918602390629,38.5201898685431,6.02135730279153,0.247453039840748,3.7942799442248,34.6434255777047,18.1465562549882,45.1189375976297,1.64968693227165,0.742359119522243,1.73217127888523,1.8971399721124,0.494906079681496,9.23824682072125,1.23726519920374,2.72198343824823,3.46434255777047,1.64968693227165,18.8064310278968,0.494906079681496,3.95924863745196,0,0.494906079681496,7.34110684860885,0.989812159362991,58.9763078287115,1.31974954581732,18.3940092948289,30.1067865139576,0.0824843466135826,0.32993738645433,3.95924863745196,0.494906079681496,2.14459301195315,2.22707735856673,2.72198343824823,0.824843466135826,4.78409210358779,0.247453039840748,38.4377055219295,0.659874772908661,101.950652414388,6.68123207570019,7.91849727490393,17.7341345219203,1.64968693227165,12.9500424183325,6.10384164940511,0.494906079681496,1.97962431872598,22.1882892390537,2.06210866533956,0.164968693227165,1.81465562549882,17.981587561761,0.247453039840748,2.30956170518031,5.1965138366557,MGS1
317,4.79092783972817,0.479092783972817,0.766548454356507,23.9546391986409,6.32402474844119,3.16201237422059,2.49128247665865,0.766548454356507,31.4284866286168,1.14982268153476,6.0365690780575,8.9111257818944,0.766548454356507,8.81530722509983,7.37802887318138,1.91637113589127,4.88674639652274,6.89893608920857,55.2873072704631,3.64110515819341,106.646053712349,1.91637113589127,26.6375587888886,8.9111257818944,44.3639917958829,6.803117532414,0.862367011151071,2.39546391986409,37.6566928202634,16.672428882254,65.8273485178651,1.72473402230214,0.479092783972817,2.01218969268583,1.34145979512389,2.01218969268583,9.58185567945634,0.0958185567945634,4.12019794216623,8.43203299792158,1.53309690871301,22.5173608467224,1.14982268153476,3.25783093101516,1.53309690871301,0.766548454356507,9.58185567945634,1.43727835191845,65.4440742906868,1.0540041247402,26.7333773456832,11.4982268153476,0.28745567038369,0.383274227178254,2.68291959024778,0.958185567945634,6.13238763485206,3.06619381742603,4.69510928293361,0.766548454356507,4.88674639652274,0.574911340767381,33.4406763213026,0.862367011151071,95.8185567945634,6.89893608920857,12.073138156115,17.6306144501997,3.25783093101516,17.9180701205834,9.48603712266178,0.958185567945634,0.958185567945634,33.4406763213026,8.81530722509983,0.191637113589127,4.9825649533173,34.1114062188646,0.191637113589127,2.77873814704234,4.69510928293361,MGS1
