sample_id,z0,z1,z2,z3,mgs_level
518,0.0103038475,-0.023426356,0.019137599,-0.0018122643,MGS1
526,0.00039100274,-0.0050689057,0.004328586,0.008897228,MGS1
11,-0.0069702454,-0.00433301,0.009062879,0.0012487136,MGS4
33,0.0035764612,0.011482073,0.024813723,-0.009831112,MGS4
46,0.010557372,-0.00989202,0.015528571,-0.003212601,MGS4
47,-0.017056629,0.009182427,0.010788236,-0.018177439,MGS4
60,-0.0015734583,0.01796524,0.0059290174,0.0019743107,MGS4
73,-0.0148038175,0.008588903,-0.006148953,0.00031517446,MGS4
94,0.0035610422,0.0001611337,0.01840632,-0.0079036765,MGS4
95,-0.008715436,0.031019716,0.024259996,-0.0067974813,MGS4
106,0.0006715916,0.0030703582,0.011022296,-0.0015717931,MGS4
107,-0.023056468,0.022620251,-0.036761444,0.00047878549,MGS4
116,0.0040274374,0.0019628294,-0.0012600981,-0.0013388358,MGS4
124,-0.010229727,0.011803037,-0.005773252,0.0074943863,MGS4
125,0.007090889,-0.0011856183,0.002379354,0.014730854,MGS4
133,-0.020391107,0.00043930672,-0.007839851,-0.0026067942,MGS4
148,0.006055888,0.006458847,0.005022049,0.0004991591,MGS4
150,-0.029513517,0.0372461,-0.027305568,-0.004701499,MGS4
157,0.014347497,-0.011434974,0.021406207,0.014733141,MGS4
160,-0.0052210577,0.0110868625,-0.008214306,-0.011508372,MGS4
178,-0.0028602704,0.020073606,0.022025991,0.0016269274,MGS4
198,0.0022387616,-0.003010597,0.01813637,-0.007331006,MGS4
203,-0.0025703497,0.00850332,0.0052692015,-0.005189143,MGS4
209,0.008435193,-0.0036721556,0.0011559054,0.0035394728,MGS4
223,0.009180263,-0.010654437,0.019775145,-0.0113681555,MGS4
224,-0.0034883916,-0.004648553,0.0076688007,-0.010250285,MGS4
226,0.0025193542,-0.013450266,-0.0035258625,-0.0056139715,MGS4
228,-0.004384022,0.02899771,0.015289884,-0.013840962,MGS4
232,-0.009683304,0.003684938,-0.0024500526,0.0020376109,MGS4
234,0.0028836578,-0.009144476,0.0150813125,0.010688754,MGS4
249,-0.013054024,0.008744732,0.019146126,-0.005904902,MGS4
253,-0.0009215586,-0.0055153025,-0.013805453,-0.0070671104,MGS4
270,0.0005567521,-0.0053944197,-0.010774341,0.007704178,MGS4
272,0.0085979365,-0.0008052606,0.009680886,0.005369231,MGS4
280,-0.002428636,-0.0083585065,0.007481698,-0.021521159,MGS4
284,0.011663284,-0.011913905,0.009825941,0.012187071,MGS4
294,-0.045502413,0.025667721,-0.019256728,0.0018039718,MGS4
300,0.006413199,-0.0008312855,-0.007915951,0.003778439,MGS4
302,0.01736373,-0.0015059635,-0.004779201,0.00047663972,MGS4
334,-0.003345307,-0.0021859137,-0.01135558,0.013357086,MGS4
364,-0.010752756,0.01890765,-0.009805743,0.012792617,MGS4
383,0.011493411,-0.016122082,-0.006899826,0.023112629,MGS4
388,-0.0030017495,-0.010395077,0.011168942,0.011554154,MGS4
397,0.0024753474,0.010582373,0.005133599,0.011038763,MGS4
403,0.0075613894,0.001515422,0.0029648095,0.012928296,MGS4
411,-0.02031481,-0.008883459,-0.0098243505,0.0038439631,MGS4
416,0.0018743835,0.0064694975,-0.002363177,-0.012685515,MGS4
417,-0.006372731,0.0103987325,-0.009390334,-0.0147203505,MGS4
419,-0.007825363,0.0015156083,-0.00351266,-0.026391517,MGS4
420,0.0009926781,-0.009554078,-0.0023074653,-0.014516566,MGS4
428,-0.036837265,0.03751696,-0.02411798,-0.026779015,MGS4
437,-0.008070417,-0.010775706,0.03306389,0.0014684536,MGS4
451,-0.0022765584,-0.01761366,0.0025598109,-0.0018474795,MGS4
459,-0.009721579,0.005675448,-0.011598068,-0.00057465583,MGS4
473,-0.003722947,0.0146693345,0.014171388,-0.0116071515,MGS4
477,-0.006866388,-0.0007796157,-0.005689921,0.005617095,MGS4
484,-0.019099863,-0.0013385881,-0.007920759,-0.008298174,MGS4
497,-0.0017737411,0.0073846783,-0.007376248,-0.008401398,MGS4
509,0.008593693,0.0034202598,0.0046332944,0.015208237,MGS4
515,-0.02094473,0.009146189,-0.019614443,-0.0040529743,MGS4
516,-0.014247077,-0.01300678,-0.015583594,-0.006638225,MGS4
521,-0.010950007,-0.007306113,0.006183047,-0.00423095,MGS4
523,-0.015117267,0.014824798,-0.023013065,-0.021274183,MGS4
