sample_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,mgs_level
404,3.1879363,2.454377,2.827254,1.3937804,2.7333727,0.35085896,2.2679446,0.0,2.082034,1.4733564,0.6086398,0.080735765,0.052118853,3.225962,0.13434942,3.0367508,MGS1
405,3.8465457,0.6821748,1.5056896,1.5449096,2.397116,0.8106062,0.5102701,0.0,5.8182373,2.6421623,4.205077,1.5647956,1.7075136,1.574558,0.3988497,1.9700809,MGS1
406,1.4112371,3.3539064,2.4093192,1.5548756,1.8315853,0.8653153,3.527712,0.0,6.2048206,1.2205738,5.988941,0.0,1.7383654,2.5959847,0.5634639,0.9525746,MGS1
413,3.5391665,1.934747,3.2701626,1.0250024,4.480795,0.5111117,2.1091669,0.0,1.2676072,3.173888,0.9246808,0.63131523,0.8253285,3.1800115,0.67151093,3.5462587,MGS1
414,0.66730934,2.112136,4.406431,2.76431,4.2549396,0.8531044,4.1515536,0.0,3.656861,3.746197,5.490432,0.8408391,1.777607,1.7311805,0.85830444,1.064835,MGS1
415,3.0252442,0.6301122,3.0816522,0.9354745,3.5615373,0.6110916,1.8054237,0.0,4.693808,3.7824726,3.5041163,2.1896098,2.296887,0.8878372,0.36446837,1.1352825,MGS1
425,3.7010195,3.3536632,2.4993746,0.94607246,2.6346388,0.6387867,2.3599195,0.0,2.0884829,0.9415599,0.34751904,0.0082943365,0.7741744,4.0722036,0.43055013,3.1917732,MGS1
447,3.5523436,0.47976294,2.853822,3.8181767,1.9812044,0.8134335,1.2328645,0.0,4.441545,2.5650067,3.8058832,3.2410085,2.0668657,1.495556,0.64481986,2.0453548,MGS1
452,5.526511,1.3218378,2.4814966,2.632691,1.9693987,1.9094143,0.7645689,0.0,2.7219775,1.3403627,0.5023929,1.2725586,0.0,3.3532047,1.228048,3.88359,MGS1
466,2.0188715,4.214381,1.9752988,1.3433894,1.1539079,0.2621428,2.5150027,0.0,2.0827415,0.0,2.1389482,1.4644061,3.4968705,4.1667366,0.41431552,1.8847282,MGS1
468,2.798049,1.6585722,4.222333,2.8256269,3.3241065,0.8390091,3.1211922,0.0,4.526354,3.351771,3.858702,2.960829,3.0970044,1.8835404,0.74607545,1.3600681,MGS1
480,3.7284806,2.2062016,3.9278915,1.6411905,3.935805,1.1525745,2.7926211,0.0,1.2165844,2.5404608,0.7463901,0.51499456,0.2615813,3.3729036,0.9761609,3.3331451,MGS1
490,1.3504758,4.4722877,4.0189924,1.2366266,1.5238031,0.9232364,3.2157161,0.0,0.63340276,0.0,3.1721036,1.5834277,3.6897168,3.9331417,0.7903463,0.98257756,MGS1
491,0.0,3.8070116,3.9395587,3.2995298,0.9311655,0.3323051,3.725757,0.0,2.6521895,0.22659439,5.063903,1.9063092,3.6013293,2.4375355,0.14442888,0.0,MGS1
495,2.7203763,3.241787,3.2446694,0.98697996,1.8769724,0.3976788,2.4711914,0.0,1.0194408,0.25804842,0.8367429,0.0,0.48350656,3.1484718,0.0,2.0323522,MGS1
499,4.8575583,1.7578946,3.2096677,0.80208766,3.364729,0.91053206,1.6619315,0.0,2.221073,2.3265088,0.0,1.6045314,1.4577374,3.124324,0.783114,3.1777585,MGS1
501,1.0541468,1.7784566,1.5137011,2.642501,2.150685,0.44353345,1.9335251,0.0,5.168443,1.9904449,5.877493,0.32510054,1.3034542,1.698403,0.3852956,1.5660354,MGS1
503,4.9328384,1.6653421,3.239397,1.2335883,3.148507,1.0351858,1.7246337,0.0,2.289388,2.3290377,0.0,1.9329599,1.5628543,3.0519981,0.86363703,3.0556607,MGS1
506,4.4979687,2.8194177,2.7576644,0.0,2.9813085,1.3027256,2.2764373,0.0,3.17571,1.3913116,0.768234,0.0,0.052587107,3.6243496,0.6854017,2.9666388,MGS1
517,3.359357,2.1396213,1.0763253,2.7736487,1.1279006,0.56823677,1.2583243,0.0,6.3077607,1.6194695,4.7830696,2.7987006,3.555736,2.773633,0.47535598,2.1312804,MGS1
518,5.058507,1.0204657,1.7534136,1.9640975,2.5499637,0.8907007,0.26475003,0.0,2.530752,2.028443,0.4999527,1.3986638,0.59012246,2.7839262,0.57677615,3.5139394,MGS1
526,4.5974426,3.001692,2.460616,1.2829989,1.6012613,1.4570324,1.6600989,0.0,2.1327205,0.50352263,0.16169542,2.6884186,3.2360094,4.154356,1.406594,2.8392916,MGS1
11,2.876238,2.437816,0.89834,2.2889051,0.4835906,0.63227654,1.109933,0.0,2.8562136,0.14809701,2.1155257,1.0488693,1.2577655,3.3786683,0.63849586,2.856939,MGS4
33,0.39790812,3.2637787,2.0492153,0.79716223,2.9530761,0.2877347,2.2552476,0.0,1.2172687,1.2591068,3.507523,0.20559809,2.7711105,3.0400894,0.6254658,1.4103084,MGS4
46,3.846286,1.027931,0.8169455,0.0,2.9756937,0.742186,0.078704864,0.0,2.6491704,2.2803652,0.88419694,1.2848703,2.3695352,2.2750502,0.8811482,1.9676104,MGS4
47,2.123291,3.2055368,3.0814273,2.0732424,1.886258,1.030993,3.4423494,0.0,5.099552,1.2193514,4.5612593,0.09343196,1.2480464,2.8766637,0.5018935,1.584854,MGS4
60,2.2382717,1.7105396,3.137741,0.0,3.6513424,0.7432236,1.4209825,0.0,0.79317796,2.2306206,2.038868,2.3700294,3.8926182,2.3267157,1.1990075,1.1723793,MGS4
73,2.08546,2.8687153,2.9936934,1.9620965,1.1388865,1.3892207,2.5275004,0.0,3.1621208,0.7923246,4.393751,3.0048912,4.314488,3.015505,1.562112,0.9539124,MGS4
94,0.69292116,3.4582233,4.2708216,2.3709855,2.605364,0.6410094,3.7543988,0.0,2.2368262,1.0895189,4.262841,0.53780085,2.004172,2.6648703,0.3738509,0.9305848,MGS4
95,2.2878385,2.347114,0.0,2.1338792,2.6366625,0.091358975,0.29166543,0.0,0.17377834,0.98770356,1.147907,0.34169874,1.0802301,4.0148783,0.84286404,4.3078566,MGS4
106,3.625978,1.6385895,2.83456,2.574469,0.29359263,0.7337154,1.7244451,0.0,1.970334,0.6599941,0.14296836,4.07344,3.4865923,2.2164288,0.6068973,1.2547808,MGS4
107,2.6126125,4.1073675,2.5185564,0.06819633,2.854051,2.3576255,2.6258996,0.0,1.4581659,0.7896662,4.8612814,0.6329362,2.7929325,5.21811,3.0472102,3.0413048,MGS4
116,2.4229338,3.5569336,3.8675163,1.989268,2.5975342,0.98364717,3.3884358,0.0,1.650007,0.88151246,2.0558834,0.12935941,0.94621164,3.7118738,0.5591867,2.3668303,MGS4
124,2.9164083,2.7229044,4.421329,3.7298577,1.6196946,1.816129,2.8968523,0.0,1.8634143,1.0664907,2.8084464,4.6163936,4.6039376,3.6772652,2.0418622,2.1770697,MGS4
125,3.8720949,1.7834556,2.7110856,0.005870372,4.268074,1.5725262,2.1679058,0.0,4.239678,3.4416213,3.3596833,0.0,0.24223126,2.8334746,1.1524252,2.919482,MGS4
133,4.9638653,3.3127925,5.337464,1.5581889,0.8653819,3.0056272,3.243137,0.0,3.5143082,0.3734637,3.0664322,3.1742926,2.9246068,3.5704105,1.7744269,1.2777729,MGS4
148,1.8746485,2.0816193,3.9271672,3.0154314,4.189418,0.8787448,3.082036,0.0,0.22797096,2.9227574,2.309833,1.4929281,1.4625812,3.260944,1.3967788,3.2708304,MGS4
150,0.81120837,2.7130527,1.6859003,1.062217,4.045541,1.6991355,1.8959341,0.0,0.0,2.2664394,4.9272118,0.7474126,2.9805307,4.022571,3.1194289,3.25414,MGS4
157,3.3621128,2.2372906,4.0906477,2.618504,3.5338235,1.1022978,3.447072,0.0,4.613716,3.0190523,3.818697,2.1329453,2.287424,2.9611108,1.1657293,2.3786697,MGS4
160,1.3732054,3.9596016,2.7505796,1.5722591,0.8164519,1.3361695,2.7818027,0.0,1.2459693,0.0,3.0547113,1.1035913,2.766683,3.7950554,1.2634023,1.4245081,MGS4
