sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
503,3.5480778,1.1981146,3.0932271,1.4828002,0.92202306,3.007876,4.6548853,3.9217062,MGS1
506,6.2867055,2.4184747,2.526361,1.5538414,1.8071054,1.3729742,4.671209,5.0628214,MGS1
517,1.7987843,0.470539,1.371348,5.628867,1.390231,3.1997156,0.4133581,2.9935946,MGS1
518,4.3427644,0.10632745,2.2707171,1.8062689,1.1886837,3.0132418,3.863623,2.9426093,MGS1
526,4.334005,1.7513039,2.1204147,1.963557,1.0674227,4.7425127,2.5795488,5.874737,MGS1
11,3.739227,0.32027647,1.2894002,1.7402239,2.110217,2.9052157,0.03795588,4.274333,MGS4
33,0.5594038,3.815309,1.4011506,2.2473686,3.10141,1.974783,2.7093747,4.3987455,MGS4
46,3.9388676,2.3380477,1.2764968,1.9984787,0.0,1.7535654,3.9754045,6.5719357,MGS4
47,2.9031534,3.5607693,2.1261075,4.6831,2.27478,1.0404246,1.7908566,2.6705532,MGS4
60,1.4500046,2.797667,0.8462045,1.3713396,1.1270927,3.8986292,3.503144,5.775139,MGS4
73,1.5645192,4.142513,1.4872915,4.2838464,1.5861274,4.4961505,1.2301313,4.338473,MGS4
94,1.7314869,3.7963934,1.6205534,3.4788725,3.7518847,2.4868045,2.48011,2.4998946,MGS4
95,3.1839013,0.52628034,1.1695278,0.0,3.097904,2.3058472,2.3232312,3.2237086,MGS4
106,0.0,0.71630645,1.8122588,2.725456,1.1344563,5.4062314,0.36385518,3.582346,MGS4
107,4.43036,6.969396,1.2619622,1.3024559,4.1345468,4.4288926,3.1618671,5.7370057,MGS4
116,3.882414,2.584453,2.3242147,1.9328058,3.0319526,2.0148244,3.2783737,3.4168262,MGS4
124,3.0582545,1.8463874,1.3030512,1.9125073,2.660803,6.73504,1.5406377,3.1285062,MGS4
125,5.8153133,3.9588275,2.342763,3.9370017,1.2995808,1.004355,5.780062,3.585534,MGS4
133,6.4143806,3.4572906,0.6133077,4.072971,0.57493365,5.533598,2.5987859,4.86422,MGS4
148,2.5220933,2.8144388,2.2634604,0.58245134,3.5327263,3.5780473,4.395164,2.1021876,MGS4
150,1.452483,6.78444,0.92966235,0.012267977,3.4576805,4.6320453,3.831405,5.1943007,MGS4
157,1.976753,2.4371238,3.6637356,4.001923,1.935435,2.809691,3.0307229,2.407371,MGS4
160,3.9645338,3.8960462,0.9785936,2.1877759,3.1586316,3.5526135,1.3879584,5.058927,MGS4
178,1.8632421,1.9102623,1.8368405,3.2317235,3.614827,1.9155707,0.0,3.4870172,MGS4
198,2.2162414,1.8103516,2.2459867,0.7724873,0.6611397,2.9543726,4.1849794,6.3544297,MGS4
203,3.553999,2.8766859,1.3089519,4.8910227,0.611053,3.9990559,4.122849,1.923724,MGS4
209,3.2012405,3.3829396,3.2913635,1.7479484,2.4664593,2.8591156,5.5536823,3.0483546,MGS4
223,0.98324907,3.2917218,2.5437663,3.5449576,3.5550718,2.0149865,2.240695,2.704576,MGS4
224,0.8476275,3.0233526,2.2577114,3.7630126,1.0645449,3.7720692,2.5059488,2.0927358,MGS4
226,0.47918636,2.37508,1.927529,4.579507,1.0813029,5.5478563,0.23950994,3.446251,MGS4
228,4.8108125,0.2675066,2.6277974,0.33733386,3.3520455,3.6093867,0.49713928,4.2244887,MGS4
232,4.0323486,2.5397918,2.7196786,1.2636721,1.0180165,3.925445,4.2900357,4.00854,MGS4
234,3.3121018,0.3485733,2.9515042,0.0,1.5139887,4.132368,3.8367128,4.007239,MGS4
249,2.4280918,2.9979239,1.9119653,4.7465,2.774037,1.7330642,0.5488514,4.7301044,MGS4
253,1.9453819,0.89832044,1.6201564,4.187924,1.1846094,4.4353046,0.0,2.0685403,MGS4
270,2.6175988,0.91707915,2.1532032,2.2142494,0.89922464,4.9441457,0.70548207,6.2315574,MGS4
272,4.508616,1.0377798,0.5860334,3.5064054,1.159079,1.7482672,1.7347806,3.9164257,MGS4
280,5.709947,1.5517571,1.8381987,3.1705348,3.4921708,0.0,2.9434118,3.432479,MGS4
284,4.6133823,3.2988214,2.5870094,2.7230532,1.1590397,2.0956244,6.899612,2.226758,MGS4
294,0.083223075,4.8822207,2.7784994,1.6717529,2.464726,9.491096,0.949156,2.8516622,MGS4
300,3.0440543,2.0235982,2.0024335,3.3461406,1.2919993,5.090493,1.8715146,5.4762297,MGS4
302,3.98316,1.3557657,2.1131887,1.6999438,2.1849284,3.0525498,4.6604795,0.7719954,MGS4
334,2.493894,1.1924983,2.039092,3.1382115,2.1710346,5.226082,1.5010474,0.0,MGS4
364,1.5413074,1.2704068,2.8753755,1.360457,1.3524557,6.2849503,0.94180095,3.6318913,MGS4
383,0.88666856,0.5209877,2.4489443,0.4964214,0.91680825,4.08131,3.3746328,1.2374371,MGS4
388,1.7376772,1.3299596,3.0978944,1.2355084,2.1557655,4.1531787,3.5259228,2.618524,MGS4
397,0.38359052,3.109383,1.4647627,0.2601905,2.4916341,2.6928253,3.5584242,3.9845858,MGS4
403,3.8703802,1.7753426,3.1271887,1.6754711,0.5868876,4.1808796,4.0270624,3.688435,MGS4
411,0.871693,3.2003374,0.0,5.493631,0.46805075,4.248716,0.0,2.2245827,MGS4
416,0.0,5.0708475,0.9667795,2.6377814,2.7078488,2.83946,3.3792415,4.035104,MGS4
417,0.025774479,3.9767141,0.7078558,1.4502828,3.552776,3.0723057,1.7398425,3.162881,MGS4
419,0.029770702,3.7312458,0.64718616,3.354532,0.15678802,4.6492314,2.3080397,3.4891033,MGS4
420,3.344297,0.79430777,0.36026376,4.893257,0.6115104,2.8782585,0.7331897,2.4275637,MGS4
428,4.1141167,7.704308,0.0,0.15343237,2.3569493,2.0776868,0.0141632855,1.5339457,MGS4
437,0.4888961,3.4333854,1.0157237,5.731959,1.3083723,2.5381417,0.5601678,3.535428,MGS4
451,0.5646868,2.5560749,1.756221,5.0315433,1.0600314,4.376188,2.0906389,0.8372364,MGS4
459,3.9981132,2.7199988,1.0446241,1.0325704,1.2864687,4.125525,2.4679155,6.2499995,MGS4
473,2.2865071,3.9524765,0.88711476,3.0816627,3.700337,2.704522,2.2375429,2.4635139,MGS4
477,0.18203998,4.0204277,1.6332458,3.6533163,2.5066745,2.7477703,3.3424883,1.2342716,MGS4
484,1.3755305,3.2492247,1.8828119,4.4157076,1.4096184,4.56696,0.6218288,4.4104614,MGS4
497,0.10132991,3.1231425,1.3141863,5.2050757,0.6475525,5.034492,0.3298896,2.454279,MGS4
509,3.5086727,1.6864353,2.5906763,1.7903366,1.3075305,3.9072313,2.8970218,6.1995015,MGS4
515,1.473917,3.4973505,1.1423209,3.1358695,0.8048544,6.3736362,0.82747614,4.1511316,MGS4
516,1.8288848,4.975045,1.3723994,3.9212368,1.1057322,5.1187243,3.175139,2.2568746,MGS4
521,0.9084949,3.4270205,1.7935299,4.2311125,1.4394326,4.5428205,0.8707119,4.252015,MGS4
523,1.9584969,7.6696196,3.1424663,2.0231237,0.638216,5.173692,5.4801683,0.0,MGS4
