"gene","frequency"
"NOVA1",1
"NPHP4",1
"NPR2",1
"NR1D2",1
"NR1H2",1
"NR2C1",1
"NR3C1",1
"NRSN1",1
"NSF",1
"NSFL1C",1
"NUCB1",1
"NUDT12",1
"NUMB",1
"NUP43",1
"NUP93",1
"OARD1",1
"OCIAD1",1
"OGFOD1",1
"OLA1",1
"OPA1",1
"OPCML",1
"OS9",1
"OSBP",1
"OSBPL2",1
"OSBPL8",1
"OSER1-AS1",1
"OXA1L",1
"P4HB",1
"P4HTM",1
"PAAF1",1
"PAF1",1
"PAIP1",1
"PAK2",1
"PAPD4",1
"PAPOLA",1
"PAPSS1",1
"PARD3",1
"PARVA",1
"PCBP2",1
"PCCA",1
"PCNP",1
"PCNX4",1
"PCP4",1
"PDCD2",1
"PDE4B",1
"PDHA1",1
"PDHB",1
"PDS5A",1
"PELP1",1
"PFDN1",1
"PFN1",1
"PFN2",1
"PGS1",1
"PHAX",1
"PHC3",1
"PHF1",1
"PHF10",1
"PHF12",1
"PHF2",1
"PHF20",1
"PHF21A",1
"PHF6",1
"PHIP",1
"PHKA2",1
"PHLPP1",1
"PHTF2",1
"PI4KA",1
"PI4KB",1
"PIANP",1
"PICALM",1
"PIGO",1
"PIK3C2B",1
"PIK3CA",1
"PIK3R4",1
"PIP5K1A",1
"PIP5K1C",1
"PKN2",1
"PLA2G15",1
"PLCG1",1
"PLPPR4",1
"PLRG1",1
"PLSCR4",1
"PMPCA",1
"PNKD",1
"POGZ",1
"POLE4",1
"POLK",1
"POLR2B",1
"POLR3A",1
"POLRMT",1
"POMGNT1",1
"POMGNT2",1
"PORCN",1
"PPA1",1
"PPARD",1
"PPFIA3",1
"PPHLN1",1
"PPIL2",1
"PPIL4",1
"PPIP5K1",1
"PPM1F",1
"PPM1K",1
"PPME1",1
"PPP1R11",1
"PPP1R12A",1
"PPP1R12B",1
"PPP1R2",1
"PPP1R3E",1
"PPP1R9B",1
"PPP2CA",1
"PPP2R1A",1
"PPP2R2A",1
"PPP6R3",1
"PPT2",1
"PRCC",1
"PRCP",1
"PRDX3",1
"PRKAB2",1
"PRKAR2A",1
"PRKCB",1
"PRKCI",1
"PRKCZ",1
"PRKD1",1
"PRPF19",1
"PRPF31",1
"PRPF4B",1
"PRRC2C",1
"PSAP",1
"PSD",1
"PSMB2",1
"PSMC3",1
"PSMD13",1
"PSMD14",1
"PSMD7",1
"PSMD9",1
"PSMG1",1
"PTGES2",1
"PTGES3",1
"PTPMT1",1
"PTPRD",1
"PTPRJ",1
"PTTG1IP",1
"PUM1",1
"PURA",1
"PYCR2",1
"PYGO2",1
"QSOX2",1
"R3HDM1",1
"R3HDM2",1
"RAB11FIP2",1
"RAB11FIP3",1
"RAB1A",1
"RAB21",1
"RAB3A",1
"RAB7A",1
"RABEP1",1
"RABGGTA",1
"RABGGTB",1
"RAC1",1
"RAD23B",1
"RAD54B",1
"RAE1",1
"RALBP1",1
"RALGPS1",1
"RALY",1
"RALYL",1
"RAN",1
"RARS",1
"RASA1",1
"RASGRF2",1
"RBBP4",1
"RBBP5",1
"RBCK1",1
"RBM15B",1
"RBM28",1
"RC3H2",1
"RCHY1",1
"RDH11",1
"RDH14",1
"RFK",1
"RHBDD1",1
"RHOA",1
"RHOT2",1
"RIF1",1
"RIMKLB",1
"RIMS1",1
"RIOK3",1
"RNF115",1
"RNF123",1
"RNF167",1
"RNF170",1
"RNF185",1
"RNF19A",1
"RNF219",1
"RNF38",1
"RNF4",1
"RNF8",1
"RP11-240M16.1",1
"RP13-104F24.2",1
"RPAP1",1
"RPL13A",1
"RPL14",1
"RPL15",1
"RPL23",1
"RPL27",1
"RPL28",1
"RPL30",1
"RPL35",1
"RPL37A",1
"RPS16",1
"RPS17",1
"RPS2",1
"RPS24",1
"RPS28",1
"RPS6KA4",1
"RPS6KB2",1
"RRAGA",1
"RSF1",1
"RSRC2",1
"RTCB",1
"RUFY1",1
"RUFY2",1
"RUNX1T1",1
"RUVBL2",1
"RWDD1",1
"RYK",1
"SALL2",1
"SAMM50",1
"SAP18",1
"SARAF",1
"SCAF1",1
"SCAF11",1
"SCAF8",1
"SCAMP2",1
"SCAP",1
"SCD5",1
"SCMH1",1
"SCN1B",1
"SCN2A",1
"SCRT2",1
"SCYL1",1
"SCYL2",1
"SDC2",1
"SDC4",1
"SDHD",1
"SEC11C",1
"SEC14L1",1
"SEC16A",1
"SEC23IP",1
"SEC31A",1
"SECISBP2L",1
"SEL1L",1
"SEMA6A",1
"SENP1",1
"SEP15",1
"SERBP1",1
"SERGEF",1
"SERINC1",1
"SERINC3",1
"SERTAD2",1
"SET",1
"SEZ6L",1
"SF3A1",1
"SF3B1",1
"SF3B2",1
"SFXN1",1
"SH3GL1",1
"SH3GLB2",1
"SIDT2",1
"SIPA1L1",1
"SIRT2",1
"SIRT3",1
"SLAIN2",1
"SLC11A2",1
"SLC25A25-AS1",1
"SLC25A38",1
"SLC25A46",1
"SLC35D1",1
"SLC35F1",1
"SLC38A1",1
"SLC39A9",1
"SLC41A3",1
"SMAD4",1
"SMAP1",1
"SMARCA2",1
"SMARCB1",1
"SMARCC2",1
"SMG1",1
"SMG7",1
"SMPD4",1
"SNAPC3",1
"SNAPIN",1
"SNRK",1
"SNRPC",1
"SNX1",1
