"gene","frequency"
"CHKB",1
"CHMP2A",1
"CHTOP",1
"CIC",1
"CISD1",1
"CLCN3",1
"CLCN5",1
"CLDN12",1
"CLIP4",1
"CLK2",1
"CLNS1A",1
"CLTC",1
"CNGA1",1
"CNOT6",1
"CNOT6L",1
"CNOT7",1
"CNPY2",1
"CNST",1
"CNTN1",1
"COA5",1
"COG1",1
"COG6",1
"COL4A3BP",1
"COMMD2",1
"COPA",1
"COPS2",1
"COPS3",1
"COPS5",1
"COPS7A",1
"CORO2B",1
"COX7C",1
"CPNE3",1
"CPSF6",1
"CPT1A",1
"CRAMP1",1
"CRNKL1",1
"CSDE1",1
"CSE1L",1
"CSNK1D",1
"CTD-2368P22.1",1
"CTD-2562J17.6",1
"CTDSPL2",1
"CTR9",1
"CTSF",1
"CUL5",1
"CUX1",1
"CWC22",1
"CYB5D1",1
"CYB5R3",1
"CYB5RL",1
"CYP2U1",1
"CYP51A1",1
"DAPK1",1
"DAPK3",1
"DAZAP2",1
"DCAF1",1
"DCAF11",1
"DCAF16",1
"DCAF5",1
"DCLK1",1
"DCP2",1
"DCTN5",1
"DDA1",1
"DDB1",1
"DDI2",1
"DDX19A",1
"DDX24",1
"DDX39B",1
"DDX42",1
"DENND4C",1
"DEPDC5",1
"DGCR2",1
"DGCR8",1
"DHX15",1
"DHX29",1
"DHX30",1
"DHX32",1
"DHX33",1
"DHX57",1
"DIAPH1",1
"DICER1",1
"DIDO1",1
"DIP2B",1
"DIRAS1",1
"DIRC2",1
"DIS3",1
"DKK3",1
"DLG2",1
"DLG3",1
"DMAP1",1
"DNAJB2",1
"DNAJB6",1
"DNAJC12",1
"DNAJC19",1
"DNAJC5",1
"DNAJC8",1
"DNM1",1
"DPH3",1
"DPP8",1
"DPP9",1
"DPYSL2",1
"DROSHA",1
"DSE",1
"DSTN",1
"DUSP16",1
"DVL1",1
"DYNC1LI1",1
"DYNLRB1",1
"ECD",1
"EDC4",1
"EEF2",1
"EFR3A",1
"EFTUD2",1
"EHMT1",1
"EIF2A",1
"EIF2B1",1
"EIF2B2",1
"EIF2B5",1
"EIF3D",1
"EIF3G",1
"EIF3L",1
"EIF3M",1
"EIF4E",1
"EIF4ENIF1",1
"EIF4G1",1
"EIF4G2",1
"ELAVL1",1
"ELP2",1
"EMC8",1
"EML4",1
"ENKD1",1
"ENTPD4",1
"EPC1",1
"ERCC3",1
"ERGIC3",1
"ERH",1
"EWSR1",1
"EXD2",1
"EXOC1",1
"EXOC7",1
"EXOSC2",1
"EXOSC8",1
"EYA3",1
"FADS1",1
"FAF2",1
"FAM127A",1
"FAM127B",1
"FAM13B",1
"FAM149A",1
"FAM149B1",1
"FAM168A",1
"FAM192A",1
"FAM199X",1
"FAM208A",1
"FAM208B",1
"FAM219B",1
"FAM234B",1
"FAM32A",1
"FAM65A",1
"FAM73A",1
"FAM73B",1
"FAM76A",1
"FASTK",1
"FBRS",1
"FBXL17",1
"FBXO11",1
"FBXO18",1
"FBXO28",1
"FBXO3",1
"FBXO30",1
"FBXO9",1
"FBXW2",1
"FDFT1",1
"FGD5-AS1",1
"FGF1",1
"FGF12",1
"FGF14",1
"FH",1
"FHL1",1
"FLAD1",1
"FLOT1",1
"FNTA",1
"FNTB",1
"FOXJ2",1
"FOXK2",1
"FOXO1",1
"FOXO3",1
"FSTL1",1
"FTH1",1
"GAK",1
"GANAB",1
"GATB",1
"GBA",1
"GCC2",1
"GDAP1",1
"GGA1",1
"GGNBP2",1
"GID4",1
"GIGYF2",1
"GIT1",1
"GIT2",1
"GKAP1",1
"GLG1",1
"GLRX3",1
"GLTSCR1L",1
"GNAI1",1
"GNAI2",1
"GNAI3",1
"GNAO1",1
"GNE",1
"GNG2",1
"GNL2",1
"GOLGA4",1
"GOLIM4",1
"GPAT4",1
"GPATCH11",1
"GPR107",1
"GPR137C",1
"GPR162",1
"GPR179",1
"GPR85",1
"GPRASP2",1
"GRHPR",1
"GRM5",1
"GSE1",1
"GSPT1",1
"GTF2B",1
"GTF3A",1
"GTF3C1",1
"GTF3C5",1
"GUSB",1
"H2AFY",1
"HACD3",1
"HADHA",1
"HAGH",1
"HCFC1",1
"HDAC2",1
"HDAC5",1
"HDHD2",1
"HECTD4",1
"HECW2",1
"HERC1",1
"HIBADH",1
"HIF1AN",1
"HIPK3",1
"HM13",1
"HMCES",1
"HNRNPM",1
"HNRNPUL1",1
"HP1BP3",1
"HRAS",1
"HSPA12A",1
"HSPA14",1
"HSPD1",1
"HTATSF1",1
"IARS2",1
"ICA1L",1
"ICE2",1
"ICK",1
"IDH3B",1
"IFNGR1",1
"IFT20",1
"IFT22",1
"IFT46",1
"IGHMBP2",1
"IGLON5",1
"IKBKAP",1
"IKZF5",1
"ILF2",1
"ILKAP",1
"ILVBL",1
"IMMT",1
"IMPDH2",1
"INO80",1
"INPP4A",1
"INPP4B",1
"INTS10",1
"IPO13",1
"IQSEC1",1
"IRAK4",1
"IRF2BP1",1
"ISCA2",1
"JAM3",1
"KANSL2",1
"KAT5",1
"KCMF1",1
"KCNAB3",1
"KCNH5",1
"KCTD13",1
"KCTD15",1
"KCTD3",1
"KDM3B",1
"KDM6B",1
"KEAP1",1
"KHDRBS1",1
"KIAA0232",1
"KIAA1191",1
"KIAA1328",1
"KIAA1429",1
"KIAA1715",1
"KIAA2026",1
"KIDINS220",1
"KIF1A",1
"KIF1BP",1
"KLC4",1
"KLHDC10",1
"KLHDC3",1
"KLHL12",1
"KLHL22",1
"KMT5C",1
"KTN1",1
"L3MBTL2",1
"LAMTOR1",1
"LARP1",1
"LATS1",1
"LBR",1
"LEMD2",1
"LEPROTL1",1
"LIN7C",1
"LINC00294",1
"LIX1",1
"LMAN1",1
"LMAN2L",1
"LMBR1",1
"LMBR1L",1
"LMBRD2",1
"LRIG1",1
"LRRC58",1
"MAD1L1",1
"MAML1",1
"MAN2A2",1
"MAP2",1
"MAP2K5",1
"MAP3K1",1
"MAP4K5",1
"MAP6",1
"MAPK10",1
"MAPK14",1
"MAPK6",1
"MAPK8",1
"MAPK8IP1",1
"MAPK8IP2",1
"MAPRE3",1
"MAT2B",1
"MATR3",1
"MAZ",1
"MBD4",1
"MBTD1",1
"MCM4",1
"MCMBP",1
"MCRS1",1
"MCUR1",1
"MED15",1
"MED4",1
"MEF2A",1
"MEF2C",1
"MEGF8",1
"MESDC2",1
"METAP2",1
"METTL9",1
"MFF",1
"MGAT3",1
"MGRN1",1
"MIB1",1
"MIEF1",1
"MLLT10",1
"MMAB",1
"MMADHC",1
"MOCS2",1
"MPZL1",1
"MR1",1
"MRPL15",1
"MRPL28",1
"MRPL37",1
"MRPL49",1
"MRPL51",1
"MRPS18A",1
"MRPS31P5",1
"MSH2",1
"MSMO1",1
"MSRB3",1
"MT-CO3",1
"MTFR1L",1
"MTIF2",1
"MTM1",1
"MTMR1",1
"MTMR2",1
"MTOR",1
"MTRF1L",1
"MYCBP2",1
"MYO5A",1
"N4BP2L2",1
"NAA10",1
"NAA20",1
"NAA50",1
"NAPEPLD",1
"NARS",1
"NAXD",1
"NBR1",1
"NCAM1",1
"NCAPD2",1
"NCK2",1
"NCOR1",1
"NCOR2",1
"NCSTN",1
"NDFIP1",1
"NDRG4",1
"NDST3",1
