"gene","frequency"
"FGF1",71
"TMEM98",66
"APOBEC3C",53
"CTSZ",30
"MAOB",30
"C1S",15
"MSN",6
"CHMP4B",5
"DERL1",5
"EIF4G2",5
"KPNA6",5
"MBD1",5
"PPIL2",5
"PSMD3",5
"TEX2",5
"TUG1",5
"UBXN4",5
"ACBD5",4
"AKTIP",4
"ARHGAP21",4
"C9orf78",4
"CASC3",4
"CD59",4
"COL4A3BP",4
"CYFIP1",4
"DCAF11",4
"FHL1",4
"HIPK1",4
"KIAA0368",4
"KLHL12",4
"LIX1",4
"MIA3",4
"MLLT4",4
"MRPS16",4
"NECAP1",4
"NUP205",4
"PPP2R5C",4
"PSMD1",4
"RABGAP1",4
"RBM25",4
"RNF220",4
"SMARCE1",4
"TMEM167B",4
"UFM1",4
"URM1",4
"USP33",4
"VPS26B",4
"ABHD16A",3
"ACIN1",3
"AKT3",3
"ALDH3A2",3
"AP2M1",3
"AZIN1",3
"BAP1",3
"BAZ2A",3
"BRAF",3
"CDIPT",3
"CIZ1",3
"COPA",3
"COPS5",3
"CUL5",3
"DCAF1",3
"DCTN5",3
"DGCR2",3
"DNAJC16",3
"DST",3
"EDC3",3
"EDC4",3
"EGLN2",3
"EIF5A",3
"FAM160B2",3
"FMR1",3
"FOXK2",3
"GGA1",3
"GMPR2",3
"GNAQ",3
"GRB2",3
"GRINA",3
"HARS2",3
"HIF1AN",3
"KIAA1429",3
"LARS",3
"LATS1",3
"MAPRE2",3
"MON2",3
"MRPS14",3
"MTURN",3
"MUS81",3
"MYSM1",3
"NAPA",3
"NCOR1",3
"NEURL4",3
"NUP133",3
"OS9",3
"PIP4K2B",3
"POMGNT2",3
"PPHLN1",3
"PPP6R1",3
"PPP6R2",3
"PRPF4B",3
"PTPN23",3
"RAB2A",3
"RAN",3
"RASA1",3
"RIOK3",3
"RPA1",3
"RPAP1",3
"SART3",3
"SEC31A",3
"SETDB1",3
"SIK3",3
"SLC39A6",3
"SLC4A1AP",3
"SMU1",3
"SP3",3
"SPAST",3
"SUPT16H",3
"TBC1D20",3
"TSC2",3
"TSG101",3
"TTC17",3
"UBA5",3
"UBE2L3",3
"UNC119B",3
"UQCC1",3
"USO1",3
"VPS50",3
"YWHAE",3
"ZMYM3",3
"ZNF512",3
"ZNF664",3
"ABAT",2
"ADAR",2
"ADARB1",2
"AKIRIN1",2
"ALG9",2
"AMMECR1L",2
"ARF3",2
"ARFGAP2",2
"ARRB2",2
"ASB8",2
"ATG9A",2
"ATP13A1",2
"ATP2B2",2
"ATP5H",2
"ATP6V1G2",2
"ATP6V1H",2
"ATRX",2
"ATXN10",2
"BAG4",2
"BAG5",2
"BSDC1",2
"C19orf70",2
"C2CD3",2
"C6orf89",2
"CADPS",2
"CALCOCO2",2
"CALM1",2
"CAND1",2
"CANX",2
"CAPN1",2
"CARM1",2
"CASP8AP2",2
"CCAR1",2
"CCAR2",2
"CCSER2",2
"CDC42SE2",2
"CDK13",2
"CELF5",2
"CHD6",2
"CHD7",2
"CNOT9",2
"CNTROB",2
"COA5",2
"COG2",2
"COPB1",2
"CPNE3",2
"CPSF6",2
"CRTC2",2
"CSDE1",2
"CTCF",2
"CTDSPL2",2
"CTSA",2
"CTTN",2
"CUBN",2
"CUL7",2
"DCUN1D1",2
"DDX39B",2
"DENND5A",2
"DENR",2
"DHX15",2
"DIXDC1",2
"DLST",2
"DMWD",2
"DNAJA3",2
"DNAJB12",2
"DNAL4",2
"EEF2",2
"EFCAB14",2
"EHMT2",2
"EIF3A",2
"EIF4E2",2
"EIF4EBP2",2
"ELAVL1",2
"EMC4",2
"ENTPD6",2
"EP400",2
"EPM2AIP1",2
"ERAL1",2
"ERCC1",2
"ERLEC1",2
"ERP44",2
"EXOC7",2
"FAM168B",2
"FAM49A",2
"FGD5-AS1",2
"FOXRED1",2
"FUNDC2",2
"GALNT11",2
"GBF1",2
"GDI1",2
"GGNBP2",2
"GLRX3",2
"GLS",2
"GLT8D1",2
"GLTSCR1L",2
"GOLGB1",2
"GORASP1",2
"GPR37",2
"GSPT1",2
"HDLBP",2
"IK",2
"INIP",2
"IST1",2
"ITGB1",2
"JPH4",2
"KAT7",2
"KCTD3",2
"KDM1A",2
"KIAA1191",2
"KIAA2022",2
"KIF3B",2
"KLC2",2
"KLHL22",2
"LAMTOR4",2
"LMAN1",2
"LRPAP1",2
"LRRC47",2
"LSAMP",2
"MAP3K2",2
"MARCH6",2
"MBTD1",2
"MCM3AP",2
"MCUR1",2
"MED22",2
"MED24",2
"METTL9",2
"MFSD14A",2
"MFSD14B",2
"MGAT5",2
"MKRN1",2
"MLF2",2
"MOCS2",2
"MORC2",2
"MRPL54",2
"MTA3",2
"NBR1",2
"NCOA1",2
"NDRG3",2
"NDUFB1",2
"NF1",2
"NFIB",2
"NIPBL",2
"NPEPPS",2
"NRBP1",2
"NRDC",2
"NSFL1C",2
"NUCKS1",2
"OARD1",2
"OLA1",2
"OPA1",2
"PA2G4",2
"PAAF1",2
"PAIP2",2
"PALB2",2
"PCNX3",2
"PDAP1",2
"PDDC1",2
"PEX19",2
"PGBD5",2
"PHF2",2
"PHKG2",2
"PI4KB",2
"PIN1",2
"PIP5K1A",2
"PKIB",2
"PLA2G6",2
"PLCE1",2
"PLEKHM1",2
"PMPCA",2
"POLDIP2",2
"PPIG",2
"PPP1R12A",2
"PPP1R13B",2
"PPP1R26",2
"PPP3CA",2
"PPP3CB",2
"PPP4C",2
"PRCC",2
"PRCP",2
"PRDM2",2
"PRDX3",2
"PRKAA2",2
"PRMT1",2
"PSMC2",2
"PSMC4",2
"PSMC6",2
"PSMD8",2
"PTCD3",2
"PTDSS1",2
"PTOV1",2
"PTPRA",2
"RAB11FIP2",2
"RAB22A",2
"RAB3GAP1",2
"RAB7A",2
"RAC1",2
"RAF1",2
"RANBP10",2
"RB1CC1",2
"RBBP4",2
"RBM26",2
"RBM39",2
"RBMX",2
"RCBTB2",2
"RCN2",2
"REEP5",2
"RGL1",2
"RGL2",2
"RIC1",2
"RIMS2",2
"RNF13",2
"RNF185",2
"RNF41",2
"RNPS1",2
"RPAP3",2
"RPL14",2
"RPRD1A",2
"RPS25",2
"RSF1",2
"RTCB",2
"RTF1",2
"SAP18",2
"SBF1",2
"SEC11A",2
"SEC16A",2
"SEC23IP",2
"SERF2",2
"SF3B1",2
"SF3B3",2
"SH3GLB2",2
"SIPA1L1",2
"SIRT2",2
"SLC1A3",2
"SLC25A44",2
"SLC39A9",2
"SLC41A3",2
"SMARCAD1",2
"SMARCB1",2
"SMARCC1",2
"SMC5",2
"SNAP47",2
"SNX13",2
"SOCS7",2
"SPCS2",2
"SPOP",2
"SRGAP3",2
"SRSF4",2
"SSU72",2
"STARD7",2
"STAT5B",2
"STAU2",2
"STK25",2
"STPG1",2
"STUB1",2
"SUPT20H",2
"SUPT6H",2
"TADA2B",2
"TAF6",2
"TCAF1",2
"TGFB2",2
"TMBIM6",2
"TMCO1",2
"TMEM129",2
"TMEM184C",2
"TMEM59",2
"TNKS",2
"TNPO1",2
"TRAPPC3",2
"TRIP12",2
"TRMT2A",2
"TSPOAP1",2
"TUBGCP6",2
"TXNDC12",2
"UBA3",2
"UBAC1",2
"UBAP1",2
"UBFD1",2
"UBP1",2
"USP39",2
"USP47",2
"VAPA",2
"VCP",2
"VPS54",2
"WASL",2
"WHSC1",2
"YLPM1",2
"YTHDC1",2
"YWHAG",2
"ZER1",2
"ZFP62",2
"ZFYVE26",2
"ZMIZ2",2
"ZMYND11",2
"ZMYND8",2
"ZNF594",2
"ZNF644",2
"ZNF652",2
"ZNF76",2
"ZRANB2",2
"ZSCAN29",2
"ZZEF1",2
"AAMP",1
"AARS",1
"ABCA3",1
"ABCD3",1
"ABHD17B",1
"ABI2",1
"AC009948.5",1
"ACAA1",1
"ACACA",1
"ACAD8",1
"ACBD6",1
"ACO2",1
"ACP1",1
"ACSL1",1
"ACSL6",1
"ACTR1A",1
"ACTR3",1
"ADAM10",1
"ADD1",1
"ADGRL1",1
"ADH5",1
"ADRM1",1
"AFTPH",1
"AGO1",1
"AGO4",1
"AGPAT1",1
"AGPS",1
"AIDA",1
"AIP",1
"AKAP9",1
"AKT1",1
"AKT2",1
"ALAD",1
"ALDH18A1",1
"ALG10B",1
"ALS2",1
"AMIGO1",1
"AMOTL1",1
"ANAPC2",1
"ANKRD17",1
"ANKRD46",1
"ANP32E",1
"AP2A1",1
"AP2A2",1
"AP3M2",1
"AP4B1",1
"AP5M1",1
"APBA1",1
"APBB1",1
"APH1A",1
"APLP2",1
"APMAP",1
"APP",1
"APPBP2",1
"APTX",1
"ARCN1",1
"ARF5",1
"ARFGAP3",1
"ARFRP1",1
"ARHGAP32",1
"ARHGAP33",1
"ARHGEF11",1
"ARHGEF17",1
"ARHGEF9",1
"ARID4B",1
