"gene","frequency"
"RABGAP1",26
"YTHDC1",24
"CSNK2A1",22
"UBE2D3",19
"SETX",18
"YME1L1",18
"ARCN1",17
"CHTOP",17
"RPRD1A",17
"STK25",17
"CUL3",16
"RHOA",16
"DCAF11",15
"RTFDC1",15
"VTI1B",15
"CAND1",14
"CSNK1D",14
"PSMF1",14
"CNOT7",13
"FMR1",13
"HTT",13
"PRKCSH",13
"RP11-343C2.11",13
"SET",13
"SMG7",13
"ABI2",12
"CAPZA1",12
"CORO2B",12
"DNM2",12
"DPP8",12
"RBM10",12
"TM9SF3",12
"TMEM98",12
"BRAF",11
"C11orf58",11
"C9orf78",11
"CHD8",11
"ELP2",11
"HDAC6",11
"MBD1",11
"MRPS14",11
"POLR2C",11
"PPP6R2",11
"PSMD6",11
"SERINC3",11
"ATG9A",10
"BSDC1",10
"CAMSAP3",10
"CPSF7",10
"DHX30",10
"FBRS",10
"ICE1",10
"KPNA6",10
"PATZ1",10
"PWP1",10
"R3HDM2",10
"SGTA",10
"SON",10
"SPG21",10
"TUSC2",10
"ACAD8",9
"ANKS1A",9
"ATP6AP1",9
"BAP1",9
"CHMP4B",9
"CIAO1",9
"DNAJC16",9
"EIF4ENIF1",9
"HDLBP",9
"KANSL3",9
"MAPK8",9
"PTK2",9
"RAB5C",9
"SDHB",9
"SEC13",9
"SELT",9
"SENP5",9
"SLC39A13",9
"SNX1",9
"TMED2",9
"ZMYM4",9
"ACTR2",8
"AGAP3",8
"ARIH1",8
"ATF2",8
"CBX1",8
"CCNL1",8
"COPB1",8
"COPS8",8
"EFTUD2",8
"EIF3I",8
"ERI3",8
"FAM199X",8
"GAK",8
"GDI1",8
"IPO5",8
"LARP1",8
"LARP4",8
"NDUFB8",8
"OSBP",8
"PEX19",8
"RAB10",8
"SCAMP5",8
"SECISBP2L",8
"SKP1",8
"SLC39A7",8
"SMU1",8
"STAU2",8
"STT3B",8
"SUPT5H",8
"TCF4",8
"TIMP2",8
"TMED8",8
"TSR2",8
"TTC17",8
"USP39",8
"WDR82",8
"YIPF6",8
"ZNF197",8
"ATP2B2",7
"ATXN10",7
"AZIN1",7
"BCL2L2",7
"BTRC",7
"CHMP5",7
"CLCN6",7
"CNOT2",7
"COASY",7
"COX6B1",7
"CTAGE5",7
"CYLD",7
"DCP1A",7
"DNAJC11",7
"DNAJC8",7
"EIF2AK2",7
"ELMO1",7
"FAM208B",7
"GFOD2",7
"GSPT1",7
"HGS",7
"HM13",7
"HNRNPR",7
"KCNMA1",7
"KDM1A",7
"KMT5B",7
"LYPLA2",7
"MAPK14",7
"MFSD14A",7
"MRPL28",7
"NAP1L4",7
"NAT10",7
"NDRG4",7
"NORAD",7
"NOVA1",7
"ORC4",7
"PACS2",7
"PCNP",7
"PLEKHA6",7
"POMGNT1",7
"PRMT1",7
"PSMD11",7
"PSMD2",7
"RAB1B",7
"RALGAPB",7
"RBFOX2",7
"RNPS1",7
"SF3A3",7
"SUMO1",7
"SUPT20H",7
"TMEM167B",7
"UFC1",7
"URGCP",7
"VPS37A",7
"ARHGEF11",6
"ATP6V1C1",6
"BABAM1",6
"BBS1",6
"C2CD5",6
"CDC37",6
"CHCHD7",6
"CIC",6
"CLPTM1",6
"CSDE1",6
"DCTN5",6
"DCUN1D4",6
"EHMT2",6
"EIF3F",6
"EXD2",6
"EXOC7",6
"GIGYF2",6
"GMPR2",6
"GPR107",6
"HDAC5",6
"HNRNPD",6
"HNRNPU",6
"HSPA12A",6
"KIAA1429",6
"MDH2",6
"MRPS27",6
"MYCBP2",6
"NAA50",6
"NUS1",6
"OSBPL2",6
"PDAP1",6
"PIH1D1",6
"PIP4K2B",6
"PITPNB",6
"PPP1R37",6
"PPP6C",6
"PRKCA",6
"PRKCI",6
"PRRC2C",6
"PSMD14",6
"RAB5B",6
"RAP2C",6
"RNF214",6
"SEC16A",6
"SEC31A",6
"SERINC1",6
"SGSM2",6
"SMARCC1",6
"SP3",6
"SUGP2",6
"SZRD1",6
"TBC1D23",6
"TEX2",6
"TRAPPC8",6
"TRIM68",6
"TRIP12",6
"UBE2K",6
"UBXN6",6
"WBSCR22",6
"YWHAG",6
"ZER1",6
"ZNF496",6
"ABI1",5
"ACSL1",5
"ACTR1A",5
"AKTIP",5
"ARF1",5
"ARID4B",5
"ARIH2",5
"ATF6",5
"ATG4A",5
"ATP2B4",5
"ATRNL1",5
"BAG6",5
"BRD7",5
"CACFD1",5
"CAPN1",5
"CAPRIN1",5
"CCDC43",5
"CHD4",5
"CHD6",5
"CLCN7",5
"CLTA",5
"CMTR1",5
"CNOT1",5
"CNOT3",5
"COPS5",5
"CREB1",5
"CRMP1",5
"CTCF",5
"DCAF5",5
"DLG3",5
"EIF4G1",5
"EIF5A",5
"EP300",5
"ESRRA",5
"FAM168B",5
"FAM179B",5
"FBXW2",5
"FYTTD1",5
"GANAB",5
"GCC2",5
"GGA1",5
"GID8",5
"HDAC1",5
"KLHDC3",5
"KRTCAP2",5
"LMBRD2",5
"MAP2K7",5
"MAP4",5
"MAPRE2",5
"MED24",5
"MLF2",5
"MTX2",5
"MUS81",5
"NELFCD",5
"NEPRO",5
"NONO",5
"NUP133",5
"P4HB",5
"PABPN1",5
"PAIP2",5
"PCNX3",5
"PHF21A",5
"PIP5K1A",5
"PRCP",5
"PRPF4B",5
"PSMC2",5
"RAF1",5
"RBM39",5
"RER1",5
"RIMKLB",5
"RPRD2",5
"RXRB",5
"SAMD8",5
"SENP2",5
"SH3GL2",5
"SIRT2",5
"SNX13",5
"SNX6",5
"SRRD",5
"SRSF4",5
"SSU72",5
"STX7",5
"SUPT7L",5
"TARDBP",5
"TMBIM6",5
"TMEM55B",5
"TMEM68",5
"UBA2",5
"UBL3",5
"UBQLN1",5
"UNC119B",5
"UNC5D",5
"USP33",5
"VAMP3",5
"VANGL2",5
"VPS26B",5
"ZFYVE26",5
"ZNF354B",5
"ZNF512",5
"ZNF664",5
"ZSWIM8",5
"AAMP",4
"AARS",4
"ACAP3",4
"AGGF1",4
"AKT1",4
"ANP32A",4
"APOOL",4
"ARL1",4
"ASB3",4
"BICD1",4
"CASC3",4
"CCT7",4
"CDIPT",4
"CEP63",4
"CPSF2",4
"CYB5R3",4
"DCAF7",4
"DDOST",4
"DIDO1",4
"DNAJA2",4
"DNAJC21",4
"DPH1",4
"DST",4
"EIF2B5",4
"EIF3M",4
"ELAVL1",4
"EVL",4
"FGFR1OP",4
"FOXJ2",4
"GOLGA2",4
"GPBP1L1",4
"GSE1",4
"GSK3B",4
"GUCY1B3",4
"H2AFV",4
"IK",4
"IMMT",4
"IST1",4
"KCTD3",4
"KLC2",4
"KLC4",4
"KLHDC10",4
"KPNA3",4
"KRBOX4",4
"LAMTOR3",4
"MAP2K2",4
"MAP3K13",4
"MED22",4
"MEN1",4
"MFF",4
"MLLT1",4
"MRFAP1",4
"MRPS5",4
"MYO5A",4
"MYT1L",4
"NAPA",4
"NBR1",4
"NDUFA7",4
"NMT1",4
"NRXN3",4
"NUP153",4
"OARD1",4
"OCRL",4
"OLA1",4
"PCBP1",4
"PDDC1",4
"PEX1",4
"PFKM",4
"PHIP",4
"PHKA2",4
"PI4KB",4
"PLEKHB2",4
"PLEKHM2",4
"POLR3F",4
"PPP1R12C",4
"PPP1R7",4
"PPP1R8",4
"PPP5C",4
"PRDM4",4
"PRDX4",4
"PRPF19",4
"PSIP1",4
"PSMD12",4
"PSMD4",4
"RAD23A",4
"RAN",4
"RBM28",4
"RBMX",4
"RGP1",4
"RNF167",4
"RPL5",4
"RSF1",4
"SART3",4
"SCAF4",4
"SEC11A",4
"SEP15",4
"SF1",4
"SIK3",4
"SLC30A9",4
"SLC35A5",4
"SMYD2",4
"SNX27",4
"SRP72",4
"ST6GALNAC6",4
"SYNRG",4
"TAB3",4
"TBC1D10B",4
"TBC1D17",4
"TBCEL",4
"TCEA1",4
"TMCO1",4
"TMEM183A",4
"TP53BP1",4
"TUBGCP2",4
"UGGT1",4
"USP16",4
"USP47",4
"WDR26",4
"WDR33",4
"WDR5",4
"YIPF3",4
"ZBTB34",4
"ZC3H18",4
"ZFR",4
"ZRANB1",4
"AC005863.1",3
"ACBD5",3
"ACVR1B",3
"AFTPH",3
"AGK",3
"ANAPC11",3
"ANGEL2",3
"AP1M1",3
"AP2A2",3
"AP2B1",3
"API5",3
"APMAP",3
"APPBP2",3
"ARFGAP1",3
"ARID1B",3
"ARPC2",3
"ATAD2B",3
"ATG12",3
"ATPAF1",3
"ATXN2L",3
"BDH1",3
"BEX4",3
"BRK1",3
"C16orf74",3
"CACUL1",3
"CALM1",3
"CARM1",3
"CBX5",3
"CHID1",3
"CHMP2A",3
"CHMP3",3
"CLASP1",3
"CLDN12",3
"CLPP",3
"CNOT6",3
"CNTN4",3
"COG7",3
"CSK",3
"CUL5",3
"CUX1",3
"DCAF10",3
"DCTN6",3
"DDI2",3
"DEDD",3
"DERL1",3
"DGCR2",3
"DNAJA3",3
"DNAL4",3
"DSTN",3
"DTNBP1",3
"DTX3",3
"DYNC1LI1",3
"DYNLL2",3
"EDC3",3
"EFCAB14",3
"EIF2A",3
"EIF3A",3
"EIF4E",3
"EIF4G3",3
"EPB41",3
"EXOC2",3
"EZH1",3
"FAF1",3
"FAM120B",3
"FAM219B",3
"FBXO11",3
"FBXO18",3
"FBXW11",3
"FSTL1",3
"GAA",3
"GABARAP",3
"GABARAPL2",3
"GIT1",3
"GLS",3
"GOT1",3
"GPAA1",3
"GPAT4",3
"GPR173",3
"GTPBP2",3
"HACD3",3
"HDGF",3
"HEATR5B",3
"HEBP1",3
"HLF",3
"IDS",3
"ING5",3
"INTS10",3
"INTS2",3
"KANSL2",3
"KCTD7",3
"KDM3B",3
