"gene","frequency"
"NRG1",1
"NSMAF",1
"NT5DC2",1
"NT5E",1
"NUCB1",1
"NUDT21",1
"NUP153",1
"NUP43",1
"NUP58",1
"NUS1",1
"NVL",1
"OAT",1
"OCIAD2",1
"OLA1",1
"OPTN",1
"OS9",1
"OSBP",1
"OSBPL2",1
"OSCP1",1
"OST4",1
"OTUD6B-AS1",1
"PACSIN1",1
"PAFAH1B2",1
"PAPSS1",1
"PARP1",1
"PAXIP1",1
"PCDHGC3",1
"PCF11",1
"PCIF1",1
"PCNX2",1
"PCYT2",1
"PDCD2",1
"PDCD5",1
"PDPK1",1
"PDZD4",1
"PEBP1",1
"PEF1",1
"PERP",1
"PFDN1",1
"PGBD5",1
"PGM1",1
"PGM5",1
"PHACTR4",1
"PHC3",1
"PHF2",1
"PHF3",1
"PHIP",1
"PHKA2",1
"PHKB",1
"PHLPP1",1
"PI4KA",1
"PIAS1",1
"PIAS3",1
"PICK1",1
"PIGH",1
"PIGO",1
"PIGT",1
"PIK3C3",1
"PINK1",1
"PIP4K2B",1
"PIP5K1A",1
"PISD",1
"PITPNA",1
"PITPNM2",1
"PKN2",1
"PKP4",1
"PLCD1",1
"PLCD4",1
"PLD2",1
"PLD3",1
"PLEKHA6",1
"PLEKHA8",1
"PLEKHB2",1
"PLEKHM2",1
"PML",1
"PMPCA",1
"PNISR",1
"POGK",1
"POGZ",1
"POLD2",1
"POLE",1
"POLR2B",1
"POLR2E",1
"POLR2H",1
"POLR3A",1
"POM121",1
"POM121C",1
"POMGNT1",1
"POMT2",1
"PORCN",1
"PPARD",1
"PPM1A",1
"PPM1D",1
"PPM1K",1
"PPM1L",1
"PPME1",1
"PPP1R12C",1
"PPP1R26",1
"PPP1R3F",1
"PPP1R7",1
"PPP1R9A",1
"PPP2CB",1
"PPP4R2",1
"PPP4R3B",1
"PPP5C",1
"PPP6C",1
"PPP6R3",1
"PRDM2",1
"PRDX2",1
"PRKAB1",1
"PRKAG1",1
"PRKAR1A",1
"PRKCB",1
"PRKCE",1
"PRKCZ",1
"PRKRIP1",1
"PRMT1",1
"PROSC",1
"PRR12",1
"PRRC2A",1
"PRRC2C",1
"PSAP",1
"PSEN1",1
"PSMA3",1
"PSMA7",1
"PSMB2",1
"PSMC6",1
"PSMD6",1
"PSMD8",1
"PSMD9",1
"PSME1",1
"PTBP1",1
"PTCD3",1
"PTK7",1
"PTP4A2",1
"PTPRG",1
"PTPRM",1
"PTPRN",1
"PUM2",1
"PURB",1
"QRICH1",1
"QSOX2",1
"RAB11B",1
"RAB11FIP3",1
"RAB11FIP4",1
"RAB14",1
"RAB2B",1
"RAB33B",1
"RAB35",1
"RAB3C",1
"RAB3GAP2",1
"RAB5A",1
"RABGAP1",1
"RABGAP1L",1
"RABL2A",1
"RAC1",1
"RAD21",1
"RAD50",1
"RAD54L2",1
"RALB",1
"RALGAPA1",1
"RAN",1
"RANGRF",1
"RAP1A",1
"RAP2A",1
"RAPH1",1
"RASA2",1
"RASGRF2",1
"RB1CC1",1
"RBBP4",1
"RBM12",1
"RBM26",1
"RBM27",1
"RBM39",1
"RBMX",1
"RC3H2",1
"RCHY1",1
"RCN1",1
"RDH11",1
"REEP5",1
"REPIN1",1
"REPS1",1
"RETSAT",1
"REV1",1
"RGS8",1
"RIC1",1
"RICTOR",1
"RINT1",1
"RLIM",1
"RNF11",1
"RNF114",1
"RNF130",1
"RNF14",1
"RNF141",1
"RNF219",1
"RNF220",1
"RNF38",1
"RNF4",1
"RNF41",1
"RNF8",1
"RNGTT",1
"RNPEP",1
"ROCK2",1
"RP11-540B6.6",1
"RP5-1074L1.4",1
"RPAIN",1
"RPL15",1
"RPL22",1
"RPL28",1
