"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",1.55897608119752e-16,4.74046963539051,-1.21448158068992,-4.56983313961523,18.1914338782141
"c1_3","c1_3",-1.89852687305265e-16,3.41684212822979,-1.04493179927188,-3.32334168109558,15.0957616203745
"c1_4","c1_4",8.92956018781504e-17,3.2842358086441,-1.00701612880468,-3.52996812235985,17.101347430346
"c1_7","c1_7",2.7651776587968e-16,4.05503593965431,-1.24919043551656,-3.94556478998989,15.9482124568195
