"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",-1.06441806427139e-16,3.32272399179382,-0.761894068281934,-5.73496896784907,12.5807227573707
"c1_3","c1_3",-9.27416212609124e-17,3.12869598398022,0.625801215716362,-9.43771904198193,5.66448306621401
"c1_4","c1_4",-2.26695315958245e-16,2.35927622578863,0.38098310689094,-7.53314838769807,3.68773966436189
"c1_5","c1_5",-3.55263107292069e-16,2.45046660838267,-0.298770830940315,-4.326969755983,9.07966815792
"c1_6","c1_6",-9.39332110771489e-17,2.94274075463922,-0.507908461418611,-4.66425089318978,11.2023013943371
