"","Module","Control_mean","Late_mean","t_statistic","p_value","FDR"
"t2","c1_4",-1.10689187700918,1.90530568993384,-5.25418216290507,1.71751252140979e-06,4.44463208107053e-06
"t3","c1_5",-0.999462104971779,1.72038559052519,-5.18914476512336,1.77785283242821e-06,4.44463208107053e-06
"t","c1_2",-1.31795050927426,2.26860333563603,-4.96602049114625,4.78762981855129e-06,7.97938303091881e-06
"t1","c1_3",1.39269468019965,-2.3972613347699,4.89733085294684,6.51444676934723e-06,8.14305846168404e-06
"t4","c1_6",-1.1105516533746,1.91160530498907,-4.73481579014122,1.1716177499238e-05,1.1716177499238e-05
