"","Module","Mean","SD","Median","Min","Max"
"c1_2","c1_2",2.0358632108184e-16,3.62977563127912,-0.555715899170992,-5.6687245064779,13.2647370048397
"c1_3","c1_3",1.44543768488772e-16,3.10131193544056,0.88808226488832,-12.6584734719607,5.26369172815627
"c1_4","c1_4",4.76222897095538e-17,3.24239386076154,-0.62101658861535,-5.16812753397439,12.0107401412398
"c1_6","c1_6",-2.28304065467514e-16,2.80094781339134,-0.781500101338002,-4.93419105065265,11.4438529754223
