sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
2,-0.09035769,0.018467357,-0.13994537,0.04627055,-0.0041705538,-0.05628657,0.010072264,0.010329071,MGS1
4,-0.051367573,0.007449625,-0.09301995,0.020598443,0.028249664,-0.01695116,0.008339911,0.039834823,MGS1
6,-0.10081698,0.03918677,-0.24734253,0.07985663,0.03820216,-0.06551366,-0.003364074,0.03197061,MGS1
9,-0.05456654,0.005960582,-0.17214102,0.062076077,-0.013089413,-0.036001418,-0.0060281064,0.011232089,MGS1
17,-0.08163114,-0.008274365,-0.20176193,0.050125826,-0.015188291,-0.039057765,0.013022221,0.01511847,MGS1
18,-0.07909256,0.018601475,-0.22727291,0.07739469,0.020829117,-0.043311246,-0.0072543505,0.019436415,MGS1
32,-0.106827974,0.034073003,-0.24585274,0.06599887,0.040729575,-0.06666237,0.010840853,0.024627902,MGS1
35,-0.09321438,0.011254696,-0.20452712,0.066475876,-0.015900716,-0.04462229,-0.00019966904,0.0044495184,MGS1
41,0.0323478,0.004726963,0.046024863,-0.030894486,0.0006189663,0.015010435,-0.0019365763,-0.009147624,MGS1
42,-0.0036898106,-0.045042086,-0.06256337,0.027842965,-0.030000228,-0.019630369,-0.025235705,-0.011524883,MGS1
43,-0.10020891,0.008907298,-0.28670242,0.10827109,0.0033402685,-0.062011268,0.0019900957,0.016655743,MGS1
81,-0.09705646,0.027320908,-0.26088324,0.091110274,0.025622414,-0.076766916,0.011504057,0.015252426,MGS1
89,-0.101270154,0.02502375,-0.24835615,0.0890356,0.023717513,-0.08606152,0.012781494,0.027808156,MGS1
99,-0.10212007,0.00037079118,-0.22934872,0.07770308,-0.00045411475,-0.0718935,-0.012725541,0.02941319,MGS1
109,-0.016469076,0.0018949229,-0.10110746,0.045361314,0.0123736765,-0.039896186,-0.0025679814,0.013320556,MGS1
115,-0.064945765,0.011629449,-0.16203229,0.06743829,0.011165252,-0.053935416,-0.004655117,-0.0088668335,MGS1
117,-0.014325898,0.00072827376,0.0030236542,-0.0023514053,-0.008477408,-0.0036261568,-0.012126908,0.004401086,MGS1
