row	col	rho
ENSG00000166741	ENSG00000148735	0.869319998794044
ENSG00000182326	ENSG00000010704	0.869022650817617
ENSG00000231389	ENSG00000181804	0.868872973328762
ENSG00000164761	ENSG00000110092	0.868839193189357
ENSG00000182326	ENSG00000249306	0.867887429867549
ENSG00000243649	ENSG00000010704	0.867865717254087
ENSG00000164106	ENSG00000163453	0.867748293931398
ENSG00000182326	ENSG00000026297	0.8676382649922
ENSG00000010704	ENSG00000132274	0.867282661519262
ENSG00000182326	ENSG00000132274	0.867193899561351
ENSG00000243649	ENSG00000132274	0.867184655695651
ENSG00000159403	ENSG00000026297	0.866854054887631
ENSG00000182326	ENSG00000262001	0.866738296051503
ENSG00000153029	ENSG00000205542	0.866571226620733
ENSG00000174348	ENSG00000128262	0.866434967085538
ENSG00000243649	ENSG00000204287	0.866180853527722
ENSG00000182326	ENSG00000231389	0.866035195939193
ENSG00000180638	ENSG00000166278	0.865679154340048
ENSG00000164106	ENSG00000205542	0.864341149282882
ENSG00000249306	ENSG00000163453	0.864136004737821
ENSG00000111801	ENSG00000079931	0.863815477457546
ENSG00000149131	ENSG00000128262	0.863139010285242
ENSG00000153029	ENSG00000140092	0.862915524432934
ENSG00000243649	ENSG00000140092	0.862693342472947
ENSG00000182326	ENSG00000125730	0.862307150408551
ENSG00000113578	ENSG00000181804	0.862232889693013
ENSG00000128262	ENSG00000204252	0.861630044171427
ENSG00000159403	ENSG00000069535	0.861552108034968
ENSG00000204287	ENSG00000163453	0.861326205381717
ENSG00000111801	ENSG00000153029	0.860826191819518
ENSG00000125730	ENSG00000026297	0.85965665595727
ENSG00000231389	ENSG00000069535	0.859607994576958
ENSG00000113578	ENSG00000069535	0.859563940187513
ENSG00000140092	ENSG00000006756	0.859501554925982
ENSG00000166710	ENSG00000205542	0.85894642307376
ENSG00000125730	ENSG00000164761	0.858424201550784
ENSG00000079931	ENSG00000153029	0.858375876660196
ENSG00000125730	ENSG00000129009	0.858267492426865
ENSG00000149131	ENSG00000006042	0.857335441158684
ENSG00000171631	ENSG00000139178	0.857305910385894
ENSG00000153029	ENSG00000113578	0.857226320364783
ENSG00000234745	ENSG00000240065	0.856416594075261
ENSG00000026297	ENSG00000069535	0.856412445411806
ENSG00000181804	ENSG00000163453	0.85538143663292
ENSG00000125730	ENSG00000243649	0.85485271220121
ENSG00000153029	ENSG00000249306	0.854735478275878
ENSG00000231389	ENSG00000249306	0.854681091892358
ENSG00000153029	ENSG00000159403	0.854274307079643
ENSG00000026297	ENSG00000181804	0.854146616266222
ENSG00000243649	ENSG00000204252	0.853489989140937
ENSG00000205542	ENSG00000069535	0.853399218453908
ENSG00000140092	ENSG00000069535	0.853113417403651
ENSG00000125730	ENSG00000231389	0.853059620378407
ENSG00000149131	ENSG00000132274	0.852755230270677
ENSG00000204287	ENSG00000164761	0.852487341800668
ENSG00000079931	ENSG00000164761	0.852309656885314
ENSG00000125730	ENSG00000006756	0.852125172857
ENSG00000164106	ENSG00000249306	0.851991400884232
ENSG00000181804	ENSG00000205542	0.851873963721001
ENSG00000166710	ENSG00000181804	0.851497854340914
ENSG00000204261	ENSG00000204264	0.851432396365886
ENSG00000182326	ENSG00000111801	0.85118621489748
ENSG00000125730	ENSG00000100055	0.850615042624338
ENSG00000164761	ENSG00000010704	0.850489717083103
ENSG00000204252	ENSG00000006756	0.850436474466738
ENSG00000113578	ENSG00000204287	0.850182222370788
ENSG00000026297	ENSG00000140092	0.849943569485829
ENSG00000164761	ENSG00000166278	0.849718636251804
ENSG00000079931	ENSG00000149131	0.84953310194071
ENSG00000110092	ENSG00000204252	0.848997578075116
ENSG00000198734	ENSG00000249306	0.848946152338449
ENSG00000140092	ENSG00000204252	0.848639508890173
ENSG00000153029	ENSG00000006042	0.848508026610055
ENSG00000101160	ENSG00000006042	0.848470186175673
ENSG00000204287	ENSG00000132274	0.848234037188625
ENSG00000111801	ENSG00000010704	0.84812981669322
ENSG00000112936	ENSG00000069535	0.847958940387401
ENSG00000174348	ENSG00000100055	0.847515408587787
ENSG00000159403	ENSG00000180638	0.84717066813182
ENSG00000079931	ENSG00000010704	0.846983573411923
ENSG00000125730	ENSG00000174348	0.846297557013066
ENSG00000100055	ENSG00000204252	0.845724174691077
ENSG00000125730	ENSG00000153029	0.845478822947569
ENSG00000125730	ENSG00000146122	0.845320657429963
ENSG00000166710	ENSG00000069535	0.845059388706763
ENSG00000166278	ENSG00000006756	0.84431049591026
ENSG00000125730	ENSG00000197943	0.844274891322432
ENSG00000149131	ENSG00000026297	0.843818157649582
ENSG00000204482	ENSG00000180638	0.843216963021752
ENSG00000159403	ENSG00000204287	0.843152337709094
ENSG00000125730	ENSG00000244509	0.842988787802919
ENSG00000164761	ENSG00000163453	0.842892272129216
ENSG00000159403	ENSG00000174348	0.842578674863562
ENSG00000112936	ENSG00000131386	0.842307710380321
ENSG00000129009	ENSG00000166278	0.842294417558257
ENSG00000244509	ENSG00000166278	0.842102845067989
ENSG00000010704	ENSG00000164106	0.841866279678437
ENSG00000101160	ENSG00000069535	0.841823034699682
ENSG00000149131	ENSG00000205542	0.841756248046191
ENSG00000182326	ENSG00000140092	0.841604987854617
ENSG00000079931	ENSG00000164106	0.840958307642461
ENSG00000153029	ENSG00000231389	0.840291462580844
ENSG00000182326	ENSG00000205542	0.840223341895651
ENSG00000159403	ENSG00000204252	0.840210265194031
ENSG00000010704	ENSG00000180638	0.839761464370602
ENSG00000180638	ENSG00000069535	0.839663155738502
ENSG00000163453	ENSG00000132274	0.839315723766705
ENSG00000159403	ENSG00000181804	0.839153565981952
ENSG00000205542	ENSG00000163453	0.839129391742416
ENSG00000182326	ENSG00000131386	0.83878994036351
ENSG00000110092	ENSG00000006756	0.838345911977809
ENSG00000149131	ENSG00000262001	0.838292907016663
ENSG00000125730	ENSG00000069535	0.838289735982687
ENSG00000149131	ENSG00000006756	0.838021815566186
ENSG00000164761	ENSG00000166741	0.837872427617169
ENSG00000243649	ENSG00000163453	0.837871311094625
ENSG00000149131	ENSG00000101104	0.837865852110908
ENSG00000242574	ENSG00000140092	0.837691386018894
ENSG00000112936	ENSG00000181804	0.83747968205306
ENSG00000181804	ENSG00000131386	0.837422861218914
ENSG00000111801	ENSG00000149131	0.837202681987648
ENSG00000153029	ENSG00000204252	0.837120343616187
ENSG00000159403	ENSG00000164761	0.83700704337323
ENSG00000159403	ENSG00000110092	0.836688304004877
ENSG00000140092	ENSG00000180638	0.83667362669142
ENSG00000231389	ENSG00000149131	0.836438878597623
ENSG00000243649	ENSG00000101160	0.836430118420598
ENSG00000159403	ENSG00000231389	0.83626041731476
ENSG00000140092	ENSG00000181804	0.836216746005209
ENSG00000181804	ENSG00000180638	0.835910400027734
ENSG00000149131	ENSG00000244509	0.835746474040963
ENSG00000010704	ENSG00000166278	0.835735138408173
ENSG00000111801	ENSG00000113578	0.835441529336543
ENSG00000198734	ENSG00000112936	0.834958812886561
ENSG00000197943	ENSG00000166741	0.834929233832924
ENSG00000243649	ENSG00000205542	0.834682160653913
ENSG00000231389	ENSG00000010704	0.834371850222965
ENSG00000159403	ENSG00000129009	0.83413531935249
ENSG00000204261	ENSG00000206337	0.834120444345224
ENSG00000153029	ENSG00000166278	0.833885109943619
ENSG00000164761	ENSG00000132274	0.833858524802452
ENSG00000111801	ENSG00000132274	0.83351410576474
ENSG00000069535	ENSG00000262001	0.833303130624568
ENSG00000111801	ENSG00000164106	0.833155980780469
ENSG00000149131	ENSG00000110092	0.832696054520665
ENSG00000101160	ENSG00000010704	0.832240764496154
ENSG00000153029	ENSG00000101160	0.831446815558519
ENSG00000153029	ENSG00000110092	0.831260747942061
ENSG00000140092	ENSG00000244509	0.831163439631042
ENSG00000162520	ENSG00000125730	0.831141532426225
ENSG00000006042	ENSG00000010704	0.831125103842761
ENSG00000180638	ENSG00000132274	0.83108701760312
ENSG00000198734	ENSG00000197943	0.830644774248699
ENSG00000181804	ENSG00000110092	0.830611561651413
ENSG00000182326	ENSG00000198734	0.83049088735629
ENSG00000095303	ENSG00000198734	0.830437527348887
ENSG00000010704	ENSG00000205542	0.83042914652673
ENSG00000095303	ENSG00000197943	0.830264606331311
ENSG00000101104	ENSG00000140092	0.830054357892958
ENSG00000243649	ENSG00000101104	0.830041531193545
ENSG00000244509	ENSG00000204252	0.829988764358093
ENSG00000129009	ENSG00000100055	0.829929359384467
ENSG00000006042	ENSG00000204252	0.829712757164689
ENSG00000243649	ENSG00000204482	0.829641665599089
ENSG00000181804	ENSG00000249306	0.829586673280963
ENSG00000182326	ENSG00000180638	0.829579746571589
ENSG00000198483	ENSG00000101160	0.829524133707542
ENSG00000180638	ENSG00000205542	0.828934639909664
ENSG00000174348	ENSG00000166278	0.828837743837001
ENSG00000242574	ENSG00000204482	0.82868341850633
ENSG00000111801	ENSG00000026297	0.828681177585464
ENSG00000125730	ENSG00000010704	0.828450385411725
ENSG00000198734	ENSG00000164761	0.828408046128489
ENSG00000079931	ENSG00000132274	0.828377080645702
ENSG00000095303	ENSG00000188488	0.827913015398484
ENSG00000112936	ENSG00000164106	0.827687148550962
ENSG00000026297	ENSG00000164761	0.827468384108203
ENSG00000010704	ENSG00000204252	0.827278681788837
ENSG00000125730	ENSG00000101104	0.826934989420223
ENSG00000006042	ENSG00000244509	0.826231979856677
ENSG00000162520	ENSG00000164761	0.825300625187244
ENSG00000153029	ENSG00000026297	0.825254341376999
ENSG00000149131	ENSG00000164106	0.824958351619022
ENSG00000069535	ENSG00000110092	0.824602998370815
ENSG00000244509	ENSG00000006756	0.824562774743397
ENSG00000125730	ENSG00000262001	0.824470484303529
ENSG00000079931	ENSG00000180638	0.824442810218643
ENSG00000162520	ENSG00000110092	0.823958538918793
ENSG00000100055	ENSG00000006756	0.823872609939348
ENSG00000204287	ENSG00000180638	0.823780941960493
ENSG00000206337	ENSG00000166710	0.823744165026955
ENSG00000128262	ENSG00000006756	0.823497012942831
ENSG00000101104	ENSG00000110092	0.823195762118999
ENSG00000244509	ENSG00000146122	0.823158242494551
ENSG00000231389	ENSG00000164761	0.823069697632588
ENSG00000243649	ENSG00000166710	0.822932553995846
ENSG00000242574	ENSG00000149131	0.822843540275827
ENSG00000125730	ENSG00000222009	0.82257415771491
ENSG00000159403	ENSG00000188488	0.822360186194849
ENSG00000101160	ENSG00000005243	0.822185237984611
ENSG00000069535	ENSG00000131386	0.822141347316791
ENSG00000205542	ENSG00000132274	0.821721931492871
ENSG00000166741	ENSG00000188488	0.821613445866351
ENSG00000101160	ENSG00000204252	0.82160778371606
ENSG00000125730	ENSG00000181804	0.821238545390613
ENSG00000243649	ENSG00000128262	0.820911317034281
ENSG00000159403	ENSG00000101104	0.820832999415512
ENSG00000125730	ENSG00000204287	0.820656778318593
ENSG00000231389	ENSG00000110092	0.820646133723054
ENSG00000204287	ENSG00000140092	0.820473648556206
ENSG00000010704	ENSG00000110092	0.820132577250532
ENSG00000231389	ENSG00000205542	0.819672201577306
ENSG00000095303	ENSG00000231389	0.819503803393412
ENSG00000006042	ENSG00000005243	0.819493956673795
ENSG00000164761	ENSG00000180638	0.81924116729817
ENSG00000162520	ENSG00000069535	0.818738765300374
ENSG00000164761	ENSG00000164106	0.818410682843072
ENSG00000101160	ENSG00000163453	0.817948249738909
ENSG00000101160	ENSG00000166278	0.817936990896335
ENSG00000159403	ENSG00000101160	0.817835835408398
ENSG00000095303	ENSG00000159403	0.817770463345259
ENSG00000249306	ENSG00000150977	0.817725273452382
ENSG00000204482	ENSG00000166278	0.817351724353766
ENSG00000095303	ENSG00000166741	0.817236226490428
ENSG00000198734	ENSG00000164106	0.817042404248553
ENSG00000112936	ENSG00000163453	0.816614090540706
ENSG00000244509	ENSG00000128262	0.816501193634902
ENSG00000150977	ENSG00000069535	0.816497469309167
ENSG00000242574	ENSG00000125730	0.816447235699307
ENSG00000101160	ENSG00000150977	0.816002835167173
ENSG00000174348	ENSG00000146122	0.81569460735045
ENSG00000163453	ENSG00000131386	0.815286313508455
ENSG00000113578	ENSG00000231389	0.815242166060383
ENSG00000244509	ENSG00000100055	0.815239971210069
ENSG00000162520	ENSG00000140092	0.815108562992281
ENSG00000159403	ENSG00000197943	0.815047858479978
ENSG00000166710	ENSG00000164106	0.81495300808841
ENSG00000164106	ENSG00000131386	0.814817244414656
ENSG00000111801	ENSG00000166710	0.814320236773222
ENSG00000162520	ENSG00000153029	0.814319868124542
ENSG00000129009	ENSG00000128262	0.814037012284888
ENSG00000107611	ENSG00000131386	0.814016692209571
ENSG00000026297	ENSG00000110092	0.813911042644268
ENSG00000079931	ENSG00000249306	0.81388877475261
ENSG00000188501	ENSG00000166278	0.813823721931064
ENSG00000159403	ENSG00000146122	0.813682645814193
ENSG00000111801	ENSG00000243649	0.813500543731455
ENSG00000159403	ENSG00000262001	0.812989870582601
ENSG00000242574	ENSG00000153029	0.812655594261611
ENSG00000140092	ENSG00000010704	0.812616827183556
ENSG00000101104	ENSG00000244509	0.812372346022743
ENSG00000140092	ENSG00000100055	0.812265214481183
ENSG00000159403	ENSG00000010704	0.811817309145891
ENSG00000204482	ENSG00000204252	0.811810295011318
ENSG00000153029	ENSG00000150977	0.811565488694455
ENSG00000222009	ENSG00000128262	0.811512629977862
ENSG00000197943	ENSG00000110092	0.811080782856366
ENSG00000101104	ENSG00000181804	0.810728115974035
ENSG00000222009	ENSG00000140092	0.810488266569028
ENSG00000006042	ENSG00000163453	0.81030947925026
ENSG00000149131	ENSG00000249306	0.809707755540962
ENSG00000153029	ENSG00000262001	0.809501120662715
ENSG00000231389	ENSG00000204252	0.809427369051838
ENSG00000180638	ENSG00000204252	0.809409523280897
ENSG00000163453	ENSG00000150977	0.809298411000047
ENSG00000006042	ENSG00000069535	0.809012903370783
ENSG00000149131	ENSG00000100055	0.809005486293523
ENSG00000101160	ENSG00000244509	0.808512162467242
ENSG00000162520	ENSG00000010704	0.808467650927187
ENSG00000242574	ENSG00000026297	0.808436190647747
ENSG00000242574	ENSG00000166278	0.808404517308947
ENSG00000125730	ENSG00000188488	0.808144407865816
ENSG00000162520	ENSG00000182326	0.80805113589303
ENSG00000162520	ENSG00000181804	0.80803994389424
ENSG00000113578	ENSG00000110092	0.807924018907294
ENSG00000159403	ENSG00000006042	0.807845056020785
ENSG00000153029	ENSG00000101104	0.807844250266246
ENSG00000101104	ENSG00000006042	0.807708306857828
ENSG00000125730	ENSG00000165633	0.807439281177759
ENSG00000079931	ENSG00000231389	0.807425538844392
ENSG00000113578	ENSG00000010704	0.807327523381002
ENSG00000198734	ENSG00000131386	0.806963503486417
ENSG00000182326	ENSG00000166741	0.806695249788969
ENSG00000153029	ENSG00000131386	0.806641832823399
ENSG00000026297	ENSG00000128262	0.80647998681033
ENSG00000242574	ENSG00000110092	0.80631923978413
ENSG00000164761	ENSG00000128262	0.805937525176329
ENSG00000110092	ENSG00000128262	0.805835095298962
ENSG00000159403	ENSG00000244509	0.805792745828354
ENSG00000243649	ENSG00000026297	0.805723311981789
ENSG00000112936	ENSG00000249306	0.805706297070151
ENSG00000159403	ENSG00000204482	0.805678901483954
ENSG00000159403	ENSG00000166741	0.805551859862259
ENSG00000204287	ENSG00000262001	0.805506955593723
ENSG00000111801	ENSG00000110092	0.80550596519046
ENSG00000113578	ENSG00000164761	0.805488691518769
ENSG00000206337	ENSG00000204264	0.805270488169732
ENSG00000006042	ENSG00000150977	0.805037935693616
ENSG00000166741	ENSG00000249306	0.805004467740167
ENSG00000079931	ENSG00000163453	0.804975234915135
ENSG00000166710	ENSG00000163661	0.804967606506511
ENSG00000153029	ENSG00000166710	0.804467055650413
ENSG00000162520	ENSG00000149131	0.80430695606666
ENSG00000113578	ENSG00000249306	0.804298848340806
ENSG00000204287	ENSG00000150977	0.804161238971563
ENSG00000159403	ENSG00000163453	0.803877628284318
ENSG00000113578	ENSG00000163453	0.803682507782078
ENSG00000204261	ENSG00000166710	0.803508850974291
ENSG00000125730	ENSG00000095303	0.803417385246709
ENSG00000242574	ENSG00000164761	0.803366161239243
ENSG00000125730	ENSG00000249306	0.803293902602719
ENSG00000231389	ENSG00000163453	0.803197094706905
ENSG00000171631	ENSG00000146122	0.802969258918482
ENSG00000112936	ENSG00000153029	0.802894197874181
ENSG00000146122	ENSG00000128262	0.802846601219263
ENSG00000101160	ENSG00000006756	0.802588728558257
ENSG00000182326	ENSG00000150977	0.802068015030531
ENSG00000181804	ENSG00000262001	0.80163295270674
ENSG00000026297	ENSG00000101104	0.801420489878239
ENSG00000222009	ENSG00000244509	0.801370025026793
ENSG00000182326	ENSG00000110092	0.801227241335034
ENSG00000188501	ENSG00000110092	0.801113288495486
ENSG00000101104	ENSG00000166278	0.80105680650724
ENSG00000111801	ENSG00000249306	0.801025311867603
ENSG00000204264	ENSG00000180638	0.800866359043342
ENSG00000168306	ENSG00000244509	0.800794608214121
ENSG00000174348	ENSG00000204252	0.800752555755696
ENSG00000113578	ENSG00000006042	0.800658349561636
ENSG00000198734	ENSG00000181804	0.800558401708357
ENSG00000101104	ENSG00000204252	0.799867295882709
ENSG00000204261	ENSG00000234745	0.799734297858625
ENSG00000129009	ENSG00000174348	0.799675912244522
ENSG00000112936	ENSG00000204287	0.799597750142691
ENSG00000243649	ENSG00000110092	0.799487184444626
ENSG00000197943	ENSG00000164761	0.79945858695734
ENSG00000125730	ENSG00000166741	0.799427561182451
ENSG00000101160	ENSG00000181804	0.79937390037267
ENSG00000069535	ENSG00000006756	0.799289717969005
ENSG00000197943	ENSG00000026297	0.799278468058626
ENSG00000242574	ENSG00000204287	0.799235798880651
ENSG00000113578	ENSG00000166710	0.799125688496683
ENSG00000113578	ENSG00000164106	0.799090459754734
ENSG00000125730	ENSG00000101160	0.79909022993483
ENSG00000006042	ENSG00000006756	0.798895916562298
ENSG00000159403	ENSG00000100055	0.798773407714885
ENSG00000006042	ENSG00000110092	0.798462939267733
ENSG00000101104	ENSG00000069535	0.798443814874351
ENSG00000197943	ENSG00000188488	0.798270644467304
ENSG00000204287	ENSG00000131386	0.798243012246702
ENSG00000198734	ENSG00000231389	0.798174024707708
ENSG00000204287	ENSG00000006042	0.798120120279421
ENSG00000198734	ENSG00000148735	0.798114644928623
ENSG00000113578	ENSG00000132274	0.798012053856349
ENSG00000113578	ENSG00000159403	0.797796751940954
ENSG00000149131	ENSG00000150977	0.797652502998484
ENSG00000222009	ENSG00000204252	0.797095006953864
ENSG00000125730	ENSG00000006042	0.796861938248673
ENSG00000095303	ENSG00000113578	0.796713900887337
ENSG00000101104	ENSG00000132274	0.796564226154424
ENSG00000153029	ENSG00000204482	0.796471755787862
ENSG00000010704	ENSG00000249306	0.79629957480517
ENSG00000113578	ENSG00000205542	0.796269345661737
ENSG00000166710	ENSG00000231389	0.796175980308612
ENSG00000111801	ENSG00000180638	0.79583859978298
ENSG00000231389	ENSG00000197943	0.79562086876004
ENSG00000162520	ENSG00000249306	0.795419612064285
ENSG00000166710	ENSG00000180638	0.795252942437308
ENSG00000198734	ENSG00000153029	0.795168411682842
ENSG00000182326	ENSG00000006042	0.795119634540412
ENSG00000162520	ENSG00000166278	0.794816717744004
ENSG00000129009	ENSG00000140092	0.794731611974068
ENSG00000242574	ENSG00000159403	0.794682607237357
ENSG00000231389	ENSG00000140092	0.794640028012106
ENSG00000242574	ENSG00000180638	0.794456885171498
ENSG00000166710	ENSG00000132274	0.794226239119476
ENSG00000140092	ENSG00000204482	0.794203669554278
ENSG00000100055	ENSG00000110092	0.794037115808474
ENSG00000243649	ENSG00000164106	0.793795388828463
ENSG00000125730	ENSG00000171631	0.79362743412937
ENSG00000231389	ENSG00000160219	0.793610348469681
ENSG00000204287	ENSG00000204252	0.793384742691924
ENSG00000164761	ENSG00000204252	0.793337219779232
ENSG00000182326	ENSG00000163661	0.793286009570939
ENSG00000174348	ENSG00000139178	0.793191129262237
ENSG00000129009	ENSG00000204252	0.793150669095609
ENSG00000101104	ENSG00000010704	0.793006897685228
ENSG00000125730	ENSG00000139178	0.79298257110768
ENSG00000101104	ENSG00000101160	0.792882852615543
ENSG00000010704	ENSG00000006756	0.792823703200104
ENSG00000242574	ENSG00000204252	0.792600686064071
ENSG00000166278	ENSG00000069535	0.792368724169895
ENSG00000198734	ENSG00000069535	0.792308092436812
ENSG00000222009	ENSG00000146122	0.792298164782465
ENSG00000153029	ENSG00000006756	0.792074270350107
ENSG00000204287	ENSG00000101160	0.791921446010019
ENSG00000196735	ENSG00000231389	0.791643302335612
ENSG00000101160	ENSG00000140092	0.791640267425353
ENSG00000242574	ENSG00000231389	0.791597861182491
ENSG00000244509	ENSG00000110092	0.79098550165377
ENSG00000196735	ENSG00000204287	0.790737744679112
ENSG00000197943	ENSG00000249306	0.790648919257435
ENSG00000243649	ENSG00000262001	0.790566595662558
ENSG00000010704	ENSG00000150977	0.790414295163789
ENSG00000125730	ENSG00000198734	0.790330497600449
ENSG00000079931	ENSG00000113578	0.790027325504184
ENSG00000231389	ENSG00000166278	0.789935622286566
ENSG00000188501	ENSG00000204252	0.789933942227233
ENSG00000125730	ENSG00000204482	0.789904651920912
ENSG00000113578	ENSG00000026297	0.78990028703485
ENSG00000162520	ENSG00000159403	0.789714067520715
ENSG00000157150	ENSG00000166278	0.789598443006371
ENSG00000026297	ENSG00000132274	0.789580803470838
ENSG00000164106	ENSG00000132274	0.789573117586989
ENSG00000111801	ENSG00000125730	0.789502167439365
ENSG00000188488	ENSG00000249306	0.788841273878158
ENSG00000163661	ENSG00000204287	0.788819620814526
ENSG00000162520	ENSG00000204287	0.788671838679601
ENSG00000125730	ENSG00000180638	0.788655694157266
ENSG00000101104	ENSG00000128262	0.788497471214272
ENSG00000181804	ENSG00000150977	0.788310122736166
ENSG00000101104	ENSG00000006756	0.78828624757475
ENSG00000101104	ENSG00000180638	0.788176799030639
ENSG00000206337	ENSG00000204287	0.787289537400724
ENSG00000111801	ENSG00000159403	0.787261071582975
ENSG00000196735	ENSG00000159403	0.787202245420144
ENSG00000182326	ENSG00000101104	0.787115328894196
ENSG00000165633	ENSG00000204252	0.786638088281402
ENSG00000231389	ENSG00000150977	0.786481247696322
ENSG00000111801	ENSG00000101160	0.786440080761824
ENSG00000139178	ENSG00000128262	0.786424132972142
